,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,--,['Sarah Polley'],DESCONOCIDO,A young Prince named Bambi becomes friends with Thumper and Flower together. They seek challenges and dangers throughout the forest.,--,Bambi
1,7.0,['Rajkumar Santoshi'],"['Sanjeev', 'Ranjit Kapoor']",A light comedy about a good-for-nothing boy who falls in love with a studious girl from a conservative family. Thus the funny conflict and situations that pop up.,2h 2m,Bad Boy
2,--,['Laura Perez'],"['Valerie Michelson', 'Laura Perez']","Stoic and uptight L.A. lawyer, Cassie, is forced to return to Texas and meet her estranged and angsty teen daughter, Lyra when Lyra's father dies unexpectedly. Their personalities collide the moment they meet, especially since Cassie has not seen her daughter since birth. Their union is further strained when they are tasked to fulfill Lyra's father's last wish to have... Read all",--,The Place in Between
3,6.8,['Francis Lawrence'],"['Michael Lesslie', 'Michael Arndt', 'Suzanne Collins']",Coriolanus Snow mentors and develops feelings for the female District 12 tribute during the 10th Hunger Games.,2h 37m,The Hunger Games: The Ballad of Songbirds & Snakes
4,--,['Michael R. Farinelli'],DESCONOCIDO,"Five time world power lifting champion Diezel ""Da Destroyer"" Rodriguez is harassed out of retirement by an upcoming, vicious, ruthless underdog known as Skylor ""The Crucifier"" Jackson to obtain the recognition of world's greatest power lifter. Disputed by Diezel's manager, trainer, doctor, ex-wife and daughter regarding Diezel's serious health issues, Diezel still dec... Read all",--,Raw Power
5,6.5,['Taika Waititi'],"['Taika Waititi', 'Iain Morris']","The story of the infamously terrible American Samoa soccer team, known for a brutal 2001 FIFA match they lost 31-0.",1h 44m,Next Goal Wins
6,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt10849046
7,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt10929648
8,--,['Sergio Tovar Velarde'],['Orlando Manrique'],,--,Mujeres Silenciosas
9,5.7,['Vladislav Alex Kozlov'],"['Natalia Dar', 'Ksenia Jarova', 'Vladislav Alex Kozlov']","The mysterious Lady in Black claiming to be the last love of the first screen sex symbol Rudolph Valentino, dies in her Hollywood apartment. The only contact the detective finds is the business card of the young filmmaker Paul Harts. While answering the investigator's questions, Paul brings us half a year earlier to the Hollywood Forever cemetery when he first met Lad... Read all",1h 36m,Silent Life: The Story of the Lady in Black
10,--,['Nick Westerlund'],['Nick Westerlund'],,--,The Silent Prayer
11,5.9,['Vicente Alves do Ó'],['Vicente Alves do Ó'],Biopic of the famous portuguese artist Amadeo de Souza Cardoso.,1h 38m,Amadeo
12,6.7,['Michael B. Jordan'],DESCONOCIDO,"Adonis has been thriving in both his career and family life, but when a childhood friend and former boxing prodigy resurfaces, the face-off is more than just a fight.",1h 56m,Creed III
13,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt11165686
14,--,['Vincenzo Franceschini'],"['Vincenzo Franceschini', 'Bruce Payne']","What lives in the blind spot of our true selves? Are we all capable, of being a human and a monster in one being? A man named Jack, is sitting in a DARK ROOM. One of the survivors of a brutal triple homicide, which took place in the elegant Mansion, of a charismatic Film Producer, Robert Spier (Christopher Lambert). Jack Butland was there, but he can't remember what h... Read all",--,Dark Room
15,--,['Hector Abaunza'],['Hector Abaunza'],,1h 35m,Ai Lun
16,--,DESCONOCIDO,['Natasha Thompson'],this is a romantic drama of a witch on her twin flame journey,1h 30m,Divine Flames
17,--,DESCONOCIDO,['Natasha Thompson'],this is a romantic drama of a witch on her twin flame journey,1h 30m,Divine Flames
18,--,['David Noel Bourke'],['David Noel Bourke'],Nobody can understand you when you're 14. Except possibly a monster. A bullied teenager meets a stranger from out of town and they form an unusual relationship.,1h 24m,Vincent
19,--,['Sanjay Mengar'],['Sanjay Mengar'],"A beautiful house is ready for a migrated family who have no idea about the hidden tales inside the house. The family man starts having nightmares which are based on the things happened on the same day. Instead of running away, the man chases the nightmares to find out the truth of any connection between the house and nightmares.",1h 20m,Black Nightmares
20,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt11379234
21,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt11541438
22,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Extraordinary Sacrifice
23,--,['Maria Giese'],"['Maria Giese', 'Alex Torres']","A genius artist with severe Tourette Syndrome is offered an experimental surgery that could cure him of his disorder forever, but at the risk of losing everything that makes his life worthwhile.",--,Oliver Outloud
24,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt11760408
25,--,['Jo King'],['Jo King'],,--,Ladies Are Pimps Too
26,7.0,DESCONOCIDO,"['Charles Bourland', 'Maritza Brikisak', 'Felix Martiz']","Sophie Hagan, a retired nurse, turned her home into a Transitions Shelter. The lives of a terminally ill woman, an alcoholic magician, a PTSD veteran, a young drug addict and a grieving mother are explored in the 'Cottonwood' residence.",1h 25m,Sophie's Rules
27,--,['George Easley'],"['Prince George', 'George Lawson-Easley']","When a vile creature sets out to destroy the calm, and the world as we know it, and to keep the world from going into complete chaos, one city at a time, has to prove he is the one who can stop this vile creature, and right the wrongs,",2h,Bugsy the Becoming
28,6.0,['Vamshi Paidipally'],DESCONOCIDO,"Vijay Rajendran is a happy to-go lucky man. Things change when his father becomes terminally ill, and he is left to manage his business empire.",2h 49m,Varisu
29,6.9,['Blitz Bazawule'],"['Marcus Gardley', 'Alice Walker', 'Marsha Norman']","A woman faces many hardships in her life, but ultimately finds extraordinary strength and hope in the unbreakable bonds of sisterhood.",2h 21m,The Color Purple
30,--,['Aksel Yakup Bektas'],['Aksel Yakup Bektas'],The scary story of a woman who died nearly 100 years ago.,--,Karanliktaki Kadin
31,--,['Dominic Giannetti'],['Dominic Giannetti'],,--,Romeo Is Dead
32,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt12109690
33,6.6,['George Tillman Jr.'],DESCONOCIDO,"Fueled by an impoverished childhood, George Foreman channeled his anger into becoming an Olympic Gold medalist and World Heavyweight Champion, followed by a near-death experience that took him from the boxing ring to the pulpit.",2h 9m,Big George Foreman
34,5.4,DESCONOCIDO,"['Scott Beck', 'Bryan Woods']",An astronaut crash lands on a mysterious planet only to discover he's not alone.,1h 33m,65
35,--,['Jeff Profitt'],['Jeff Profitt'],"Detective Henderson is a no nonsense undercover female Police Detective, with a stellar record of always taking down the target of her investigations. Henderson gets requested by her superiors to go undercover and take down a local drug dealer. The dealer, Darius Miller, has recently become the biggest supplier of illegal narcotics in the region. Known as ""The Plug"", ... Read all",1h 15m,Getting to the Plug
