,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,--,['DC Brandon'],['DC Brandon'],IT worker and general shy-guy Neil has gone two dates without kissing out of his league hottie Carmen and is now facing a do or die situation going into their third date.,--,Kissing Carmen
1,--,['Celik Kayalar'],['Celik Kayalar'],"The conflict between a religious father (devout Catholic) and his son with a violent-temper and a criminal-record escalates. Issues of the origin of violence (nature vs nurture); abortion are passionately argued, culminating in a surprising and explosive climax.",--,DNA
2,8.1,['Rob Levinson'],['Rob Levinson'],"A self centered radio personality, learns the most valuable life lesson on the morning of September 11, 2001 - humility. The ever growing popularity of the Paul Lavigan Morning Show takes on new depths when Paul receives what seems to be his everyday mundane typical call. In the midst of conversation, a thunderous roar changes the course of both caller and Paul.",--,Where Were You
3,--,['Leanne Nicole'],['Leanne Nicole'],A day in life of a teenager that resides in a dysfunctional home.,--,Okay
4,--,['Lina Jalala'],['Giorgio Paoletti'],,--,Hanna Wins
5,--,['Agostino Devastato'],['Agostino Devastato'],Cafèsigaret is an unexpected meeting between Silvio and Giggino in a smoky bar lost among the quarries of the suburbs of Naples. A meeting that happens today after twenty years when a dramatic secret has divided their paths.,--,Cafèsigaret
6,--,['George Salcedo'],['George Salcedo'],"A young man struggles to deal with his father's life sentence in prison. As a result of this, he goes after the men who got his father locked up.",--,Witness to Murder
7,--,['Dan Hewitt Owens'],['Dan Hewitt Owens'],,--,Good Friends
8,--,DESCONOCIDO,DESCONOCIDO,"MIA, who suddenly stopped talking, needs to find her lost words in order to reveal the truth behind crimes she witnessed.",--,Voiceless
9,--,['Ryan Henry Knight'],['Ryan Henry Knight'],A girl haunted by grief is reconnected with her estranged sister as they come to terms with the dark truth behind their distanced relationship.,--,Ludere
10,--,['Nick Azzaro'],['Nick Azzaro'],"While an insecure young actress prepares for an audition, her hospitalized grandmother encourages her to step up to the challenge.",--,Melodrama
11,9.3,['K.J. Chaves Santos'],['K.J. Chaves Santos'],"In the Azores Islands, three young teenagers hoping to reunite their Coven.",--,The Coven
12,--,['Xavi Casanova'],['Xavi Casanova'],A young couple with communication issues starts to finally share intimacy when they are stuck home with no electricity and in darkness.,--,Candle Light
13,--,['Carol Bellhouse'],['Carol Bellhouse'],"With her dreams purveying the past and future, a young woman is unsure if her adventure in love is ahead of her or a memory.",--,Erewhile
14,--,['Paul Tully'],['Paul Tully'],,--,Atonement
15,--,['Jon Perry'],"['Adam Masnyk', 'Jon Perry']","After communication ceases, Kevin breaks out of prison to find his lifelong girlfriend, but is met with some unfortunate news.",--,Facing Life
16,--,['C. Nathaniel Brown'],"['C. Nathaniel Brown', 'Kenya Hendricks']","When love is warming everyone's heart around the office, Ellis seems to be getting the cold shoulder. But the office won't be the same come Friday.",--,For Ellis
17,9.8,['Branden J. Stanley'],DESCONOCIDO,"A supernatural thriller about where heaven and earth meet. A captivating short film about the coming together of heaven and earth, The Veil Removed depicts the depth and power of the Mass as seen by saints and mystics, revealed by scripture and explored in the Catechism of the Catholic Church.",--,The Veil Removed
18,8.6,['Jason Fragale'],"['Jason Fragale', 'Christopher Fragale']","Raffi, still plagued by grief from his mother's death, has his friendship tested by terminally ill David, who begs for help during his dying days.",--,Riviera
19,--,['Young Man Kang'],"['Heaven Choi', 'Young Man Kang']",,--,Destiny
20,--,['Ryan Berry'],['Alexandera Yetman'],A woman decides whether to heed the signs the universe is sending her about her desires.,--,Along The Line
21,--,['Lauren Kelly'],['Lauren Kelly'],Two slaves are put to the test when their owner forces them to fight each other.,--,Chadwick Manor
22,--,DESCONOCIDO,['Ross Heath'],,--,Controlling Intentions
23,--,['Maverick Knox'],['Maverick Knox'],,--,The Chair
24,--,['Nathaniel Shields'],['Nathaniel Shields'],A young girl moves to Hollywood against her father's wishes in hopes of becoming a famous actress. Will she finally gain his support?,--,FantasyLand
25,--,['Pau Domingo'],DESCONOCIDO,,--,El Barber
26,6.5,['Noémie Merlant'],['Noémie Merlant'],"While trying to save her family from a return to the street, Shakira, a young gypsy woman, meets Marius, a member of a robber gang.",--,Shakira
27,--,DESCONOCIDO,DESCONOCIDO,A desperate man goes to church to confess himself and ask for help from a priest. From their conversation will spring unexpected events.,--,Confession
28,--,['Eric Ogden'],['Eric Ogden'],"When her distressed younger sister isolates herself in a secluded motel, Caitlin takes it upon herself to do an intervention. But as day turns to night and her sister's paranoia takes hold, the world she describes to Caitlin begins to seem almost plausible.",--,Motel
29,--,['Anthony Lucido'],['Anthony Lucido'],"Over the course of a tense weekend, a young man tries to reclaim power over his guardian and stalkers.",--,Tender
30,--,['Andrés Cámara'],"['Emma Aguirre', 'Andrés Cámara']","A basketball player is in the final. He suffers an accident, from that moment he will change his life, he will have to start from scratch. She and her grandmother will have to deal with several experiences, how will it affect their lives? what would you do?",--,Partir de cero
31,--,['Gerard Corporon'],['Gerard Corporon'],,--,Cheyenne
32,--,['Elisabeth Seth Rippe'],['Angelika Roberts'],"A successful bussines woman living in New York decides to go back to her home country Sweden after many years, to support her best friend who is newly divorced. They make a trip together to a magical place where they meet odd people that changes their lives forever.",--,Greta's Bed & Breakfast
33,--,['Hayden Hayes'],['Hayden Hayes'],"Set in one room, three friends are packing up their close friends house; they must have it cleared by week's end. One friend hasn't shown up yet; He arrives, late, and the others start asking questions he's reluctant to answer.",--,Stay For The Weak
34,--,['Jess Taylor'],DESCONOCIDO,A college student struggles with social anxiety at a causal dorm gathering.,--,Anxiety
35,--,['Michael Wolfe'],['Michael Wolfe'],,--,The Theology of Friendship
36,--,['Michael Thomas Griffin'],['Michael Thomas Griffin'],A lonely botanist is freed from misery after the blossoming of a mysterious flower.,--,Memoria
37,--,['Jason Linere-White'],['Jason Linere-White'],A zombie apocalypse told by three different groups of people.,--,It Could Be Worse
38,--,['Brendan Prost'],['Brendan Prost'],"At a moment of mutual desperation, two restless souls in different cities match online and decide to meet up at a point of compromise. When they come face-to-face in the small town of Bellingham, they fail to connect, and are left to wander the coastline-- basking in the luminosity of their shared despair.",--,Bellingham
39,--,['Ganesh Davuluri'],"['Gunjan Kuthiala', 'Manisha Sri']",,--,NRI Story
40,7.2,['Melissa Anastasi'],['Melissa Anastasi'],A neglected 11-year-old girl steals from pregnant women at the local swimming pool.,--,Chlorine
41,--,DESCONOCIDO,['Ana Atanassova'],"In a remote village in Bulgaria a German teenager with a rare bone disease finds hope and courage in the unlikely friendship with a sleepwalking kid. When Stefan is dragged by his father to the mountains to hike and heal, his apathy is challenged by a haunting melody he hears one night.",--,Freaky Forest
42,--,['George Salcedo'],"['George Salcedo', 'Andrew A. Smith']",The story follows Ryan Dean West as he remembers past events in his journey of high school.,--,Winger
43,7.9,['Ellen Marmol'],"['Dani Fiondella', 'Alex McFry']","Inspired by true events that took place in White Plains, Alabama in 1959, Viola tells the story of Viola Hyatt and the night her life changed forever.",--,Viola
44,--,['Doris Tääker'],['Tom Butcher Cury'],A lonely teenager fakes her first menstruation to fit in with her same-age peers in a secluded women-only community.,--,Andros
45,--,DESCONOCIDO,['Amanda Michelle Tenney'],"To protect her heart, Sophie is determined to cut ties with the womanizing man she has come to fall in love with, as she can no longer take being one of many.",--,Delicious Poison
46,--,['Pedro Tamames'],['Pedro Tamames'],A girl spends her time eavesdropping on a young couple whose relationship is falling apart.,--,Leaves
