,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,7.1,['Lee Phongsavanh'],['Lee Phongsavanh'],"A country girl comes to the city in search of her father, but secrets and mysteries will force her to re-evaluate when a family needs to stay together and when it needs to let go.",1h 39m,The Signal
1,--,['Nazareth Vega'],DESCONOCIDO,"Daniel is a high school senior who dreams of being a musician, but after not being selected in a talent casting, his world falls apart. One day Daniel decides to run away from his house, beginning a journey towards a hostile world.",--,Revolución
2,--,['Emmanuel Eyaba'],"['Bella Ike', 'Gabriel Odigiri']",,--,Legacy
3,--,['Onyebuchi Stephen'],DESCONOCIDO,,--,Small World
4,--,['Charles Uwagbai'],DESCONOCIDO,,--,The Thorn
5,--,['Bhagat Singh'],"['Parveen Saini', 'Bhagat Singh']","After their families oppose marriage due to caste differences, Rohit and Priya spend the next couple of days in despair wondering about the uncertain future of their relationship.",--,8 Years
6,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt27125641
7,7.1,['Alvin Elmore'],['Bo Deal'],"Two young best friends from the hood are faced with challenges growing up, that lead to difficult decisions later in life.",1h 15m,And Just Like Dat
8,--,['Raj Irani'],['Sanjiv Kolte'],,--,Tejaswini (Marathi)
9,6.8,['Jerónimo Atehortúa Arteaga'],"['Jerónimo Atehortúa Arteaga', 'Juan Sebastián Mora Baquero', 'Luis Ospina']","The historical frames of Colombian silent films serve, once recovered and re-edited, to tell a new fictional narrative: the impossible romance between Efrain and Alicia.",1h 18m,Mudos testigos
10,9.8,DESCONOCIDO,['Sam Houston'],A troubled felon has to face the harsh realities that he may be the cause of his brothers death.,1h 48m,Black America
11,--,['Raj Irani'],DESCONOCIDO,,--,Jyoti
12,--,['Nate Shapiro'],"['Harry Pound', 'Nate Shapiro']","A romance-thriller about a linguistics student who is unsure of a direction to take his research. After stumbling upon a young woman and offering her a chance to be one of his test subjects, the two begin an obsessive relationship.",2h,The Sound of Your Voice
13,5.0,['Paphangkorn Punchantarak'],DESCONOCIDO,Follows how a man with very uncommon genetics and a half-demon woman fall in love.,2h 10m,Sang Krasue 2
14,6.6,['Mandeep Benipal'],"['Shree Brar', 'Samson', 'Gurpreet Sehji']","Brar Group and Khaiwal Group are rivals in the gambling market. When Brar is murdered, Arjun, who is Brar's right hand, is accused of murdering him. Writer Poras wants to dig up the truth about the murder to complete his novel.",2h 5m,Yaaran Da Rutbaa
15,--,['Boudy Sfeir'],"['Azdachir Jalal Ahmad', 'Patrick Chemali', 'Boudy Sfeir']","After the August 4th Beirut port explosion, a judicial reform brings about the first trial by jury in Lebanon where 12 citizens are about to decide the fate of an illegal Syrian refugee accused of brutally killing a social activist known for helping the damaged community after the blast. Will they be able to put aside their old beliefs and prejudices to offer an impar... Read all",--,Tnaash
16,--,['Zuber K. Khan'],DESCONOCIDO,"The romantic action drama witness the journey of love ,relation ,fate and revenge . The war between power and Fearless convictional fight of a common man who lost his younger brother and wife in one go !.",--,Pyar Mei Qurban
17,6.8,['Sebastian Brauneis'],"['Sebastian Brauneis', 'Helmut Emersberger']","Precarity meets high snobiety against the backdrop of the Austrian housing market, guided by karma, fate, and financial possibilities, and engineered by a pseudo-bourgeois con man and a rich but desolate girlfriend.",1h 34m,Die Vermieterin
18,9.0,['Satish P Babu'],['Satish P Babu'],"Three protagonists named Lakshmi, Sharmina and Shaji .while Lakshmi, a mother of a six year old girl, seeking a groom, meets Shaji from Facebook and goes for a Date.",1h 35m,Laala
19,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt27131355
20,--,['Shang Jung Wu'],['Shang Jung Wu'],"In a divided country, there are two generals from different factions. After they died on the battlefield, they were investigated in heaven, only to realize the real winners are not ""heroes"" but ""puppets""",--,Heroes and Puppets
21,--,['Hans Broich'],"['Louis Paul Boon', 'Hans Broich']","The story of a love triangle between husband, wife, and servant, whereby their contradictory interpretations of events as well as references to the film shooting generate a multitude of perspectives and ""truths.""",1h 11m,Menuett
22,--,DESCONOCIDO,['Bo Simmons'],,1h 45m,Win for Losing
23,8.7,['Roderick Lindayag'],"['Roderick Lindayag', 'Afi Africa', 'Maia Corrine Besmar']","Greg is married to Cindy-- the epitome of a successful woman. She seems to have everything in her life except for one thing-an, equally successful husband. Cindy decides to call it quits with Greg, demanding an annulment. Greg tries to prevent it from happening but to no avail, Cindy doesn't want to hear any apology anymore. To clear his mind, Greg rides all the way t... Read all",1h 51m,Kunwari... Mahal kita
24,--,['Kizito Samuel Saviour'],['Josephine Kabahuma'],"Nkwanzi finds herself pregnant with no idea of how it happened, not wanting to believe it's the holy spirit, she embarks on a self discovery journey that changes her life in unexpected ways.",1h 30m,Nkwanzi's Slip
25,--,DESCONOCIDO,['Quentin Lewis'],"Based of Euripide's Greek tragedy Medea, the movie tells the story of Medea who is abandoned by her husband, Jason. The jilted Medea plans to avenge this infidelity.",--,Medea
26,7.1,['Kakarla Srinivasu'],['Hiranmaye Kalyan'],"A day before her wedding when Meera goes to pick up her outfits, she gets a call from the Hyderabad police station regarding an inquiry concerning her ex's suicide. Is Meera really the one who did this? Will she make it to her wedding?",1h 33m,Hello Meera
27,--,['Okey Ifeanyi'],"['Agu Gift Ihuoma', 'Eddie Watson']",,1h 59m,What the Heart Can Take
28,6.3,['Andrey Kravchuk'],"['Anton Cherenkov', 'Andrey Kravchuk', 'Andrey Rubanov']","After the death of Peter the Great, the era of palace coups begins - a time of intrigue and a struggle for power. Little Elizabeth already knows that the world is not a wish-granting factory. She is not destined to become the queen of France, because after the death of Peter I, Louis XV breaks all past agreements. And for the throne of the Russian Empire there is a re... Read all",1h 50m,Imperatritsy
