,Genero,Tipo,Título,Año de estreno,Mes de estreno,ID
0,Drama,Short,Hustle,2012,,tt10042000
1,Drama,Short,La sera prima,2012,2.0,tt10048686
2,Drama,Short,In the Mirror,2012,7.0,tt10055924
3,Drama,Short,Burbujas,2012,5.0,tt10071126
4,Drama,Short,Engle hører til i himlen,2012,,tt10066684
5,Drama,Short,Never Do Harm,2012,4.0,tt10075430
6,Drama,Short,Pick Your Dream,2012,,tt10075372
7,Drama,Short,A Timely Anniversary,2012,12.0,tt10079410
8,Drama,Short,Belle comme le jour,2012,,tt10082444
9,Drama,Short,Là-Bas,2012,,tt10092534
10,Drama,Short,"Roscoe, Lowlands",2012,6.0,tt10097414
11,Drama,Short,Littekens,2012,9.0,tt10107454
12,Drama,Short,Silencio,2012,12.0,tt10117024
13,Drama,Short,La Culpa es del Calzón,2012,1.0,tt10118644
14,Drama,Short,Stut,2012,9.0,tt10117908
15,Drama,Short,À trois sur Marianne,2012,,tt10178062
16,Drama,Short,Taggers,2012,10.0,tt10184196
17,Drama,Short,Aquém das Nuvens,2012,,tt10184392
18,Drama,Short,Chicken on Wire,2012,11.0,tt10197596
19,Drama,Short,When Angels Cry,2012,1.0,tt10220486
20,Drama,Short,Umut (Hope),2012,9.0,tt10225394
21,Drama,Short,Sang Froid,2012,,tt10239934
22,Drama,Short,Nowhere,2012,8.0,tt10241796
23,Drama,Short,And the Winner Is,2012,,tt10260890
24,Drama,Short,Reflection,2012,4.0,tt10265636
25,Drama,Short,A Game of Sport,2012,6.0,tt10267670
26,Drama,Short,Harvey Clambake's Akira Remake,2012,3.0,tt10279814
27,Drama,Short,Sensorium Tests,2012,1.0,tt10282768
28,Drama,Short,The 13: Fall,2012,8.0,tt10287856
29,Drama,Short,Shadow of the Staircases,2012,11.0,tt10299870
30,Drama,Short,The Big Sleep,2012,5.0,tt10302198
31,Drama,Short,Last Day of the Year,2012,5.0,tt10306656
32,Drama,Short,When It Rains,2012,6.0,tt10306354
33,Drama,Short,The Bulb Changer,2012,6.0,tt10309542
34,Drama,Short,Away from Growing Up,2012,5.0,tt10310066
35,Drama,Short,The Splinter,2012,,tt10372256
36,Drama,Short,Walls,2012,,tt10392396
37,Drama,Short,Zakaraia,2012,,tt10410540
38,Drama,Short,Lust,2012,3.0,tt10417626
39,Drama,Short,A Parte Essencial,2012,,tt10423558
40,Drama,Short,The Grieving Widow,2012,,tt10432154
41,Drama,Short,Piedras al río,2012,11.0,tt10431296
42,Drama,Short,Querida,2012,11.0,tt10456794
43,Drama,Short,London Town South,2012,,tt10498030
44,Drama,Short,The Painter Marcell,2012,,tt10498092
45,Drama,Short,The Art of Silence,2012,,tt10498068
