,Genero,Tipo,Título,Año de estreno,Mes de estreno,ID
0,Drama,Short,In absentia,2013,4.0,tt0431830
1,Drama,Short,Limbo,2013,5.0,tt10003826
2,Drama,Short,Kéhila,2013,6.0,tt10010824
3,Drama,Short,Madres,2013,3.0,tt10011202
4,Drama,Short,Alexander III,2013,11.0,tt10020608
5,Drama,Short,It's Not a Romantic Flower,2013,,tt10028454
6,Drama,Short,Domedagsprofeterna,2013,,tt10035266
7,Drama,Short,A Cup of Turkish Coffee,2013,11.0,tt10039550
8,Drama,Short,Finir en beauté,2013,10.0,tt10049384
9,Drama,Short,Bout Dat Life,2013,1.0,tt10061714
10,Drama,Short,Tambatajá de Marrí,2013,12.0,tt10071410
11,Drama,Short,Discard,2013,1.0,tt10075480
12,Drama,Short,Il più bel giorno della mia vita,2013,12.0,tt10075664
13,Drama,Short,Heaven Diary,2013,,tt10075240
14,Drama,Short,Pestilence Compilation,2013,10.0,tt10112016
15,Drama,Short,Prinses,2013,8.0,tt10127578
16,Drama,Short,Bloedson,2013,8.0,tt10127532
17,Drama,Short,Die Beleefnis,2013,8.0,tt10127504
18,Drama,Short,Bullets Oor Bishop Lavis,2013,8.0,tt10127554
19,Drama,Short,Vashou-ding,2013,9.0,tt10127752
20,Drama,Short,The Redhaired,2013,1.0,tt10138378
21,Drama,Short,Main Tamanna,2013,1.0,tt10138960
22,Drama,Short,En la boca del tiempo,2013,12.0,tt10142388
23,Drama,Short,Suburban Goth,2013,,tt10152864
24,Drama,Short,Vrek,2013,9.0,tt10158740
25,Drama,Short,An End to My Story,2013,,tt10183534
26,Drama,Short,Lend your leg,2013,3.0,tt10193472
27,Drama,Short,Prick of Conscience,2013,11.0,tt10197752
28,Drama,Short,Nympho,2013,7.0,tt10217914
29,Drama,Short,Down Side Up,2013,,tt10250746
30,Drama,Short,Maiko,2013,,tt10252756
31,Drama,Short,Mia madre faceva la pittrice,2013,4.0,tt10260066
32,Drama,Short,Penguins at North Pole,2013,10.0,tt10262578
33,Drama,Short,Fleshly Meat Pies,2013,5.0,tt10265936
34,Drama,Short,"I, For Rent",2013,5.0,tt10267156
35,Drama,Short,Maiko,2013,,tt10269146
36,Drama,Short,The Silent Cry,2013,10.0,tt10283188
37,Drama,Short,Crow's Nest,2013,3.0,tt10318476
38,Drama,Short,Specchi riflessi,2013,2.0,tt10324452
39,Drama,Short,Define Intolerance,2013,2.0,tt10345932
40,Drama,Short,Boys Band Theorie,2013,,tt10350948
41,Drama,Short,Cutout,2013,,tt10359074
42,Drama,Short,Difference,2013,7.0,tt10370028
43,Drama,Short,Nameless,2013,6.0,tt10375068
