,Genero,Tipo,Título,Año de estreno,Mes de estreno,ID
0,Drama,Movie,I Viceré,2007,11.0,tt0196186
1,Drama,Movie,Hermano,2007,2.0,tt0206806
2,Drama,Movie,Awake,2007,9.0,tt0211933
3,Drama,Movie,Partition,2007,2.0,tt0213985
4,Drama,Movie,Death and Taxis,2007,5.0,tt0218140
5,Drama,Movie,Terra Sonâmbula,2007,5.0,tt0242029
6,Drama,Movie,Hitler Meets Christ,2007,3.0,tt0243649
7,Drama,Movie,Brooklyn Rules,2007,5.0,tt0283503
8,Drama,Movie,Universal Groove,2007,12.0,tt0287075
9,Drama,Movie,Before the Devil Knows You're Dead,2007,4.0,tt0292963
10,Drama,Movie,The Stonecutter,2007,7.0,tt0299160
11,Drama,Movie,Along the Way,2007,10.0,tt0306947
12,Drama,Movie,Romantik,2007,3.0,tt0314589
13,Drama,Movie,Rising Shores,2007,,tt0314579
14,Drama,Movie,Die Unerzogenen,2007,12.0,tt0315236
15,Drama,Movie,Cuando ella saltó,2007,11.0,tt0318379
16,Drama,Movie,La loma... no todo es lo que aparenta,2007,2.0,tt0323099
17,Drama,Movie,La peli,2007,5.0,tt0323609
18,Drama,Movie,Bala perdida,2007,11.0,tt0326749
19,Drama,Movie,Broke Sky,2007,3.0,tt0337899
20,Drama,Movie,The Last New Yorker,2007,2.0,tt0338187
21,Drama,Movie,Lucky You,2007,5.0,tt0338216
22,Drama,Movie,Machine,2007,3.0,tt0345601
23,Drama,Movie,Fighting Words,2007,3.0,tt0354578
24,Drama,Movie,Regresados,2007,3.0,tt0362080
25,Drama,Movie,Susan Hero,2007,4.0,tt0362209
26,Drama,Movie,Light and the Sufferer,2007,9.0,tt0362822
27,Drama,Movie,Stompin',2007,,tt0362691
28,Drama,Movie,Playas Ball,2007,12.0,tt0368151
29,Drama,Movie,I'm Not There,2007,3.0,tt0368794
30,Drama,Movie,Hannibal Rising,2007,3.0,tt0367959
31,Drama,Movie,The Devil's Muse,2007,,tt0372005
32,Drama,Movie,AFR,2007,4.0,tt0369878
33,Drama,Movie,D-War,2007,8.0,tt0372873
34,Drama,Movie,Crossing,2007,1.0,tt0370433
35,Drama,Movie,32A,2007,8.0,tt0370242
36,Drama,Movie,Beyond Baklava: The Fairy Tale Story of Sylvia's Baklava,2007,9.0,tt0371407
37,Drama,Movie,Red Is the Color of,2007,9.0,tt0373263
38,Drama,Movie,Savage Grace,2007,8.0,tt0379976
39,Drama,Movie,Melech Shel Kabzanim,2007,9.0,tt0378345
40,Drama,Movie,Battle for Finland: Tali-Ihantala 1944,2007,12.0,tt0378848
41,Drama,Movie,Tijuana Makes Me Happy,2007,1.0,tt0381704
42,Drama,Movie,3:10 to Yuma,2007,9.0,tt0381849
43,Drama,Movie,For Pete's Wake!,2007,12.0,tt0382036
44,Drama,Movie,Dolina,2007,10.0,tt0383064
45,Drama,Movie,Black August,2007,8.0,tt0383929
46,Drama,Movie,Bell Witch: The Movie,2007,9.0,tt0385543
47,Drama,Movie,Santouri,2007,2.0,tt0385277
48,Drama,Movie,13 French Street,2007,11.0,tt0385488
49,Drama,Movie,Sicko,2007,11.0,tt0386032
50,Drama,Movie,What We Do Is Secret,2007,8.0,tt0384683
51,Drama,Movie,Say It in Russian,2007,9.0,tt0386693
52,Drama,Movie,King of California,2007,9.0,tt0388182
53,Drama,Movie,Bee Movie,2007,12.0,tt0389790
54,Drama,Movie,Go Go Tales,2007,6.0,tt0393329
55,Drama,Movie,Viva,2007,5.0,tt0393956
56,Drama,Movie,Meet the Robinsons,2007,10.0,tt0396555
57,Drama,Movie,Blood and Chocolate,2007,1.0,tt0397044
58,Drama,Movie,Bad Blood,2007,9.0,tt0397907
59,Drama,Movie,Bridge to Terabithia,2007,4.0,tt0398808
60,Drama,Movie,Trade,2007,10.0,tt0399095
