,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,--,['Oxana Yatsenko'],DESCONOCIDO,A young woman comes home early to surprise her boyfriend and ends up getting a bad surprise herself.,2min,Lipstick
1,--,['Aarón Aguilera'],"['Aarón Aguilera', 'Elisabet Sánchez']",,6min,El Cuidador
2,--,['Hessel Evelaar'],['Hessel Evelaar'],A young lawyer (Twan Evelaar) is sent to inform a son (Hessel Evelaar) of his father's accidental death.,4min,Horrible News
3,--,['Zhang Yu'],['Zhang Yu'],,12min,All About a Father's Farewell
4,--,['Austin Scott'],"['Robert Glatzel', 'Alejandro Middleton', 'Austin Scott']",,--,Rabid Bits of Time
5,--,['Nick Jackson'],['Rowan Strang'],"The director's, star's, and original author's commentary on the special re-release of a film provides more insight into their own lives than the movie.",9min,True
6,--,['Patrick B. Rau'],['Patrick B. Rau'],,8min,In the Morning After Dark
7,--,['Jesse Melkert'],DESCONOCIDO,A Guy is digging in his memory and his past to wake up to the reality!,--,Memory
8,--,"['Alexandre Pelletier', 'Louis Meilleur Roy']",DESCONOCIDO,,--,À l'abordage
9,--,['John Palanca'],['John Palanca'],Adrienne visits her family and grows weary of her father's poor health.,13min,Youth & Tradition
10,--,['Sarah-Tabea Sammel'],['Sarah-Tabea Sammel'],,21min,Nursed
11,--,['Bruno M. Viana'],['Bruno M. Viana'],"Valentina, a 14 year old girl, has been dreaming of someone playing the piano in the living room of her house. Everytime she is about to see who is playing, she wakes up. The third straight night, Valentina wakes up a little scared and runs to her mom's room. After a long conversation, she is surprised by an unexpected revelation.",14min,Música para Valentina
12,--,['Silvia G. Argente'],['Silvia G. Argente'],,--,Alergia
13,--,['Sage Godrei'],['Sage Godrei'],,--,Cornucopia
14,--,['Nick Forte III'],['Nick Forte III'],,4min,Disaster
15,--,['Carlos Rodríguez Pasillas'],['Carlos Rodríguez Pasillas'],"In the third world, clowns are born with a white face and a red nose. Mimes manipulate antimatter. And the streets are full of pain and death. The poorest clown in the country is about to discover that his suffering is just beginning.",10min,Vagón: El circo del suicidio
16,--,DESCONOCIDO,DESCONOCIDO,A story about the last man on earth.,5min,Den sista mannen
17,--,['Morten Mørch Pelch'],['Laura Sensberg'],"The Angelmaker, a story about Marie, a young woman, who leaves her home to find her son. She has in good faith delivered the child to the Church in the 18th century Denmark. On her way she meets Thomas, an outlaw with more than one trick up his sleeve and together they unveil the horrible truth about her little boy.",11min,Englemageren
18,"7,1",['Yang Mingming'],['Yang Mingming'],"Ah-Ming and Yueyue are two out-of-work film school grads living in Beijing who decide to turn the camera on each other and make a film about their lives. While it purports to be the true story of two women filming themselves, Female Directors constantly reminds us of the process that has gone into making it. It is a genre-bending, self-aware piece of experimental film... Leer todo",43min,Female Directors
19,--,['Francisco Chanona'],['Francisco Chanona'],,10min,Loners
20,--,['Desmond Palmer'],['Desmond Palmer'],,3min,Just a Friend?
21,--,['Mike Pecci'],DESCONOCIDO,"'Controlled by Rhythm' is a visually stunning look at a man consumed by his art, wounded by his obsession, and consumed with his love for drumming. Playing as a drummer in five indi-rock bands (including Walter Sickert and the Army of Toys), TJ lives life in constant rhythm and deals with the fact that his art may end up destroying what he loves most. The film directe... Leer todo",12min,Controlled by Rhythmn
22,--,['Samuel Gridley'],['Matt Diss'],,--,Take the Long Way Home
23,--,['Ramiro Simon'],['Ramiro Simon'],"Ezequiel es un niño de la calle, solitario y muy debilitado debido a su mala de alimentación. Sin embargo, nada es lo suficientemente fuerte como para robarle a un niño el sueño de tener una familia, aunque sea jugando con estatuas.",16min,Calabazas en la vereda
24,--,['Vivienne Li'],['Vivienne Li'],Six stories of a few Chinese students in Manchester linked together the struggles of being a Chinese student abroad.,33min,Manchester Knot
25,--,['Tahar Houchi'],['Tahar Houchi'],"Jugurtha, an activist in jail, has forbidden Yidir, his eleven-year-old son, to go to school as the lessons are given in a language which is not theirs. But Yidir's grandma decides to overrun Jugurtha's decision and to give Yidir the opportunity to study. But going to school for the first time whereas he is already eleven just terrorizes Yidir...",16min,Yidir
26,--,['Maria Rousiti'],DESCONOCIDO,"Daphne is a twelve year old girl who returns from school to home, which in its own way, experiencing once again the economic crisis through an emotionally charged discussion of her parents.",6min,Daphne
27,--,['Mark Bealo'],"['Augie Augusto', 'Mark Bealo']",,--,Hard to Find
28,--,['Simone Valentini'],['Simone Valentini'],,--,"Dolor, Doloris, Dolore"
29,--,['Farouk Chakwa'],['Farouk Chakwa'],,--,Let Our Fame Be Unheard
30,--,['Christophe Monier'],['Christophe Monier'],,14min,Les Combattants Bleus
31,--,['Roy Cohen'],['Roy Cohen'],"Alice is an abrasive journalist who is fed up with the dull life of field reporting for the Local News. Desperate to advance her career, Alice makes drastic decisions - getting eye lift surgery and interviewing a criminal on the run. When things get out of control, Alice loses something extremely valuable, but ends up getting exactly what she wanted.",8min,Eye Lift
32,--,['Sinal Bou Aram'],['Sinal Bou Aram'],,17min,Stormen
33,--,['Kate Elizebeth Hannam'],['Kate Elizabeth Hannam'],"Three students pick on a quiet student ultimately killing him. The bully (Metusela Toso), gets haunted by boys spirit and runs him mad. (A true detective (Prashanth Gunasekaran), tries everything to solve the case, gets to involved and eventually killing the bully by accident.",15min,Karma: NZ
34,--,['Pablo Barbato'],"['Natalia Andrés', 'Pablo Barbato']",,21min,Ascensione
35,--,['TJ Marchbank'],DESCONOCIDO,"A fan returns home from seeing the midnight showing of 'The Dark Knight Rises' and hearing about the events in Aurora, CO, so he sits down and writes a letter to the shooter.",7min,7/20/12
36,--,DESCONOCIDO,DESCONOCIDO,"Xiao Wu, a real estate agent, receives an unexpected call.",4min,Xiao Wu
37,--,['Joseph Bevacqua'],['Joseph Bevacqua'],A boy's relationship with an old man changes after an incident.,15min,It Goes Something Like This
38,--,['Jungmi Oh'],DESCONOCIDO,"One leisurely day, a mother gets a call from someone and starts to dress herself and her daughter up to go out. But the daughter wants to stay home, so she locks herself in the restroom. On getting the sleeping daughter out, the mother hears a ring at the door. Now what is she going to do?",10min,Fitting Room
39,--,['Jamila Glass'],['Jamila Glass'],A day in the life of a young couple who experience the power and beauty of love between each other and among friends.,--,Love on a Sunday Afternoon
40,--,['Karim Fakih'],"['Karim Classy', 'Lavin Eskandar', 'Shwan Nazar']",,5min,Suga Kuk 2
41,--,['Karim Fakih'],"['Karim Classy', 'Lavin Eskandar', 'Shwan Nazar']",,6min,Suga Kuk
42,--,['Karim Fakih'],['Karim Classy'],,5min,Christmas and Me
43,--,['Sathish Chandrasekaran'],['Sathish Chandrasekaran'],,12min,"Sathish Chandrasekaran B.E, MBA"
44,--,['Brad Sample'],"['Gianlorenzo Albertini', 'Nicole Katzew']",Two rock band members are willing to sacrifice their friendship for the sake of fame.,--,The Band
45,--,['Christian A. Manzi'],"['Christian A. Manzi', 'Annarose Settepani']",,9min,"Yes, I'm Gary"
46,--,['Brandon Osterman'],['Brandon Osterman'],"Mikey lost his big brother to the war over the winter. When he returns to the camp where he and his brother used to spend their summers, he finds a surprise treasure map left for him by his brother. He and his friends' ensuing treasure hunt will teach Mikey the meaning of love and hope in the face of tragedy.",8min,Camp Chippewa
47,--,['Allen Roulston'],['Jo Roulston'],,--,World Peace
48,--,['Nicholas Jones'],['Nicholas Jones'],,10min,A Breath in the Wind
49,--,['Paul Bestolarides'],['Paul Bestolarides'],"In a dystopian future, a sister must find a cure for her younger sister's illness after the catastrophic ""Event,"" which caused people to miraculously live forever (but still feel pain).",9min,Waiting in Eternity
50,--,['Stephanie Manrique'],['Stephanie Manrique'],,24min,4 Noviembre 1990
51,--,['Ana Paoli'],['Pablo Castellano'],,10min,Love Is Like a Cigarette
52,--,['Alexander Taylor'],['Eric Risher'],"IN WITH THE NEW centers on Sarah, a recently divorced mother who finds her life lacking the stability she expected. There is no shortage of troubles; a stubborn mother, nosy coworkers, and adjusting to joint-custody has not made life easy. At least she has Kris, her new female partner, who provides much-needed comfort, not to mention some artistic flair. But when Sara... Leer todo",--,In with the New
53,--,['Rafi Mannar'],['Sindhu Mannar'],Akam Porul is a thrillar Malayalam documentary . It was directed by Rafi Mannar. Actress Sona Nair makes a dubut role in this Movie. The Documentary discuss the students undergoing the drug addic. The story and Songs are written by Sindhu. Akhil G Krishnan is the main Editor in this Documentary. The movie is release in 2012.,--,Akam Porul
54,--,['Tracey Rigney'],DESCONOCIDO,"As a beggar living on the street, Ted exchanges jokes for spare change. The complexities of his life are laid bare in this stunning short film.",11min,Abalone
55,--,"['Goran Joksic', 'Marko Stankovic']",['Goran Joksic'],,--,Zid
56,--,['Joel Filipe Duarte'],['Joel Filipe Duarte'],,7min,Até ao Fim
57,--,['Kaleem Rajput'],['Irfan Ahmed Urfi'],How does life go on after a loved one is taken away due to bomb blasts? How does the family find strength to move on? Can they ever truly move on?,--,Shanakhat
58,--,['Natalia Korzanova'],DESCONOCIDO,The solitude makes the man go outside into the desert to look for something he has forgotten. Hopeless sailor is looking for the lost sea but he does not notice that he is losing the woman. The sea he has found at last turns out to be an illusion.,7min,Delusion
59,--,['Raphael Araújo'],DESCONOCIDO,,16min,Confinópolis
60,--,['Carlton Young'],DESCONOCIDO,,7min,Survival
61,--,['Lucas Calmon'],"['Isadora Boschiroli', 'Lucas Calmon']",,--,O Cara que Sangra
