,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,"6,6",['Qasim Basir'],['Qasim Basir'],"Amid a strict Muslim rearing and a social life he's never had, Tariq enters college confused. New peers, family and mentors help him find his place, but the 9-11 attacks force him to face his past and make the biggest decisions of his life.",1h 34min,Mooz-Lum
1,"6,4",['Belinda Chayko'],['Belinda Chayko'],"A tender story about 11-year old Lou and her befuddled grandfather. After her father walks out and grandfather Doyle comes to stay, Lou discovers the healing power of love.",1h 26min,Lou
2,"5,1",['Xavier de Choudens'],['Xavier de Choudens'],"Joseph goes out of jail where robberies got him locked up for 20 years. He goes to live in the house of his ex-cell mate who died in prison and left behind his daughter, Julie, as young and beautiful as she is swindler and provocative. Soon Joseph wants for one last time to do the thing he knows best: a spectacular casino robbery. Julie in search of a father figure ac... Leer todo",1h 26min,Joseph et la fille
3,"4,3",DESCONOCIDO,DESCONOCIDO,A film about revenge and redemption.,1h 33min,Sixgun
4,"6,9",['Ram Gopal Varma'],DESCONOCIDO,The revered chief of a news agency tries to maintain journalistic integrity as his bureau and a rival agency vie for viewers following a terrorist attack.,2h 17min,Rann
5,"6,5",['Mathieu Amalric'],DESCONOCIDO,"With a group of American strip-tease performers, the veteran impresario Joachim attempts to make his comeback touring a Burlesque show around France. But once on tour, Joachim has to keep his wits if he wants to be paid.",1h 51min,Tournée
6,"6,8",['Chris Kraus'],"['Chris Kraus', 'Oda Schaefer']","In the summer of 1914, thirteen-year-old Oda von Siering (Paula Beer) leaves Berlin to join her family and an assortment of German and Russian aristocrats on an estate in Estonia. The von Siering family home is a character in its own right, a hulking, neoclassical manor that hovers on stilts above the sea. Oda arrives there bearing her mother's coffin and a gift reque... Leer todo",2h 9min,Poll
7,"6,7",['Hong Sang-soo'],['Hong Sang-soo'],"Two friends, while having drinks together, share their memories of visiting the seaside resort of Tongyeong.",1h 55min,Hahaha
8,--,['Hirav Trivedi'],DESCONOCIDO,,--,Mohan Na Monkiz
9,--,['Nitin Kamble'],"['Nitin Kamble', 'Manoj Yerunkar']",,--,Chandrakala
10,"4,1",['Jay Anania'],['Jay Anania'],A man returns to New York after years in exile to save the girl he loves.,1h 40min,William Vincent
11,--,['Jordi Cadena'],['Jordi Cadena'],,--,Los pasos perdidos
12,"6,3",['Oliver Kienle'],['Oliver Kienle'],"Fresh out of juvenile prison, Tommy has sworn off the drugs. But when the going gets tough, the only support he finds is from his best friend Sule - who has ""the master plan"": one last drug deal to finance their own auto body shop.",1h 49min,Bis aufs Blut - Brüder auf Bewährung
13,"6,9",['Agustí Villaronga'],"['Emili Teixidor', 'Agustí Villaronga']","Durante los duros años de la postguerra, en una zona rural de Cataluña, un niño llamado Andreu, de familia Republicana, encuentra un día en el bosque los cadáveres de un hombre y su hijo. Las autoridades sospechan de su padre.",1h 48min,Pa negre
14,"6,8",['Dome Karukoski'],['Pekko Pesonen'],"Janne has made a career out of living on welfare; suddenly, his girlfriend gives him an ultimatum: Buy a new digital TV box or she will leave him.",1h 32min,Napapiirin sankarit
