,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,--,['Juan Villegas'],['Juan Villegas'],"Una pareja en un auto, a partir de un cigarrillo, comienza una discusión ridícula. Brota la incomunicación y la falta de sintonía en esta relación de amor. - o de carencia de amor.",6min,2 en 1 auto
1,--,['Ari Gill'],['Ari Gill'],Set in the heart of East London. A young college graduate tries hard to please his family and his best friend but just can't cope with a pretentious lifestyle one should have to succeed. Then one day he accidentally learns about a stolen black briefcase which contains £1.5 million.,15min,The Briefcase
2,--,['Alethea Root'],"[""Ryan O'Connor""]",,7min,Beautiful
3,"6,6",['Raf Reyntjens'],"['Daniel Lambo', 'Raf Reyntjens']","Two enemy soldiers get locked up in a tunnel below the World War I front. Sharing the same fate, they need each other to survive.",20min,Tunnelrat
4,"6,2",['Barry L. Caldwell'],['Mark Garbett'],"When Carol looks into a mirror -- any mirror -- she sees images that horrify and repulse her. She's not a Medium, she's not a Ghost Whisperer, she's a frightened young woman on the edge of madness. Will the handsome stranger who offers to help turn out to be her salvation, or her final vision of terror?",16min,Reflections
5,"7,3",['Graeme Lynch'],"['Mark Lutz', 'Polly Shannon']",,8min,Miranda & Gordon
6,"7,3",['Daphne Lambrinou'],['Daphne Lambrinou'],What do you do when following your dream means closing the door on your past? Melanie must choose between a lifelong love in Greece and a blossoming career in America.,18min,Paperboat
7,"6,3",['Darren J. Butler'],"['Darren J. Butler', 'Ryan Sims']",When is enough...enough? Pyper Blevins has been bullied by Natalie Coleman since she was five years old. Her bullying comes to a climax in their senior year of high school when a tragic event alters their lives forever.,30min,A Fix
8,--,['Babak Gray'],"['Babak Gray', 'Bashô Matsuo']",,8min,Basho
9,"8,2",['Matthew James Clark'],['Pete Fromm'],"Dry rain, or ""Virga"" is a weather related phenomenon that occurs when precipitation evaporates before it hits the ground. It is often visually striking and looks like a torn drape hanging from a cloud giving the appearance that it is raining somewhere in the distance. Adapted from Pete Form's Award winning collection ""Dry Rain Stories"", Dry Rain takes place over the c... Leer todo",23min,Dry Rain
