,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,--,['Dana Brawer'],DESCONOCIDO,A documentary that explores what it means to experience New York City.,4min,A Walk
1,"6,1",['Dylan Cotter'],['Dylan Cotter'],Moira is looking for love. Love doesn't even know he's missing.,6min,Washed Up Love
2,--,['Cait Davis'],['Cait Davis'],A woman finds her way through darkness and sheds light upon a hidden secret.,4min,The Astral Woman
3,--,['Joshua Nelson'],['Joshua Nelson'],5 High School teenagers are brought together to confront the girl they have been bullying and tormenting throughout the school year in a final attempt to see the error of their ways.,25min,Solitary Animals
4,--,['Laura Klein'],"['Laura Klein', 'Jon Steinhorst']","TINSEL explores the idea of appearances - who we are to each other, who we seem to be, who we'd like to be, who we're supposed to be.",14min,Tinsel
5,"8,1",['Daniel Zagayer'],"['Adam Aseraf', 'Hunter Cope']","Darren lives a selfish egotistical life. But after his best friend Brian takes a bullet for him outside a local bar, Darren must overcome a dark karmic energy that haunts his life after the freak accident. Will Darren learn the true value of good friends and solid relationships? Or will he meet his demise, in this dark coming of age Dramedy from the Los Angeles West V... Leer todo",23min,Took a Bullet
6,--,['Sara Grimaldi'],DESCONOCIDO,,6min,Automne
7,"6,5","['Tim Arts', 'Jeroen Houben', 'Stefan van den Boogaard']","['Tim Arts', 'Jeroen Houben', 'Stefan van den Boogaard']","Advertisements usually display unruffled domestic happiness. But, as we will see in Page 23, this world looks too good to be true. Behind the beaming smile of fashion models loom adultery and the stifling daily routine.",5min,Page 23
8,--,['Adrian Replanski'],DESCONOCIDO,"An old superstition breeds fears and unrest in a Cuban family when a son returns home one night, after a clandestine and unsuccessful attempt to leave the country.",30min,Retrato del joven náufrago
9,--,['Alex Meader'],['Alex Meader'],"Love, Salvador is a surreal drama which tells the story of Salvador a young man who is writing a letter to a mother he never knew. In the letter he tells her of his recurring dreams of her in a ghostly carnival where he is chasing her through the lights and sounds of his memories. As the letter continues, the line between reality and dream becomes blurred as Salvador ... Leer todo",5min,"Love, Salvador"
10,--,"['Raphaël Devillers', 'Dimitri Stolbowsky']","['Raphaël Devillers', 'Dimitri Stolbowsky']",,15min,Four Lane Road
11,--,['Thorid Zänker'],"['Thomas Kluge', 'Thorid Zänker']","Life. Love. No serious relationships. But what to do, if your new lover is threatened by deportation? Marriage has never been a true solution. Until now. Suddenly the immigration authorities show up to investigate whether the marriage between the two is a sham..",28min,Bis ans Ende eurer Tage
12,"5,5",['Lauren Taylor Small'],['Lauren Taylor Small'],"Get whisked away into the dream-like fantasy of Grand Escape. Charlie's young love, Sarah, is taken away from him in the whimsical forest as children. It isn't until he is a young man that he stumbles upon a run-down circus tent in the middle of the trees. Little does he know that what lies behind those velvet curtains is the young Sarah that he though he lost so many... Leer todo",18min,Grand Escape
13,--,['Crisanto Fuego'],DESCONOCIDO,"On the day of their wedding, an American husband leaves his Filipino wife when he discovers her true state of health.",11min,Broken Vow
14,--,['Margherita Arco'],['Margherita Arco'],Alexis and his friends build a sand castle on a beach. Slowly the tide crawls up and the children have to decide what to do in order to save the sand castle.,5min,Sand Castle
15,--,['Ryan Halasz'],DESCONOCIDO,A man searching for his long lost brother finds out the truth about his past but its far bound his wildest dream.,21min,Project Enigma
16,--,"['Richie Williams II', 'Chris Guy']",['Richie Williams II'],How can bullying affect a teenage students life? What thoughts go through a students mind when everyday they go to school they'll be tormented? The person who might give you those answers is a heartbroken teenager by the name of Austin. After having to move away from his hometown he his left empty handed after his girlfriend leaves him. His troubled begin to worsen as... Leer todo,38min,Sins of Our Hands
17,"6,0",['Luke Sullivan'],['Luke Sullivan'],Lullaby is story of Bobby an 11 year old surviving in the cruel and unforgiving underbelly of London. Bobby's day is spent couriering drugs around for his Mum's boyfriend. His Dad's grave is his only escape from his life. Until a tragic accident offers Bobby a chance of redemption.,15min,Lullaby
18,--,['Sebastian Delon'],DESCONOCIDO,"A journey through these little universes within the minds of a group of kids with disabilities (Down syndrome, autism, etc.). A reflection on how they face and see the world. A world dominated by rules they do not understand, because in his world, in those universes, there is only love and creation, joy and friendship.",20min,En esos universos
19,--,['Tom Wadlow'],['Tommy Draper'],"From love and lust, to divorce and hatred; the film is full of emotion and contains lots of funny tweaks.",27min,Shelf Stackers
20,"6,6",['Houda Benyamina'],"['Houda Benyamina', 'Malik Rumeau']",,43min,Sur la route du paradis
21,--,['Francisco Campos-Lopez'],"['Francisco Campos-Lopez', 'Greg Hess']","No matter how fast the times goes, the patience of an old paleontologist will go undetected at least the finds something special.",5min,The Tracer
