,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,"7,7",['Frankie J. Mosca'],DESCONOCIDO,"Awakening from a near fatal overdose, Chris embraces a second chance at life. Required to enroll into a 12-Step Program, and mandated to state psychiatrist appointments, Chris is forced to revisit his chaotic past; a history that revolves around his friend Ande and her autistic brother Frankie. Follow Chris as his past and present converge revealing a deranged cocktai... Leer todo",1h 39min,This Wretched Life
1,"7,2",['Douglas A. Raine'],"['Jimmy Lifton', 'Paulette Victor Lifton', 'Virginia Perfili']",,--,Blind Sided
2,"5,8",['Jerome Elston Scott'],['Jerome Elston Scott'],"Nick Anderson, Kevin Daniels, and Tracey Green do everything together. They are the best of friends, and yet they couldn't be more different. Neighbors from adolescence, they finish each other's thoughts and sentences, joys and pains, happiness and tears. Using Nick's house as their own members only clubhouse, they escape into their own world of contentment. Yet the i... Leer todo",1h 38min,Anderson's Cross
3,"7,7","['Nathan Greno', 'Byron Howard']","['Dan Fogelman', 'Jacob Grimm', 'Wilhelm Grimm']","La joven Rapunzel, de pelo largo y mágico, ha pasado toda su vida en una torre, pero ahora que un ladrón fugitivo ha tropezado con ella, está a punto de descubrir el mundo por primera vez, y quién es en realidad.",1h 40min,Enredados
4,"4,0",['Demian Lichtenstein'],['Eddie Guerra'],"When three Vegas buddies attempt the score of a lifetime, they have to walk a fine line between their girlfriends who want their heads, and the mobsters who want them dead.",1h 35min,Venus & Vegas
5,"5,9",['Jay Roach'],"['David Guion', 'Michael Handelman', 'Francis Veber']",Un grupo de personas se reúne periódicamente para cenar acompañados de la persona más idiota que conozcan.,1h 54min,La cena
6,"8,3",['Lee Unkrich'],DESCONOCIDO,"Los juguetes terminan por error en una guardería en lugar del ático de Andy, justo antes que este se vaya a la universidad. Ahora dependerá de Woody convencer a los otros juguetes de que no fueron abandonados y regresar a casa.",1h 43min,Toy Story 3
7,"4,0",['Michael Booth'],['Jonathan Williams'],"Frustrated filmmaker, Barry Lick, and a crew of film school wannabees, attempt to make a documentary about a local businessman who he believes is involved in property rackets, prostitution, pornography and drugs.",1h 32min,Diary of a Bad Lad
8,"7,6",['Edgar Wright'],"['Michael Bacall', 'Edgar Wright', ""Bryan Lee O'Malley""]",Scott Pilgrim debe derrotar a los malévolos siete ex novios de su nueva novia para ganar su corazón.,1h 52min,Scott Pilgrim contra el mundo
9,"6,5",['Laura Casabe'],"['Laura Casabe', 'Tomas Wortley']","In a popular auction that matches the sinister and colorful of a circus of phenomena, a couple adopts children in exchange for their belongings. The children there acquired, usually mutilated, are in their new home in order to prepare for access to the Peronist education program taught in only 10 state institutes.",1h 25min,El hada buena - Una fábula peronista
10,"8,0",['John Anton'],"['John Anton', 'Jason Waugh']","As this caper unfolds you will experience cool riffs, tattoos, excessive drug use, brief nudity, extremely strong language, mayhem, murder and a hail of gunfire.",2h 3min,"Guns, Drugs and Dirty Money"
11,"5,5",['Alexandre Aja'],"['Pete Goldfinger', 'Josh Stolberg']",Un terremoto submarino libera a una especie prehistórica de pez carnívoro y un grupo de desconocidos une fuerzas para evitar convertirse en su comida.,1h 28min,Piraña 3D
12,"3,8",['Nestor Miranda'],['Nestor Miranda'],Friends from Queens decide to move into a run down Harlem brownstone ultimately converting it into an illegal youth hostel in order to make ends meet.,1h 21min,Harlem Hostel
