,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,7.7,['Setsawat Thongsrikum'],['Setsawat Thongsrikum'],"A short story based on Covid-19 events in Thailand from ""March 2020 - December 2020"" through the three characters in the short-film.",--,The Life in Covid
1,--,['Terrence Edmonds'],['Terrence Edmonds'],"Astute futures and rainbows are all you can see in Project Dreamland, an iconic kids show starring the oversized puppet Lucid Skye. When the facade deteriorates, Lucid Skye's message that all dreams come true may hold a deeper significance in the lives of the children who share the stage.",--,Project Dreamland
2,7.5,['James Morgan'],['James Morgan'],"A young fossil hunter makes a groundbreaking discovery, challenging the worldview of 19th century England.",--,Sea Dragon
3,--,['Alan Del Castillo'],['Alan Del Castillo'],"Facing the 2020 pandemic alone, Carlo reaches boiling point.",--,Kettling
4,--,['Jose Navas'],"['Jose Navas', 'Allen Poncharoensub']",Suffering from mutism has kept Marcus quiet his entire life. After years of home-schooling Marcus faces his biggest challenge yet - real school. But soon everyone will discover the incredible gift Marcus has been hiding from the world.,--,Beat Lingo
5,--,['Carter Schaeffer'],['Carter Schaeffer'],"Jordan, a lonely, lower-class punk, finds a chance to escape the drudgery of his life through a Battle of The Bands. Through it, Jordan navigates moshing, musicianship, his fantasies of rock stardom, and love for his guitar tutor.",--,Battle of the Bands
6,--,['Fabrizio Cassandro'],['Francesco Ferraris'],"The love story between Max, a street musician, and Agathe, a career woman, in a dystopian future in which words have become a consumer good.",--,Afasia
7,--,['Marie-Louise Damgaard'],['Marie-Louise Damgaard'],In a family where everybody is concerned about her brother's illness - a little girl struggles to find her place,--,"Mommy, Why Is Santa Crying?"
8,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt12267114
9,--,['Dominik Forró'],['Dominik Forró'],A film about a teenager who had trusted his friends more than he should have.,--,Planned out
10,--,['Simon Brandon'],['Simon Brandon'],"A dark, quirky comedy. The year is 2023, lockdown is still with us and the world has run out of fish fingers, or has it?. Slated by the literati for her current not-so best-selling book, reclusive, novelist and collector Evelyn Jackdaw invites her estranged and dysfunctional family to join her during lockdown for much-needed inspiration. The trap is set. The bait...Th... Read all",--,Last Fish Finger in the World
11,--,['Justin Lewis'],"['Nick Hughes', 'Justin Lewis', 'Katie McDonald']","After a horrible break-up, Roman seeks to escape his mundane life for a better one.",--,Riptide
12,--,['Amandine Thomas'],['Amandine Thomas'],"When Sherri gets arrested for shoplifting from work, she needs to find money for legal fees. After a few dead ends, opportunity strikes, and his name is Tom.",--,Cherry Cola
13,--,['Cristina Diez-Madroñero'],['Cristina Diez-Madroñero'],,--,Hay un fuego Verde
14,--,['Erica Goldsmith'],DESCONOCIDO,A sexual assault awareness film.,--,Lack of Consent Has No Dress Code
15,8.7,['Carlos Fernandez Puertolas'],"['Carlos Fernandez Puertolas', 'Jason Spencer Galsworthy']","""Frank and Emmet"" tells the story of two life-long friends and show-business partners who, after weeks of drifting apart, sit together to have a much-needed conversation. Their friendly dialog takes a turn when they address head-on the one thing they've never talked about: One of them is a puppet.",--,Frank & Emmet
16,--,['Connor Chadwick'],['Connor Chadwick'],,--,On the Scene
17,--,['Alec Davis'],['Alec Davis'],Two constantly quarreling sisters in the middle of a cross country road trip self-sabotage their way into getting hopelessly lost in the desolate back roads of rural Pennsylvania.,--,Sisters
18,--,['Herbert Gantner'],['Herbert Gantner'],,--,Die Grenze zur Unendlichkeit
19,--,['Caterina Gabanella'],['Caterina Gabanella'],A young actress is so hurt by unrequited love that she loses her sense of identity. But as a result she can become whomever she wishes to be.,--,Empty Love
20,7.6,['Erica Goldsmith'],DESCONOCIDO,"A young girl having escaped from being trafficked seeks shelter, videotaping herself as a message for her drug-addicted mother with whether or not she could, or should, come back to the life she once knew.",--,Good Girl Gone
21,--,['Caterina Gabanella'],['Caterina Gabanella'],A son proudly builds a new life away from his father's addiction. But then destiny intervenes.,--,Testa o croce
22,8.4,['Theo Lindquist'],"['Theo Lindquist', 'Liyun Yu']",Captured in an unbroken take and one single zoom. A group of friends attending a private party unwittingly become part of a voyeuristic artwork.,--,Private View
23,--,['Shadi Soheili'],['Shadi Soheili'],"Besties Ada, Carmen and Taylor keep each other's sanity in check whilst risking their livelihood through part-time pet play. On a planned visit to a client's home, Ada's out of character behavior causes suspicion between the friends.",--,Respect the Kink
24,--,['Aleisha Gore'],DESCONOCIDO,"A dynamic view of the life of an artist in Los Angeles, expressed through different artists' journeys.",--,"L.A., I Kinda Like You"
25,--,['Andrea Saavedra'],"['Andrea Saavedra', 'Kim Torres']",,--,Náufragos
26,8.2,['Nick Alexander'],"['Nick Alexander', 'Dan Bolland']","Set in the coastal town of Margate, England, this story of family explores what happens when two very different worlds come together",--,Queens
27,--,['Lou Blackmon'],['Nathan Liu'],,--,Xmas by the Pond
28,--,['Shahriar Azim'],['Shahriar Azim'],"Music student Timir barely scrapes by managing a rundown motel in Los Angeles. The poverty he witnesses affects him deeply, challenging him to find a deeper meaning to his music.",--,American Anomie
29,--,['Gianluca Zoppa'],['Gianluca Zoppa'],"The brutality, the cowardly love and the dramatic intertwining of destiny are the elements of a story with a disconcerting ending.",--,Jing
30,--,['Abigail Tay'],['Abigail Tay'],,--,Genesis
31,--,['Shehroze Khan'],"['Shehroze Khan', 'Mohammedally Shushtari']","17-year-old Jordan has grown up his whole life without a father. When his elusive uncle comes to visit for the weekend for the first time in years, the balance that Jordan's mum has strived to maintain at home starts to turn to chaos.",--,Chocolate
32,--,['David A. Malone'],['David A. Malone'],,--,September
33,--,['Georgios Dimitropoulos'],['Georgios Dimitropoulos'],Les Notes is a short cinematic film drama shot on location in Venice. The film tells the story of two lovers on a getaway with this infinite zest for life visiting their special place. Full of passion.. piercing emotions.. exploring.. relishing the moment.. feeding their souls with the energy that is Venice but.. some times the heart escapes the past. Two lovers visi... Read all,--,Les Notes
34,--,['Kristian Repshus'],['Kristian Repshus'],Leo is an insecure non-risk taker who is on daily basis being pushed down and ridiculed by the same group of bullies. Until he meets Annie and everything changes.,--,A Confident Man
35,--,['Youen Leclerc'],DESCONOCIDO,,--,Bonne Journée
36,6.4,['Antoinette Zwirchmayr'],"['Angelika Reitzer', 'Antoinette Zwirchmayr']",,--,Dear Darkness
37,--,['Anngelica-Marie Eshesimua'],['Anngelica-Marie Eshesimua'],Music brings together and tears apart the lives of three people as they fight to better their lives and those around them fight to keep them down.,--,The Broken Key
38,--,['Lilly Hu'],['Lilly Hu'],"After a video of a miscarriage suffered by a student goes viral at her high school, a shocked 16- year-old Chinese girl, Katie, attempts to solve a personal crisis in unfamiliar territory.",--,Cold Wall
39,--,['Kyle Bastin'],['Kyle Bastin'],A daughter writes a song for her mother's birthday.,--,Ivory
40,--,['Starsi Howell'],['Starsi Howell'],"After losing a boxing fight, a young girl must confront her father on her true feelings for the sport",--,Ten Count
41,--,['Nathan Mikita'],['Rolando Viñas'],,--,Eureka
42,--,['Austin Zollars'],['Preston Tholan'],,--,Birb
43,6.8,['Alex Kyrou'],['Alex Kyrou'],A woman's journey to investigate the mysterious disappearance of her partner takes her to a world far removed from her own.,--,Blank Shores
44,--,['Matthew Ramsaur'],['Lara Hill'],An FBI agent with a past suspects a young girl arrested for prostitution to be a victim of sex trafficking. Her investigation reveals a startling connection between the two of them.,--,Promises of Snow
45,--,['Bamtin Wade'],['Bamtin Wade'],A divorced mother who deals with an absentee baby father loses her daughter to the hands of kidnappers. Now she has to depend on her boyfriend and ex-husband for support while trusting the police to help find her daughter,--,Aubrey
46,9.7,DESCONOCIDO,DESCONOCIDO,"Berlin. While rents continue to go through the roof, Elias' mother is barely making ends meet with the price increases and is more irritable than ever. When Elias angrily leaves the apartment after a more heated argument, he doesn't want to go back and is dependent on his five-man gang. As the son of a rich real estate agent, Flávio, a member of the group and Elias' b... Read all",--,Weg von hier
47,--,['Jenny Mochahari'],['Jenny Mochahari'],,--,Rashi
