,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,--,['Matías Nicieza'],"['Séchu Sende', 'Matías Nicieza']",,--,Instrucciones para empezar a hablar gallego
1,8.1,DESCONOCIDO,"['Alex Helfrecht', 'Gabriella Moran', 'Jörg Tittel']","When Boris and Olga arrive at the port of Dover with precious cargo, the border authorities, headed by the formidable Mrs. Pyke (Olivia Williams), uncover truths hidden - quite literally - within our protagonists.",--,NYET! - a Brexit UK Border Farce
2,--,['Wayne Kelly'],"['Keith Large', 'Maria Smith']","When lovers, husband, sister, wife and mother all share their guilt through the same bunch of flowers, anarchic chaos ensues.",--,Guilty Bunch of Flowers
3,--,['Alexandra Sandy Harjo-Livingston'],['Alexandra Sandy Harjo-Livingston'],"Winner of the Phred Love Award for Best Narrative Short, this short film opens with five D&D players in a pitch-black room with a single cone of light beaming over the muted color world of D&D players. The players are focused on the game at hand, rolling dice, recording stats, discussing options, and patiently awaiting the dungeon master to begin the session. Suspense... Read all",--,Dungeons & Drag Queens: Quest for the Golden Wig of Enlightenment
4,7.0,['Eric Raunio'],['Eric Raunio'],An aspiring picture artist goes to great lengths to produce just the right pieces for his upcoming show. Break a leg.,--,Modern Art
5,--,['Nick Collett'],['Chris Hayward'],"Welcome to the British town of Hamsbury, where author Clark Cart not only runs the local book club, he's also written all the books.",--,Hamsbury Book Club
6,--,['Jasmine Lindemann'],['C.J. Lazaretti'],A sceptical talk show host interviews Jesus Christ to find the truth behind his most famous miracles.,--,Scripture Screw-Up
7,--,['Jess Taylor'],DESCONOCIDO,,--,All Tied Up
8,--,['Adil Zubair'],['Adil Zubair'],,--,Jay and Anna
9,--,['Elisabeth Seth Rippe'],['Angelika Roberts'],"A successful bussines woman living in New York decides to go back to her home country Sweden after many years, to support her best friend who is newly divorced. They make a trip together to a magical place where they meet odd people that changes their lives forever.",--,Greta's Bed & Breakfast
10,--,['Laurence Unger'],['Laurence Unger'],"A reformed taxidermist resurrects taxidermy animals with chaotic consequences in this all-female silent film. Created through improvisation and play with six young actors from 4 to 12 years old, this kitsch comedic fable invites viewers to re-think what little girls are made of.",--,Who Let the Taxidermy Out?
11,8.5,DESCONOCIDO,['Hugo'],Yves goes to the lavatory to wash his clothes. His wife rings him and the wreath because he forgot to take the laundry soap. Yves will he get out of it?,--,Laisse Yves tranquille
12,5.7,['Paul Burger'],['Paul Burger'],A couple tries to spice up their love life by inviting an old friend back into the bedroom.,--,New Things
13,--,DESCONOCIDO,"['Devon Perez', 'Hart Perez']",Irish Splash is a short film that reimagines whiskey as a cooking condiment.,--,Irish Splash
14,--,['Nathan Raine'],['Nathan Raine'],,--,How Father Lawrence Briefly Considered a Career in Landscaping
15,--,['Bobby Friedman'],['Bobby Friedman'],"Life is kind of funny sometimes. ""Under Cover Comic"" is the story of a family man who, after a strange brush with death, decides to pursue stand-up comedy. In the film, he grapples with push and pull between family, passion, and the frailty.",--,Under Cover Comic
16,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt10009332
17,--,['Amanda Hinkley'],['Amanda Hinkley'],"When Emma's boyfriend leaves for a guys' night, her deepest insecurities and wildest fears about their relationship come to life before her very eyes.",--,Uncertainship
18,--,DESCONOCIDO,"['Lisa Crnic', 'Eirinn Disbrow']","Three social media obsessed girls attempt to go camping in the desert, but things take a dark turn when their cell phones go missing and they are forced to survive without them.",--,Girls Gone Camping
19,--,['Arepo'],"['Arepo', 'Alberto Bona', 'Federico Cicardi']",A relaxing walk in the countryside unexpectedly turns into an existential mystery.,--,Piercing Stillness
20,8.5,['Sergey A.'],['Sergey A.'],"In an ordinary village there is a present unknown evil, from which there is no mercy.",--,Toilet of Satan
21,--,['Hayley Tibbenham'],['Hayley Tibbenham'],"When Alice, a plus-sized, jaded and seemingly insecure teenage girl, moves to a small town in northern Michigan, she develops a budding romance with Elliot, a sunny high school golden boy. However, this romance quickly leads to the discovery that she is not some washed-out stereotype, but something farthest from it.",--,Inhuman
22,--,['Ambika Leigh'],['Jason Lesner'],A quiet and socially awkward introvert finds his life turned upside down when a loud and gregarious homeless man invades his favorite lunch spot and opens up about his sex life.,--,Rude
23,--,['Lawrence Davidson'],['Lawrence Davidson'],"After her playful seduction attempts are unsuccessful, an energetic woman must confront the issue head on.",--,Lucky Maybe
24,--,['Paul Seligmann Jordan'],['Paul Seligmann Jordan'],"Monica's an ambitious, socially awkward, private practice lawyer married to Farah, her brilliant (but messy) family therapist wife. Their marriage is normally a comedy act and the lesbian dating app Cuddles, is about to turn their already zany lives upside down.",--,Cuddles Comedy - 17:12
25,--,['Faisal Al-Jadir'],['Faisal Al-Jadir'],A director of a failing theatre company finds himself in a quandary after he uncovers a sinister plot.,--,I Stem the Tide
26,--,['Maximilian Mena'],['Maximilian Mena'],"During the height of festive consumerism, Holly, a young, optimistic cracker-maker uses her twisted sense of humour to rebel against the reigns of corporate tyranny. In an effort to make her voice heard above the carols of factory rationalisation, Holly defaces the traditional festive joke causing a chain of adversity.",--,A Christmas Cracker
27,--,['Kyanna Mai-Lee Bosworth'],DESCONOCIDO,,--,It Was the Worst
28,--,['Kyanna Mai-Lee Bosworth'],DESCONOCIDO,,--,Out of Touch
29,--,['Aaron Sheer'],['Aaron Sheer'],"Two friends struggle to premiere their long awaited and Off-Off-Broadway musical ""Teenage Jesus.""",--,Teenage Jesus
30,--,['Kieren Springthorpe'],['Kieren Springthorpe'],A down on his luck writer with nowhere to turn moves into a share house filled with questionable characters.,--,Writer's Block
