,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,--,['Crystal Hutchinson'],DESCONOCIDO,,--,Breakeven the Movie
1,--,['Julie Robinson'],DESCONOCIDO,A husband and wife go shopping the sales and end up getting more than they bargained for,--,Snuggledown
2,--,['Gautam Namshai Syiem'],"['Lyngdoh Dondor', 'Syiem Gautam Namshai']",Sometimes memories force one to confront what they try their hardest to run from.,--,Strange Love
3,--,['Keith M.W. Olbery'],DESCONOCIDO,,--,We R gonna GET U!!
4,--,['Manna Phanjoubam'],DESCONOCIDO,"Ellie, a 21 years-old university student and a recovered drug abuser. As a part of a ""War against drugs"" campaign, she sits down for an interview to talk about her experience while she was a drug user.",--,The Great war
5,--,['Jihyeh Choi'],DESCONOCIDO,,--,Sunflower
6,--,['Mahmood Arib'],DESCONOCIDO,,--,At Night Time
7,--,['Rufai Ibrahim'],DESCONOCIDO,,--,Snap
8,--,['Prateek Kumar'],DESCONOCIDO,,--,Dostinagar-somewhere with friends
9,--,['Lydie Hwang'],DESCONOCIDO,"Two mothers meet following a tragic murder where they both lost their daughters. Through this meeting, their destinies are intertwined forever. ""A Tale of Two Mothers"" touches closely on the great issues of grief, loss, and forgiveness.",--,A Tale of Two Mothers
10,--,['Sunil Tripathi'],DESCONOCIDO,,--,Her Story
11,--,['Jacob Paul'],DESCONOCIDO,,--,Seduced
12,--,['Jacob Paul'],DESCONOCIDO,,--,MMS Taxi
13,--,['Brice Hartwich'],DESCONOCIDO,An estranged brother and sister reconnect after a troubling family event.,--,Present
14,--,['Taylor Joshua Rankin'],DESCONOCIDO,A composer meets with her composition teacher to help put the final touches on a new piece she is writing for string quartet.,--,The Snow Leopard
15,--,['Jamel Booth'],"['Taylor Jay', 'Taylor Jay']",A short film that discusses the many complexities of life as a black man.,--,Code Switch
16,--,['Natasha Mwansa'],DESCONOCIDO,"Maria, a recent heart transplant recipient, finds herself feeling emotions that belong to Jordan, the previous owner of her heart. There's unfinished business with an old lover that Maria must resolve.",--,Do It for Jordan
17,--,['Joscha Seehausen'],DESCONOCIDO,"It is the year 2020 and the Corona pandemic has Germany in its grip. Thus, the red-light trade must also close its doors and the sex workers are driven onto the unsafe streets, where the situation is shamelessly exploited.",--,Walküren
18,--,['Bence Fördõs'],DESCONOCIDO,A boy loses his mother and tries to go through the process of grieving.,--,Példaképeimnek
19,9.8,['Lom Harsh'],DESCONOCIDO,"Plan-eT focuses on the 'Life of Earth'. Sandeep, A curious child takes the matter in his hands along with his friends to draft a plan to save earth. But it's not that easy to make people understand about their wrong doings.",--,PLAN-eT
20,--,['Benjamin Gadiot'],DESCONOCIDO,,--,Dernier métro
21,--,['Amiko Li'],DESCONOCIDO,"Passaggio questions the gender politics of sound through a teenage boy's voice-finding odyssey. Going through the unsettling phase of voice transition and subsequently losing his voice, the protagonist must plunge into the world's myriad sounds, turning his body into a locale of observation, absorption, and mimesis. Challenging the dominant narratives of voice articul... Read all",--,Passaggio
22,7.1,['Caleb J. Roberts'],DESCONOCIDO,"In the aftermath of an emotionally abusive relationship, a man seeks couples counselling with a sock puppet likeness of his ex-boyfriend, Malcolm.",--,Malcolm
23,--,['Samuel Arduz'],"['Samuel Arduz', 'Andrés Sosa']","In the 1970s, a journalist who works for the most famous newspaper in his city becomes obsessed with one of the most dangerous killers of his time. When he decides to interview him to investigate his crimes, he realizes that the result of obsession can exceed the limits in the human being.",--,Portrait of a Killer
24,--,['William Clift'],"['William Clift', 'Michael Sean McHale']",,--,Lena's Dance
25,--,['Hernandez Mago'],DESCONOCIDO,"As Lina, a Venezuelan immigrant, fruitlessly tries to contact someone from back home, her friend David knows she's hiding something. Wanting to cheer her up, David drags Lina to a bar to get to the bottom of her distress.",--,Truth as a Foreign Language
26,--,['Steven Mannino'],DESCONOCIDO,A family grieves the death of their son while eating the child's birthday cake.,--,Birthday Cake
27,--,['Taryn Foster'],DESCONOCIDO,"It is set in the near future where memory-altering software is easily accessible. Our protagonist Katie pushes the limits of this software in an attempt to ease the pain of her son's sudden disappearance. As she progresses through her memories with a computer-generated version of her son, Parker, reality quickly seeps back in and creates nightmarish glitches in the pr... Read all",--,Pieces
28,--,['Dmitry Popov'],DESCONOCIDO,,--,Julio
29,--,['Lorey Hayes'],"['Bobby Crear', 'Lorey Hayes']",,--,The Dragonfly Tale
