,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,--,['Sayoko Akutsu'],['Sayoko Akutsu'],"Since 360 years ago, back in Edo era in Japan, OFUKU has been searching for her mother. Strong faith in her mother's words made OFUKU live over her life-span as a human being.After parting with her mother, OFUKU, with love and sorrow, had been a wanderer.",--,OFUKU: Separation
1,--,['Lina Jalala'],['Lina Jalala'],"After being sexually assaulted by her boyfriend's best friend, a college student is terrified that this can be turned against her if she speaks up. She has no proof and he studies law.",--,Hear a No
2,--,['Jess Taylor'],"['Christianna Mershon', 'Jess Taylor']",Two girls take justice into their own hands after friends and counselors brush aside their accusations of sexual assault.,--,Satisfaction
3,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt10005772
4,--,['Rafael P. Basáñez'],['Rafael P. Basáñez'],Convinced by her best-friends a newly-engaged young woman is about to have her life turned upside down after having her hand read by a chirologist.,--,They Never Lie
5,--,['Madeline Wahl'],['Madeline Wahl'],"For one young woman with a shameful secret, the burgeoning feminist movement of the 1970s is a catapult into a brave new world where vindication is possible.",--,For the Best
6,--,['Daniel Drummond'],['Daniel Drummond'],"When a junkyard worker comes across a dead dog in her family's property, a burning sense of obligation compels her to give it a proper burial.",--,Salvage
7,--,['Aaron Cabrero Jr.'],['Aaron Cabrero Jr.'],A detective is sucked into a mystery a woman ventures beyond dreams and reality.,--,Anxietus
8,--,['Corentin Rousseaux'],"['Nathaniel Grabli', 'Kally Remond']",,--,Drop
9,--,['Phillip Youmans'],['Phillip Youmans'],"Upon immigrating to New York, a West-African mother finds comfort in the dresses her daughter makes for her.",--,Nairobi
10,--,['KT Walker'],['Jalisa Brown'],,--,The Color of Midnight
11,--,['Jenna Harder'],['Jenna Harder'],A darkly comedic look at a day in the life of a struggling actor and the unique ways she deals with the pressures of the industry.,--,Whenever You're Ready
12,--,['Prithwish Barman'],['Prithwish Barman'],"A guy is stuck in a traffic jam in a cab. He is getting late for an event where his sole motive is to meet and have a conversation with this one girl who he has been dying to meet. The companion to his misery is the cab driver who wants to get back home to celebrate his anniversary. Two strangers, craving for love, gets to know the other a bit more while stuck in traf... Read all",--,Aur Kitna Time Lagega
13,--,['Gabriel Athanasiou'],['Ioanna Kaltsidou'],"In a small Greek village a frustrated woman in her 40s, Anna, can not handle her husbands' cheating anymore and decides to take revenge.",--,Before the Rooster Crows
14,9.3,['Keir Siewert'],['Keir Siewert'],"Based on real accounts, a model takes matters into her own hands to expose a serial predator in the photography world.",--,Portrait
15,1.0,['Ben Wicks'],['Adele James'],"A short film that follows Rachel, a young woman on a night out with her best friends and her crush, that changes her life irreversibly.",--,"Post-You, Me"
16,--,['Carlie McCann'],['Carlie McCann'],"Faced with the challenge of foreclosure of her home, a painter Sylvia is confronted with staying or leaving it all behind.",--,Sylvia
17,--,DESCONOCIDO,['Matthew Dennis Lewis'],Sins Unveiled documents the primal fear that small towns and small minds often resort to hate and violence when confronted with the unknown.,--,Sins Unveiled
18,--,['Ryan Phoenix'],['Ryan Phoenix'],"Two German soldier brothers, part of the Nazi machine with two very different hearts. This short black and white film noir is not intended to be a political piece but a story about humanity.",--,Ein Man Stande
19,--,['Alejandro Marcos'],['Alejandro Marcos'],A billionaire fashion business-woman that finds a hard worker wannabe living under her bed. The theme is a metaphor about the income inequality (1% of the population holds 60% of the wealth).,--,The Aboves and the Belows
20,--,['Andrew Ball-Shaw'],['Andrew Ball-Shaw'],"With a mostly memories-based existence, of a person finding health deterioration difficulties. Whilst knowing the colour purple does not exist in the spectrum. These similarities combined provides an interpretation of living with dementia.",--,Lavender
21,--,['Dave Rodkey'],['Dave Rodkey'],Two siblings discover that their father is marrying their best friend at a disastrous Easter dinner.,--,The Place of the Skull
22,6.3,['Mohammad Hormozi'],['Mohammad Hormozi'],Music is the language of the human soul.,--,Inner Self
23,--,['Luisa Novo'],['Luisa Novo'],"Camila's world seems perfect on the outside, but appearances can be deceiving. A book is her only escape, but it can be dangerous to keep a secret.",--,The World Inside
24,--,DESCONOCIDO,['Katherine Harold'],Short film speaking on marital issues in the 1950's as the wife seeks more independence and recognition within the relationship. Story loosely inspired by Henrik Ibsen's play 'A Doll's House'.,--,La Lettre
25,--,['Ross Syner'],"['Dan Francois-Smith', 'Ben Keen', 'Ross Syner']","Incredible and untold WW2 true story! Jean Francois, carries out a death-defying escape from one of Nazi Germanys infamous prisoner of war camps.",--,Francois
26,--,['Erik M.G. Fox'],['Erik M.G. Fox'],A hitman does one last job to get home before he deteriorates completely.,--,32 Goldfish
27,--,['Panji Kaonga'],['Stephen Maddox'],"When life couldn't get any worse, Jack finds he is flying from Glasgow and not Gatwick. Attempting to catch a last minute train from London he is confronted with where he is at in life by passengers he doesn't want to be sat with.",--,Journey
28,4.2,['Katie Boland'],['Katie Boland'],Identical twin performers are forced to reckon with their fame when a sex tape threatens to tear them apart.,--,Twins
29,--,['Dave Bean'],"['Kenneth T. Griggs', 'Robert Dominick Jones']","A father and son, both military veterans, blame each other for the death of another family member who was killed in battle.",--,Footsteps
30,--,['Marlon Morales'],['Marlon Morales'],,--,Días Negros
31,--,['Jennifer Berry'],['Jennifer Berry'],"During a time of urgent climate crisis, a poor Native American nurse and a wealthy trophy wife meet for an exchange of supplies. A fragile friendship forms when they realize they have more in common than differences.",--,The Exchange
32,--,['Justin James Remeikis'],['William C Cole'],"LOVE LONELY A story based on the novels by William C. Cole 'LOVE LONELY' and 'WHO LIES BESIDE ME'. Billionaires, Unconditional Love, Desire, Temptation, Horseracing, Deceit. Influenced by so many forces pulling them apart David Watson, and his beautiful, influential wife Sandy, realize the life they once imagined was not to be. A tale of struggle to piece it back toge... Read all",--,Love Lonely
33,7.5,DESCONOCIDO,"['Luther Clayton', 'Orion Eshel']","Two young boys with a brotherly bond are discovering the beauty hidden in their world; in nature, music and language. But soon must battle to retain it when it is threatened by one uncontrollable act of violence.",--,Man of the Harvest
