,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,--,['Joseph Guinan'],['Joseph Guinan'],"Elvis being Stalked again for real, based on True Events... A beautiful Japan girl in CHINA falls in LOVE with Elvis on the internet. Not having enough money to travel to USA - Hollywood, California, Miss Igetu Soun sneaks into someones suitcase at the airport and arrives at LAX. Miss Igetu Soun Stalks ELVIS College at LOS ANGELES CITY COLLEGE and hounds down students... Read all",--,Stalking Elvis
1,--,DESCONOCIDO,"['Mark Cornwell', 'Henry Esdon']","The story follows two life long friends who reminisce about the old days. Flashback to the young soldiers who have broken away from their regiment. As they are lost they try to lay low and out of danger, and keep spirits high to pass the time before met with an unexpected situation.",--,Last Boat to Dover
2,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt11209612
3,--,['Faton Millanaj'],"['Faton Millanaj', 'Cj Price']",,--,Under the Eagle
4,--,DESCONOCIDO,DESCONOCIDO,,--,The Lego Batman and Spider-Man Movie
5,--,['Felix Niklas Malms'],['Johnny Rome'],"A lonely scout leader, who's tricked a group of misfits into going on a pioneering mission for two years to escape his recent trauma, finds his perfect world threatened by the resurgence of someone from one of his troop member's past.",--,Scout's Honour
6,8.8,['Mark Wooldridge'],['Mark Wooldridge'],"Set in the near future, Earth's resources are gone and humanity fight for survival. Myles, a young self-centered man, must journey to find Sanctuary with a youthful ally named Tessa. While the shadow of the cruel Cyrus creeps ever closer to Myles - and his past.",--,Incognito
7,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt12724072
8,--,['Riccardo Romano'],['Riccardo Romano'],"Confronted with his own mortality, the heir to the mosquito repellent empire reveals a devastating plan to bring about the end of the world. This prompts a competition as his sister sets a reward, with three assassins vying for the prize.",--,"Carro, ferro, farro"
9,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt13074304
10,--,['Allen G. Moser'],['Allen G. Moser'],,--,Final Seconds
11,--,['Setsawat Thongsrikum'],"['Wati Laokrang', 'Natthakorn Poltree', 'Setsawat Thongsrikum']","There wars in many worlds together. It is the result of a time paradox caused by a group of scientist in the year 2025 of one of the worlds, Timekeeper has to deal with the incident by sending an Agent Max to take an action.",--,Alive: Paradox
12,--,['Joi-Noelle Worley'],['Joi-Noelle Worley'],"A spunky teen and his super powered pet begin a quest to find his long lost father, dodging hunters on their tail and meeting up with friends along the way.",--,LionHeart: Animatic Pilot
