,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,--,['Andrew Henry'],['Andrew Henry'],Shopping carts come to life and terroize a young couple in a parking lot.,--,Cartilage
1,--,['Angela Stablein'],['Angela Stablein'],"Mona lives alone with her cat Pablo, but Pablo does not satisfy her needs and desires. The film reminisces on Mona's dysfunctional ex-boyfriends... as she must decide who is the best man for her.",--,Mona and Pablo
2,--,['Mark Goffman'],['Mark Goffman'],A grad student keeps dating women on the rebound from past relationships.,--,Rebound Guy
3,7.8,['Lonny Zion'],['Lonny Zion'],,--,Bacon Wagon
4,8.3,['Jennifer Perrott'],DESCONOCIDO,A comic tale of the great lengths a passionate gardener will go to in order to save his dying plant.,--,A Matter of Life
5,7.9,['Benjamin Goldman'],['Benjamin Goldman'],A grocery clerk rushes to primp and preen before his first date with the woman of his dreams. But a chatty stinkbug enters and threatens to spray away all of his romantic aspirations.,--,The Pickle Jar
6,--,['Maurice A. Dwyer'],['Adetoro Makinde'],"When is enough, enough? Charity Phillips returns home after yet another date, but this time it's different. One date too many; now it's time to make a choice. Should she give in to what they want?",--,For Charity's Sake
7,7.5,['Lee Waters'],"['Johari Johnson', 'Michael Ann Young']",Two sexy space sirens come down to earth from the distant planet Siberon. We watch their journey as they make their way up the ladder of power and prestige till they reach the top! The Siren's goal - to destroy the Human race. Their Weapon - the Hollywood hype machine. Sexy Space Sirens from Siberon is a dark twisted comedy that takes a jab at Hollywood and all it has... Read all,--,Sexy Space Sirens from Siberon
8,--,['Jamil Said'],"['Jesse Lovell', 'Jamil Said']","A demented young professional will do anything to create a serial killer theme park even if it means manipulating missionaries, hiring drag queens, and killing socialites to do it.",--,Byromania
9,8.1,['Marco Bertoldo'],['Niccolò Ammaniti'],,--,Gone Bad
10,--,['Tony Bacigalupi'],['Tony Bacigalupi'],,--,The Route
11,4.6,['Janeane Garofalo'],['Janeane Garofalo'],,--,Housekeeping
12,8.3,['Clara Glynn'],['Tony Basgallop'],"Takes place over one day in the seaside town of Worthing. (UK) Rose is a young woman with a tangled love life. After ecstatically agreeing to marry Henry, she charges around town telling a succession of other boyfriends that their relationship is over. Each time she learns another unpalatable truth about herself. Until finally she makes it to the Italian restuarant wh... Read all",--,"It's Not You, It's Me"
13,6.1,['Shimmy Marcus'],['Shimmy Marcus'],Poor Ivor can't sleep. Masturbation is his last resort but it's not without its drawbacks.,--,Ivor the Insomniac
