,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,--,['J.A. Worthington'],DESCONOCIDO,"A young women breaks up with her longtime boyfriend, revealing that she is a supernatural force to reckon with. Shown through visual metaphors and nightmare reflections. A Heart Of Darkness is the ultimate breakup between two lovers.",--,A Heart of Darkness
1,--,['Christopher Rossiter'],DESCONOCIDO,In a dreamlike sequence Maija receives an unexpected phone call by her ex-fiance after breaking off her engagement and discovering her own way.,--,Nowhere
2,--,['Gabriel R. Asoka'],DESCONOCIDO,,--,Resist
3,8.8,['Marina Vellou'],DESCONOCIDO,"As German troops invade Athens in 1941, the nine-year-old Vina comes face to face with her desire to grow-up but also with the intimate fear of adulthood. When the invaders occupy her house a German officer, discovering her talent in classical singing, will provide the internal key that will help her overcome her fears.",--,Invasion
4,--,['Aibek Daiyrbekov'],"['Aibek Daiyrbekov', 'Elnura Osmonalieva']","Every person has his/her own shore where destiny and love are found. A couple who love each other strongly meets on the shore. He wants her to leave her home shore, to follow him as he returns to his homeland. But she does not want to leave her homeland, her shore. How will they decide? How will they say farewell?",--,The Shore
5,--,['Jeffrey Hevert'],DESCONOCIDO,,--,The Gulf Between
6,--,['Gabriel R. Asoka'],DESCONOCIDO,,--,The Butterfly Poem
7,--,['Alexander Stecher'],DESCONOCIDO,Martin has to move from the countryside to Vienna to start his first job in a huge electric-shop. There he becomes the decisive witness in an argument between his two new workmates.,--,Entfernungen
8,--,['Martin Schaffner'],DESCONOCIDO,,--,Insomnia
9,5.4,DESCONOCIDO,DESCONOCIDO,,--,Durch den Spiegel
10,--,['Mark Zuckerbrow'],DESCONOCIDO,,--,Every Penny Counts
11,--,DESCONOCIDO,"['Andrew Hely', 'Sean McPhillips']","Ladislav, a porter in a large public hospital, lives alone. He sees visions of his wife and is caught in a cycle of guilt and blame, obsessing on the events leading to her death. Rebecca faces a life unknown after a car accident leaves her reliant on others for the simplest of needs. When Ladislav and Rebecca form an unusual relationship, they find a way to help each ... Read all",--,Past History
12,--,['Martha Stephens'],DESCONOCIDO,,--,Ant Hills
13,--,['Ethan Carlson'],DESCONOCIDO,"An estranged brother and sister reconnect in a hospital emergency room, as their mother recovers from an overdose of medication that may not have been an accident.",--,"Rain, Rain"
14,--,['Eli Rosales'],DESCONOCIDO,,--,Cajita
15,--,['Nathan Catucci'],DESCONOCIDO,Billy heads home with his college roomate Charlie for the weekend. While at Charlie's they learn that Charlie's childhood friend James was killed the night before.,--,So It Goes
16,--,['Shaun Troke'],DESCONOCIDO,,--,Life Sentence
17,--,['Jackee Chang'],DESCONOCIDO,,--,That Simple
18,--,['Kieron Clark'],DESCONOCIDO,"Tthe story of an old lady with a dark secret, and of her attempt to confess.",--,Still Life
19,--,['Daniel Ström'],"['Tommy Sporrong', 'Daniel Ström']",,--,Bakom Stängda Dörrar
