,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,2.7,['Danny Lee'],"['Dan Ahdoot', 'Don DeLeon', 'Tommy Honton']",Feature film inspired by the pranks performed by the comedy troupe The Janoskians.,1h 24m,Public Disturbance
1,6.1,['Tawan Bazemore'],DESCONOCIDO,A young cemetery worker has to take care of a girl for 3 days in secret.,1h 18m,Hibiscus
2,5.3,['Marc Hampson'],DESCONOCIDO,"Krystal Parker's life fell apart when she discovered she couldn't have children. Everything she knew was gone, - but Letting Go Is Just The Beginning.",1h 50m,Parker's Anchor
3,3.1,['Demetrius Navarro'],DESCONOCIDO,"When a fussy performing dog is left behind by a traveling carnival and adopted by a lonely farm boy, bumbling thieves from a rival circus plot to kidnap the priceless pooch.",1h 25m,A Dog and Pony Show
4,5.9,['Vince Marcello'],"['Vince Marcello', 'Beth Reekles']",A high school student is forced to confront her secret crush at a kissing booth.,1h 45m,The Kissing Booth
5,--,['Geoff Crenshaw'],DESCONOCIDO,Two men have to deliver chocolates to a notoriously violent criminal.,--,Truffle Runners
6,--,['Tony MacLaren'],DESCONOCIDO,"Frozen Tundra Funny Horror...Scary Comedy! A phobic man undergoes his mad doctor's bizarre treatments and embarks on a journey to Alaska to overcome his fears but instead faces psycho killers, a nymphomaniac therapist, a vengeful ghost and face eating hogs!",1h 39m,Frozen Tundra
7,--,['Jesse Barack'],DESCONOCIDO,"Harvey the Great is a film noir parody that follows Harvey Yeoman, a drinking, chain-smoking playboy who moonlights as an enterprising bounty hunter.",1h,Harvey the Great
8,7.0,['Susan Johnson'],"['Sofia Alvarez', 'Jenny Han']",A teenage girl's secret love letters are exposed and wreak havoc on her love life.,1h 39m,To All the Boys I've Loved Before
9,3.8,['James Pentecost'],"['Jag Pannu', 'James Pentecost']","When Max, a down on his luck strip club owner, has his life and livelihood threatened by local gangsters, he turns to his wife's connections for help and hires a hitman to solve the problem once and for all. But before long, Max is blinded by his newfound power and his family finds him spinning off the rails as the body count piles up.",1h 35m,Broken Contract
10,7.4,['J.J. Harting'],"['J.J. Harting', 'Kurt Vonnegut Jr.']","Kurt Vonnegut, Kilgore Trout and their very best friends.",1h 6m,"God Bless You, Mr. Vonnegut"
11,7.2,['Renoir Fairwood'],DESCONOCIDO,,--,East Plains: Get Out!
12,5.9,DESCONOCIDO,DESCONOCIDO,"Four teenage misfits take on Big Oil, the U.S. Government, and one very slick Politician.",1h 35m,Eco-Teens Save The World!
13,--,['Fredrick Johnson'],DESCONOCIDO,A shiftless malcontent teams up with an Eastern European con artist to rescue a woman who has been human-trafficked.,--,After Hours Trading
14,--,DESCONOCIDO,"['Tom Proctor', 'Margie Rogers']",An innocent boy that is being bullied accidentally finishes a spell that makes him Satan's new master. Now he will only let Satan do nice things. Not even get even with the bullies.,--,My BFF Satan
15,2.0,['Aleksandr Boikov'],"['Aleksandr Boikov', 'Andrey Kutuza']","When the world is in danger, superheroes come to rescue humanity. they are stronger, faster, smarter than ordinary people and are willing to sacrifice themselves for the sake of others. But what would happen if superheroes would not be around, and the world's rescue team will be made of selfish, irresponsible twenties weirdos? Nerd, Swagger, Bitch, Rocker and Loser go... Read all",1h 30m,Tolko ne oni
16,--,['Giles Shepherd'],DESCONOCIDO,"In Atlanta Vampire Movie, Carmilla (Chelsea Howard) inadvertently infects Ron (Carl W Childers), Fang (Artemis), and Corey (Jevocas Green) with her vampirism. Unaware of their condition, these three misfit vampires' hysterical misadventures illuminate the sudden changes in their nature. While attending a support group recommended by Dr. Acula (Stan Bowman) for what is... Read all",1h 50m,Atlanta Vampire Movie
17,5.2,['Joseph Faultersack'],DESCONOCIDO,A girl tries to win her blind ex-boyfriend back by pretending to be other people.,1h 16m,Love Is Blind
18,5.8,['Ian Edelman'],DESCONOCIDO,"When an aspiring rapper goes viral for all the wrong reasons, he thinks his career is over. But when his best friend gets them into a wild NYC after party, he gets one more chance to make the impossible happen.",2h,The After Party
19,--,"[""Zane L'Erario""]",DESCONOCIDO,Perry Fluck is controlled by his extreme OCD germaphobia. His intense ex-military psychiatrist Dr. Borkland has tried every trick in the book to better his ailment. She tries one last experiment with Perry before all hope is lost. However this time the outcome was way more than they each bargained for... Can Perry overcome his disorder to remedy the onslaught of event... Read all,1h 4m,Worry Me Dead
20,6.4,['Michael Sarrow'],DESCONOCIDO,"In this dark comedy, a young woman has her quiet life turned upside down when she receives an empty coffin in the mail. She then sets off on a twisting journey to find out who sent it and why.",1h 22m,Living Room Coffin
21,7.6,['Gustavo Saavedra'],DESCONOCIDO,"Grandpa is about to turn 80. His son and grandsons begin a journey to his homeland, Huamachuco, a place he has not seen since he was 9 years old. Along the way they discover an unexpected past and the journey will become a path of no return.",--,El Abuelo
22,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt4012916
23,5.6,['Ahmed Amer'],DESCONOCIDO,A mockumentary about a young Egyptian director who faces major challenges in trying to shoot a kissing scene for his first film in an increasingly-conservation society.,1h 40m,Kiss Me Not
24,5.7,['Nicolás López'],DESCONOCIDO,Carolina discovers that she can't have children the same day that her husband leaves her for her best friend. She attempts suicide and is hospitalized in a psychiatric clinic.,1h 56m,No estoy loca
25,5.0,['David Jay Willis'],DESCONOCIDO,"Chronically embarrassed by her family's over-the-top Christmas celebrations, a teenage girl hatches an elaborate plan to avoid her parents when her long-distance boyfriend plans a visit.",1h 40m,I'll Be Next Door for Christmas
26,6.3,['Mike Hermosa'],DESCONOCIDO,Three brothers develop an elaborate plan to recover stolen cash and go on the run.,1h 24m,The Head Thieves
27,7.9,['Marc Sloboda'],DESCONOCIDO,"A couple suspects that their McMansion might be haunted. In actuality, the ghost is a 30 year-old failure who has occupied vacant rooms for years without their knowledge. So begins an absurd turf-war in this comedy of errors populated by psychics, private investigators and spirits.",1h 33m,Not Welcome
28,5.8,"[""Alex D'Lerma""]",DESCONOCIDO,An agoraphobic man and a female Marine become emotionally entangled as they struggle to escape from their personal prisons.,1h 30m,"Fear, Love, and Agoraphobia"
29,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt4084672
30,5.6,['Ross Venokur'],DESCONOCIDO,"Three fairy tale princesses find themselves engaged to the same guy, Prince Charming.",1h 25m,Charming
31,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt4105306
32,6.6,['Bethany Ashton Wolf'],"['Bethany Ashton Wolf', 'Heidi McLaughlin']",After being gone for a decade a country star returns home to the love he left behind.,1h 48m,Forever My Girl
33,5.4,['Javier Ruiz Caldera'],"['Jan', 'Borja Cobeaga', 'Diego San José']","Juan López, an ordinary and anonymous office worker, decides to expose his superpowers to turn into the first Spanish superhero: Superlópez.",1h 48m,Superlopez
34,--,['Janie Fontaine'],DESCONOCIDO,,--,Pole with Paula
35,4.8,['Luis Eduardo Reyes'],DESCONOCIDO,"An expert seducer takes his nephew on a beach trip in search of hot women. But an old love, the only woman capable of causing him trouble, shows up there.",1h 28m,Cómplices
36,7.6,['Thomas L. Callaway'],DESCONOCIDO,A dark comedy set in the 80's about two brothers seeking the return of their inheritance that their deceased mother donated to a televangelist.,1h 33m,Give Till It Hurts
37,5.9,['Jim Wynorski'],DESCONOCIDO,"A gigantic, mutated reptile attacks the population of an unprepared city.",--,CobraGator
38,5.7,"[""Kevin O'Brien""]",DESCONOCIDO,A conservative professor at a Christian college finds himself in a gay support group to stop their launch of an LGBT homeless youth shelter in their small town.,1h 48m,At the End of the Day
39,5.4,['Marvis Johnson'],"['Marvis Johnson', 'Paul Sado']","""The more minor the disagreement, the fiercer the fight"" : Set in the early 2000's when hip hop video's meant something. Sean Wellington, a neurotic music video director who was just given the opportunity of a lifetime to direct his first feature film. In the midst of this celebration, comes a tumultuous breakup with his girlfriend as his neurosis loom overhead while ... Read all",2h,A Talent for Trouble
40,4.9,['Eduardo Albergaria'],DESCONOCIDO,"An accident radically changes Horácio's life, who ends up giving in to his most primitive impulses. He confesses to his wife that, even though he still wishes to remain married, he no longer wants an exclusive relationship. Vera considers leaving her husband, but her professional situation makes her think twice. For her it has never been more important to remain marri... Read all",1h 44m,Happy Hour
41,6.2,DESCONOCIDO,"['Lev Lewis', 'Yonah Lewis', 'Calvin Thomas']",A film student struggles to complete her thesis project.,1h 22m,Spice It Up
42,6.2,['Sergi Portabella'],DESCONOCIDO,"A twelve-year-old existentialist kid runs away from home to meet his favorite philosopher, Albert Camus, not knowing he has been dead for fifty years. On his way he finds love and rejection for the first time in his life.",1h 25m,Jean-François and the Meaning of Life
43,--,['Dylan Handa'],DESCONOCIDO,"Two people reflect on the strange circumstances which lead to their meeting, but not everything is as random as it seems.",1h 23m,Story of My Life
44,6.7,['Frank Dobrin'],DESCONOCIDO,"The delicate story of the friendship between a man and a piglet, taking place in contemporary Bulgaria.",1h 35m,Saving My Pig
45,5.7,['Connor Fairclough'],DESCONOCIDO,A fictional documentary following the craziest rivalry in Australian surfing history.,--,Head Above Water
46,7.4,['John Dickie'],"['Jonathan Barbieri', 'John Dickie']","""A todo cerdo le llega su taquero..."" Surreal black comedy about lost kids and sick pigs.",1h 33m,Moronga
47,4.5,['Pablo Raybould'],DESCONOCIDO,"A sleepy English village is invaded by the cast and crew of a new zombie horror film, but the horror turns real when someone or something starts tearing villagers, cast and crew to shreds.",1h 23m,The Snarling
48,6.3,DESCONOCIDO,DESCONOCIDO,"When a best-selling author has a midlife crisis, he returns to his coastal hometown and embarks on a wild adventure in a desperate attempt to reclaim his youth.",1h 30m,Between Waves
49,5.0,['Jason Winn'],DESCONOCIDO,"An overworked dad, missing out on his kids growing, takes an opportunity to start a ""family business"" thinking it will draw his family closer together - That is just mistake number one.",1h 42m,Shifting Gears
50,5.7,['Vivieno Caldinelli'],"['Christopher Hewitson', 'Clayton Hewitson', 'Justin Jones']","A small-town couple finds the perfect apartment in the big city, except there's one catch: the apartment is home to the ritualistic suicides of a deranged cult.",1h 38m,Seven Stages to Achieve Eternal Bliss
51,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt4278346
52,5.3,['Chris Green'],DESCONOCIDO,A comedy in which the tenants of a high rise work together to defeat a cruel loan shark.,1h 26m,Strangeways Here We Come
53,5.6,['Hendrik Hölzemann'],"['André Bergelt', 'Hendrik Hölzemann']","Axel believes in his idealistic daydreams of love and freedom. His reality looks anything but heroic: He is an unsuccessful gambler who is under the debt bondage of the rich casino owner ""Manne"" König and is harassed in his menial services by his henchman Eule. Axel wants to free himself from oppression and conquer his wife, Jenny, the love of his youth. Unfortunately... Read all",1h 30m,Axel der Held
54,2.9,DESCONOCIDO,"['Tony Trov', 'Johnny Zito']","A skeptical paranormal investigator is trapped in a haunted skyscraper on Christmas Eve and confronted with the reality of the supernatural. She risks life and limb to escape her ghoulish prison, stranded on the 11th floor.",1h 29m,American Exorcist
55,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt4314586
56,5.4,['Thomas Baldinger'],DESCONOCIDO,"When Jonathan Burke, a financial advisor, starts dating Jenna Casey, an aspiring lawyer, Jonathan's best friend Andy Romeo is convinced she looks exactly like a famous adult film star. Not only does Jonathan have to deal with his friend's claim, but he also has to juggle his relationship with his boss who is possibly blackmailing him and is Jenna's brother-in-law.",1h 35m,Who's Jenna...?
57,5.6,['Jeffrey Day'],"['Jeffrey Day', 'Thomas Lockridge']","Jessica Miller is thrust into the ""real"" world when she graduates from college. To conquer this new world, she must discover her faith, open a box of memories and learn the simple secrets of life only a mother can share.",1h 24m,"Faith, Love & Chocolate"
58,4.9,['Bob Maze'],DESCONOCIDO,"""In 2010, the city of Leitchfield, Kentucky decided to outlaw any and all references to Santa Claus for Christmas, in an attempt to de-commercialize the holiday. The events that happened leading up to Christmas are still under investigation. The evidence, discovered in 2017, has been pieced together with news footage, security footage, police footage and City Counsel ... Read all",1h 25m,Discarding Santa
59,5.1,DESCONOCIDO,"['Nic Brown', 'Brian Cunningham', 'Matt Niehoff']","When an old-school bar owner and his unruly daughter get caught up in a cat-and-mouse game of corporate espionage, it will take brains, brawn and help from the lesser of two evils to make it out alive.",1h 28m,Loss Prevention
60,5.8,['Alfons Adetuyi'],"['Robert Adetuyi', 'Linda Eskeland']","MAYA, has artistic ambitions - her father ED wants a dutiful daughter to run the family store. Taking her independence a step further, Maya decides to travel to Africa for inspiration and returns with a fiancé.",1h 40m,Love Jacked
61,5.4,['Moussa Djigo'],DESCONOCIDO,"Rosalie's door closes roughly. Her boyfriend Jimmy, a street musician, has just decided to break up with her. For an hour and a half, Rosalie will go through all kind of moods and sink into a destructive madness, while recalling the memorable moments of her story. The film is a deconstruction of the romantic comedy genre and its way of portraying love.",1h 36m,Rosalie
62,4.8,DESCONOCIDO,"['Diego García-Huidobro', 'José Palma']","When the woman he loves commits herself with another, Joe, a ridiculous huaso who thinks he is a cowboy, steals from him a valued horse in which he embarks on a journey where he meets singular characters who convince him to fight again for her.",1h 22m,American Huaso
63,6.0,['Nic Champeaux'],"['Nic Champeaux', 'Daniel Cordery']","It's the mid 1980's in the most crime ridden city of Australia. Only one man keeps the scales of justice even. Cowboy Detective, Lieutenant Jangles. After his partner is killed in a blazing shootout, Jangles goes on an explosive and blood soaked mission to avenge his death. His quest for vengeance unintentionally makes him the enemy of a mysterious new crime boss, who... Read all",1h 43m,Lieutenant Jangles
64,6.0,DESCONOCIDO,DESCONOCIDO,An 11-year-old boy befriends three aliens after they crash their spaceship onto the grounds of an closed gas station by his house.,1h 26m,Luis and the Aliens
65,4.6,['Austin Vesely'],DESCONOCIDO,"When a pizza delivery driver is murdered on the job, the city searches for someone to blame: Ghosts? Drug dealers? A disgraced werewolf?",1h 23m,Slice
66,5.1,DESCONOCIDO,"['Shariya Lynn', 'Mary Elizabeth Sekela']","Regina, Mac, and Warren run a game store called Game On. When the owner of the retail space decides to sell and Warren's wealthy father refuses to foot the bill, the trio must raise the money to buy the store themselves.",1h 38m,Game On
67,8.2,['Christopher Flippo'],DESCONOCIDO,"In a small rural town, two friends examine their lives, relationships, and futures.",1h 26m,Down and Yonder
68,3.7,['Zak Knutson'],"['Zak Knutson', 'Andy Sipes', 'Dana Snyder']","A rag-tag group of former TV stars and comic book artists, who make their living working at conventions, decide to steal the loot from a crooked promoter and an overbearing former TV icon.",1h 40m,Supercon
69,4.2,['Michael Leavy'],"['Steven Della Salla', 'Jason Leavy', 'Michael Leavy']","In a world where mythical creatures are real, monsters and humans are forced to coexist; and as prejudice and insecurity pulls everyone apart, three separate storylines manage to come together.",1h 47m,Abnormal Attraction
70,6.4,['Ryan Prince'],"['Ryan Prince', 'Devin Schmidt']","A team of criminals attempts to steal a valuable case from another organization, but many of the crew have alternate motives. Meanwhile, a former assassin is attempting to track down her old team in the hopes of bloody revenge!",--,Trainyard Dogs: Part I
71,7.4,['Ryan Prince'],"['Ryan Prince', 'Lauren Dye']",Two men must deal with a group of criminals after accidentally killing one of them.,--,Gowpen Hurdle
72,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt4542328
73,7.2,['Marc Forster'],DESCONOCIDO,"A working-class family man, Christopher Robin, encounters his childhood friend Winnie-the-Pooh, who helps him to rediscover the joys of life.",1h 44m,Christopher Robin
74,--,DESCONOCIDO,DESCONOCIDO,"After portals start popping up all over the Mushroom Kingdom and the Mario Brothers go missing, Princess Peach sends Fawful and his brothers to go and find them and stop whatever or whoever is creating the portals.",--,The Fawful Movie
75,5.5,['David Singer'],DESCONOCIDO,"Cassidy is a struggling actress, grinding out auditions, worrying that any chance at stardom may have already passed her by. Desperate to save money to move to Hollywood, she takes a job working as a runner for her mother's boyfriend.",1h 49m,Imperfections
76,7.1,['Marielle Heller'],"['Nicole Holofcener', 'Jeff Whitty']","When Lee Israel falls out of step with current tastes, she turns her art form to deception.",1h 46m,Can You Ever Forgive Me?
77,--,['Emilie Guillot-Laromiguière'],"['Emilie Guillot-Laromiguière', 'Sana Jaziri']","Being expatriates in Hong Kong is a gift and a curse. The experiences we live, the friendships we create.",--,L'arrivée d'un typhon: A Typhoon Is Coming
78,--,['Sean Ryan'],DESCONOCIDO,"A college dropout moves back home. Somewhere in between questioning what she wants to do with herself and moping about how she got to this point, our aimless protagonist stumbles into a bonafide conspiracy.",1h 26m,Nurlington P.I.
79,8.4,DESCONOCIDO,DESCONOCIDO,Teen Miles Morales becomes the Spider-Man of his universe and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.,1h 57m,Spider-Man: Into the Spider-Verse
80,--,['K.J. Karving'],DESCONOCIDO,Three identical witches turn against each other when their spell goes terribly wrong.,--,The Haunted Hand
81,8.2,DESCONOCIDO,DESCONOCIDO,"a screenwriter who cannot distinguish fact from fiction, reality from unreality, finds his life slowly becoming a film, in a dark and surreal comedy drama.",1h 12m,A Reel Life
82,5.6,DESCONOCIDO,"['Eric Scott Johnson', 'Eric Machiela']","Ian Fletcher, a ""nonbeliever"", is shipped off to a backwoods Christian camp, where he is forced to compete in (and survive) a Biblically-themed Olympiad known as the God Games.",1h 31m,Camp Manna
83,7.5,['Daniel Sowter'],DESCONOCIDO,"In the small town of Quaint, Bruce Levin (Adam Templar) owns a respectable B&B establishment. Sleeping around with various women behind his wife's back, he does not realise that his actions are soon to catch up with him in the form of a mysterious traveller, Sya (Inna Bagoli). Trying to mend relationships with his deranged mistress Veronica (Rita do Vale Capela) and w... Read all",1h 30m,Sya
84,--,['Shan Leeman'],DESCONOCIDO,Two American Spies find themselves becoming superheros as a ruthless villain arises and plots against New York City.,--,Two Way War American Spy Leauge
85,5.7,['Michael Mayer'],"['Anton Chekhov', 'Stephen Karam']","In the early twentieth century, an aging actress and her lover visit the estate of her elderly brother.",1h 38m,The Seagull
86,3.8,['James Oakley'],"['James Oakley', 'Alex Michaelides']","In an effort to avoid paying off a massive gambling debt to a notorious mobster in England, a couple flee to Los Angeles and hatch a jewel theft plot.",1h 35m,The Con is On
87,--,['Austin Herring'],DESCONOCIDO,A tormented artist has just three days left under house arrest when a friend stashes a backpack full of stolen drugs in his home.,--,Pink
88,6.2,DESCONOCIDO,DESCONOCIDO,"Scott is a whimsical dreamer, determined to make his way through life and raising a metaphorical middle finger to anyone who tries to stop him.",1h 40m,Scott and Sid
89,5.7,['Emanuel Hoss-Desmarais'],DESCONOCIDO,Two scientists raise 3 children contrarily to their genetic tendencies to prove the ultimate power of nurture over nature.,1h 30m,Birthmarked
90,--,['Ricky Crawford'],DESCONOCIDO,"Tommy has finally had enough of the dysfunctional farm life and prepares for a new beginning across the water. However, his mother Martha; sister Rosey; and brother Riley would all rather see him just as miserable as they are.",--,The Mean and the Greene
91,3.0,DESCONOCIDO,DESCONOCIDO,"Calvin is competing with five other actors for the lead in a major Hollywood movie. Stopping at nothing, he uses a demonic book of curses on the actors, each bringing to life a monster that kills in their own unique and terrifying way.",1h 20m,Dead List
92,7.7,['Christopher Ray'],DESCONOCIDO,"Hollywood movie director, Dick Dickster, is a drunk hack with a big ego and a bad attitude. He's broke, in debt, and unemployable. His manager, Sammy Davas Jr. wants to dump him as a client. His wife, Hardy, is divorcing him and wants alimony. Dick owes the mob fifty grand and hit man Tony Baritoni has been sent to collect. And District Attorney Ed Lawler is re invest... Read all",1h 30m,Dick Dickster
93,6.1,['Nick Park'],DESCONOCIDO,"Set at the dawn of time, when prehistoric creatures and woolly mammoths roamed the earth, Early Man tells the story of Dug, along with sidekick Hognob as they unite his tribe against a mighty enemy Lord Nooth and his Bronze Age City to save their home.",1h 29m,Early Man
94,6.1,['Hannah Fidell'],"['Hannah Fidell', 'Carson Mell']",Two guys serendipitously meet at a time when they both find themselves at personal crossroads and decide to embark on an unplanned road trip across the American Southwest.,1h 30m,The Long Dumb Road
95,4.0,['Olivier Afonso'],"['Jean-Luc Cano', 'Olivier Afonso']","After their van breaks down in the middle of nowhere, the women of a volleyball team must fight for their lives against a group of degenerate hunters.",1h 17m,Girls with Balls
96,4.7,['Aaron K. Carter'],"['Aaron K. Carter', 'Ronnie Jimenez']","Two assassins have an hour to kill before their next hit. To help pass the time, they entertain themselves by sharing horror stories to one another. Which hit-man's story will be deemed most disturbing when all is said and done?",1h 36m,An Hour to Kill
97,5.2,['Niki Iliev'],DESCONOCIDO,"When Aaron, an ex-fighter, turns to music after years of being knocked around and left with permanent mental disabilities, falls for Jana, an off-centered Bulgarian immigrant living in New York. While he recognizes that she is as crazy as him, Jana does not share the same opinion. But her brother, Bobby, an upcoming wannabe fighter, decides to convince her she is that... Read all",1h 37m,All She Wrote
98,4.7,['Heather Graham'],DESCONOCIDO,"After a day at work with a male chauvinistic boss, Honey joins a feminist pussy seminar and makes 2 friends. They support each other in their relationships with men etc.",1h 34m,Half Magic
99,5.5,['Jody Hill'],"['Jody Hill', 'Danny McBride', 'John Carcieri']",The great hunter Buck Ferguson (Josh Brolin) and his trusted cameraman Don (Danny McBride) set out for an epic weekend adventure to reconnect with Buck's young son (Montana Jordan).,1h 23m,The Legacy of a Whitetail Deer Hunter
100,6.6,['Michael Steiner'],DESCONOCIDO,"Young Jewish man bucks orthodox traditions (and mother's meddling) by shaving, shopping outside the faithful, and considering a shiksa for a wife.",1h 34m,The Awakening of Motti Wolkenbruch
101,4.9,['Sohail A. Hassan'],"['Sohail A. Hassan', 'Kristoffer Jacob-Andersen']","Jimmy is obsessed with contacting his deceased mother through black magic. When his new friend Amir convinces him to impress the hottest girls at school with a ritual, they accidentally unleash an evil force that may raise the dead.",1h 44m,Lad de døde hvile
102,--,['Matthew Ryan Hunter'],DESCONOCIDO,An ambitious young writer is sandwiched between love and loss when the sudden death of his grandmother propels him from the pursuit of career into facing the afterlife.,--,Sandwich Girl
103,5.5,['Michael Webb'],DESCONOCIDO,"Hopeless New Orleans private eye Biff Basham becomes entangled in a web of blackmail, espionage and murder in this crazy comedy.",1h 35m,Gumshoe!
104,5.8,['Balázs Lengyel'],"['Balázs Lengyel', 'Balázs Lovas']","In early 1957, the Soviet Union decides to give Hungary the honor of providing the first cosmonaut to orbit in space. The most suitable candidate turns out to be Lajos Serbán, known to all as Lajkó, whose life as a pilot reflects his lifelong attraction to the stars and the outer space.",1h 30m,Lajkó - Cigány az ürben
105,3.5,['Vipin Parashar'],DESCONOCIDO,Guru G is running a black money operation through his ashram with help from his trusted devotee Billu and Julia. The film goes on to show how all the characters get involved in a huge con mystery resulting in a funny and dramatic climax.,2h 3m,Udanchhoo
106,7.2,['Simon Farmakas'],DESCONOCIDO,An isolated Cypriot village goes into tragicomic overload when a flying object crash-lands in a potato field inside the adjacent UN-controlled buffer zone. A young farmer unwisely digs it out setting off a chain of incredible events.,1h 40m,Sunrise in Kimmeria
107,5.6,['Jake Snyder'],"['Jake Snyder', 'Liam Makagiansar', 'Gabe Shootman']",The heart-wrenching path of two young couples in their transition from adolescence to adulthood and the trials and tribulations that come with it.,1h 30m,Millennials
108,7.3,['Andrea Di Iorio'],DESCONOCIDO,There is a B&B where every room is a city of the world. You can choose the room-city you want to go to and you'll live in its time zone. It's a training course for long distance relationships. Apparently.,1h 13m,Senza Distanza
109,6.7,['Sidney J. Furie'],DESCONOCIDO,"In this warm, zesty comedy, Cowboy, a senior citizen ex-lawyer and gambler, is persuaded by his spunky seventeen year old neighbor, Rachel, to seek retribution for having been cheated in Las Vegas many years ago. So begins a wild adventure that marks a young girl's rite of passage into womanhood and an old man's bittersweet final awakening to life, love and happiness.... Read all",1h 46m,Drive Me to Vegas and Mars
110,4.7,['Marco Polo Constandse'],"['Beto Gómez', 'Santiago Limón', 'Issa López']","Valentina has the perfect life in America--until her universe trembles when her boyfriend Jason proposes and she must confront her family, the most chaotic and surreal political dynasty in the history of Mexico.",1h 47m,La boda de Valentina
111,4.2,['Benjamin Tucek'],"['Benjamin Tucek', 'Tereza Nvotová']",Atmospheric turbulence on Mars creates a dust storm that envelops the whole planet. The sun disappears for several months and strong winds attacked the station that once built the first astronauts.,1h 24m,Trash on Mars
112,5.3,['Kat Brady'],"['Josh Brady', 'Kat Brady']",Detective Dick is a 1940's private investigator who is frozen by a mysterious stranger for sixty-nine years. He defrosts in the modern world where he has to solve the case that put him on ice.,1h 18m,The Big Frozen Gumshoe
113,6.6,['Christopher Kay'],DESCONOCIDO,An unadventurous people-pleaser and her childhood friend set off on a road-trip with the ghost of her late sister.,1h 46m,Just Between Us
114,--,['Christian Saslo'],DESCONOCIDO,"Dr. Patrick Ryan (31) is an organized, by the book, 5th year surgical resident who has his whole life perfectly planned out, until he gets thrown a curve ball. His popular, fun loving younger brother, Drew Ryan (28), is fatally injured in a car accident. Patrick struggles to cope with his grief and begins to fall apart both at home, at the hospital, and is on the verg... Read all",--,My Annoying Dead Brother
