,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,--,['Lupu Pick'],"['Gerhard Lamprecht', 'Lupu Pick']","In Russia's revolution, a violinist 's son dies,the father is jailed for assaulting the governor. Years later, the violinist's daughter wants to marry the son of the man who sentenced her father.A tragic fate awaits her new husband.",--,Tötet nicht mehr
1,7.3,['Robert Rodriguez'],"['James Cameron', 'Laeta Kalogridis', 'Yukito Kishiro']","A deactivated cyborg's revived, but can't remember anything of her past and goes on a quest to find out who she is.",2h 2m,Alita: Battle Angel
2,6.8,['Kriv Stenders'],DESCONOCIDO,"In August 1966, in a Vietnamese rubber plantation called Long Tan, 108 young and inexperienced Australian and New Zealand soldiers are fighting for their lives against 2500 North Vietnamese and Viet Cong soldiers.",1h 58m,Danger Close
3,7.0,['David F. Sandberg'],DESCONOCIDO,A newly fostered young boy in search of his mother instead finds unexpected super powers and soon gains a powerful enemy.,2h 12m,Shazam!
4,3.9,['Rec Revan'],DESCONOCIDO,"A crime, mystery, time travel story... which fits marvellously well and seems quite realistic despite the uncommon situations.",1h 25m,Aporia
5,8.8,DESCONOCIDO,DESCONOCIDO,"In Our Blood is the third original series produced by DAZN that explores Spain's passion for MotoGP through the generations by telling the stories of three Spanish MotoGp World Champions. The documentary was filmed at Marc Márquez's bike shop in Cervera Spain, dives into his childhood, his family support and key moments in his career that made him a five-time MotoGP C... Read all",--,"In Our Blood - Sin Límite, Marc Márquez"
6,8.8,DESCONOCIDO,DESCONOCIDO,"In Our Blood is the third original series produced by DAZN that explores Spain's passion for MotoGP through the generations by telling the stories of three Spanish MotoGp World Champions. The documentary was filmed in Seva Spain, brings Àlex Crivillé back to the Barcelona-Catalunya Circuit in Montmeló Spain where he became the 1999 MotoGP Championship and paved the wa... Read all",--,"In Our Blood - El Comienzo de Todo, Àlex Crivillé"
7,7.2,['Aditya Sarpotdar'],DESCONOCIDO,"The journey of Indian film industry's first stunt woman Reshma Pathan, it will trace the life of Reshma and her stint in movies as a body double for various actresses. Bidita Bag plays the lead role of feisty stunt-woman.",1h 46m,The Sholay Girl
8,7.1,['Sergey A.'],DESCONOCIDO,"The main character named Dima Maslennikov is sent to the eerie forest to shoot the next episode of his show. However, the filming is not going according to plan. The flock of bloodthirsty sharks started hunting at Dmitriy.",--,Forest of the Dead Sharks
9,5.8,['David Lam'],"['Man-Lung Ho', 'Ho-Wah Wong']","William Luk, goes undercover as a prisoner to investigate correctional officers who are receiving bribes.",1h 36m,P Storm
10,6.8,['Gunparwitt Phuwadolwisid'],DESCONOCIDO,A former psychiatric patient seeks vengeance and aims to take down a gang of underworld criminals after a tragic accident sees his beloved family killed.,1h 29m,Nemesis
11,3.6,['Robert L. Parker III'],DESCONOCIDO,"A story about Debra and her daughter Tracey struggles in the heart of Memphis. Debra tries to keep her daughter out of danger and off the streets but it doesn't help with the surrounding of drug dealers, pimps and prostitution. It gets worst when Erin and her gang interfere in situations with Tracey and Kandi. That's when Tracey takes matters in her own hands.",1h 36m,The Struggle
12,--,['June Daguiso'],DESCONOCIDO,,1h 40m,Bring Me the Head of Jade Brooks
13,9.2,DESCONOCIDO,DESCONOCIDO,"In Our Blood is the third original series produced by DAZN that explores Spain's passion for MotoGP through the generations by telling the stories of three Spanish MotoGp World Champions. The documentary was filmed at Jorge Lorenzo's residence city Lugano Switzerland, gives viewers personal, unfiltered insights from him about his childhood and the 2010 season where he... Read all",--,"In Our Blood - El Legado, Jorge Lorenzo"
14,4.9,['Kôichi Sakamoto'],DESCONOCIDO,"A young girl named Miya, who is chased because of her mysterious abilities, meets Rikka Isurug, who has been born in the family of ninja for generations.",1h 32m,Black Fox: Age of the Ninja
15,--,['Pradeesh Unnikrishnan'],DESCONOCIDO,"Sanju, Shiva, Nelson, and Appunny's friendship stands true to the test of time when they all go out of their ways to help Shiva's sister Shivani, who gets caught in an unfortunate incident.",1h 57m,Therottam
