,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,"5,9",['Brandon Fraley'],"['Brandon Fraley', 'Jerry Katac']","Isolated and surrounded by a desolate and forbidding landscape, the abandoned mill town should have been perfect. The plan was so simple. Afterward, he'd meet them here, divide up the loot, and they'd go their separate ways. But when they got there, things got complicated. There is no such thing as easy money. And it turns out the west is still wild.",17min,Revolver
1,"6,0",['Kevin Castro'],"['Beverly Brandt', 'Janus Cercone']",A disinherited heiress winds up taking a hotel job so she can pay off her huge debts.,17min,Room Service
2,"7,4",['Brinton Bryan'],"['Brinton Bryan', 'Christopher S. Bryson']","A dramatic piece about a dysfunctional couple who in the midst of a major argument, make decisions that will change their lives forever.",11min,Silent Night
3,"6,1",['Martin Menzel'],"['Henner Kotte', 'Martin Menzel']",,30min,Beas Vorstellung von Glück
4,"7,6",['Dominic Scott Kay'],"['Dominic Scott Kay', 'Ron Krauss']","Based on a true story by Dominic Scott Kay, ""Saving Angelo"" is the heartwarming story of a boy who discovers an abandoned dog left for dead on the side of the road who he ultimately brings back to life. The boy's selfless acts continue as he secures a home for the dog in the local firehouse.",--,Saving Angelo
5,"7,4",['Joseph Mazzello'],['Joseph Mazzello'],Three siblings struggle to maintain control of their lives after the unexpected death of their parents thrusts them into an uncertain world of adulthood.,28min,Matters of Life and Death
6,"5,4",['Rodolfo Weisskirch'],"['Stephen King', 'Rodolfo Weisskirch']","Saturday morning as Harvey recounts a horrific nightmare in which he learned from a phone call that one of their daughters had been killed. Janet realizes that many of the details of Harvey's dream are in fact quite true, the phone rings",--,El sueño de Harvey
7,--,['Carla Gratti'],['Mariano Swi'],"Rodrigo and Taña meet each other, as every year, at their grandmother county house to celebrate Christmas. During toasts and lunches coexists innocence, cruelty, dreams, reality and... a very special present: Roña.",11min,La Navidad de la gallina
8,"8,6",['Mark Robert Jackson'],"['Robert Harriell', 'Mark Robert Jackson']","A wayward meth addict is summoned to his rural childhood home to aid his grieving father, following the recent death of his mother. Past resentments and a series of charged altercations with his father - lead to tragedy, forcing him to question his life direction.",20min,Night Falls Fast
9,"6,6",['David Birnbaum'],['David Birnbaum'],"In a future-past world crumbling and wracked by perpetual war, frantic preparations for a music recital are underway in a disintegrating theatre building. With the aftershocks of the bombing becoming more frequent, only one thing holds the structure together - the unwavering determination of a forgotten old man in the cellar beneath the janitor's apartment. With the i... Leer todo",--,Found Objects
10,"5,8",['Timothy Whitfield'],['Timothy Whitfield'],,15min,Sanity or Survival
11,"7,2",['László Nemes'],"['László Nemes', 'Timea Varkonyi']","An office clerk as seen during her daily routine - all the little vibrations of her face. And a man, impatiently waiting for her, beyond the windows.",14min,Türelem
12,--,['James Krenzke'],['James Krenzke'],"Homeless, destitute and forgotten, War Veteran and unwitting father Joseph Gray is plucked from the streets by a wealthy and shady Japanese business man. As repayment for his new master's kindness, Joseph must take care of the dirty work that results from his new masters criminal enterprises. For Joseph, killing was always easy, until he is confronted with the realiza... Leer todo",24min,The Shadow Man
13,--,['Kyle Moore'],DESCONOCIDO,Two broken lovers engaged in a tumultuous relationship decide to take the ultimate dare together.,10min,00:01:18
14,"5,4",['Emily Woof'],['Emily Woof'],,30min,Meeting Helen
15,"4,7",['Stanislav Güntner'],['Stanislav Güntner'],"A melancholic comedy about an architect in his midtwenty crises, a hitchhiking couple in love, a lonely island and about that you have to fight for love.",23min,Einsame Insel
16,"7,6",['Gavin Heffernan'],['Gavin Heffernan'],"The remains of a small town girl's dissipated faith are put to the ultimate test when a Virgin Mary statue begins bleeding from the eyes in Santa Croce, California.",23min,Santa Croce
17,"6,8",['Julia Stiles'],['Julia Stiles'],"In New York City, a young woman forms a curious bond with a lonely older man after they encounter one another on a street corner.",20min,Raving
18,"6,4",['Keith Kjarval'],['Lynn Thornton'],,--,Waylaid
19,"5,2",['Mihály Schwechtje'],['Mihály Schwechtje'],,23min,Az alma
20,"8,5",['Mark Riccardi'],['Nicholas Schodtler'],Three gamblers in search of a fool proof way of beating the bookies. What they come across will Shock you!,40min,Livewire
21,"7,9",['Janice Ahn'],['Janice Ahn'],,13min,Stutter
22,"7,1",['Darlene Johnson'],['Darlene Johnson'],"Crocodile Dreaming is a project developed by Darlene Johnson and the legendary Australian actorand winner of AFFs inaugural Don Dustan AwardDavid Gulpilil. It tells the story of two estranged half-brothers, Burrimmilla and Charlie, who must struggle against their own jealousy and distrust for each other. A violent death upsets the spiritual world, and Burrimmilla is c... Leer todo",25min,Crocodile Dreaming
23,"7,9",['Aaron Drew King'],DESCONOCIDO,"In the wake of tragedy, fourteen year old Maddie Clifford employs manipulation, insulin syringes, and an ill-fated rabbit in a startling quest for redemption.",25min,Redemption Maddie
24,"8,1",['Vishal Bhardwaj'],DESCONOCIDO,"This is an 18-minute truth about how one small mistake can change your fate, the fate of people close to you, the fate of your unborn child. And this is a story that no matter how terrible the consequences of such a mistake are - you should not burn bridges after it, committing even more serious offenses, you should always hope that tomorrow will come. This is a film ... Leer todo",13min,Blood Brothers
25,"8,2",['Rodrigo Rodero'],['Rodrigo Rodero'],,--,Seis o siete veranos
