,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,--,['Lucas Sachs'],['Lucas Sachs'],A wounded man who lays dying on a park bench meets a young girl that becomes a friend and confidant in his final moments.,5min,Delivery
1,--,['Mercy Nompone'],['Arianna Berry'],"Anna has a unique gift, the power to stop time. As she grows up, she learns to use her power more responsibly, and learns the limitations of her ability.",9min,Letting Go
2,--,DESCONOCIDO,DESCONOCIDO,A woman lays in her bed sleeplessly. Apart from her only the cleaning boy at the opposite office building is awake.,12min,Álmatlanság
3,--,"['Lee Simpson', 'Royal Binion']",['Lee Simpson'],"In the wake of his brothers murder NFL newcomer Scott Freeman returns home to grieve with his family. However, his old neighborhood friends have other ways to grieve.",17min,Scott Free
4,"8,6",['Tanja Golic'],['Tanja Golic'],The drama By Chance is a hommage to architecture and industry and at the same time a poignant tribute to the architecture of human relationships.,41min,Slucajno
5,--,['Lauro Cress'],DESCONOCIDO,"Much more then the topic of guilt, I am interested in the moment of getting in contact with a new kind of emotion. Philip is not able to cope with the accident and its consequences in a rational way. As much as this harasses him, it is also fascinating him. His desperate attempt to get grip of this emotion shows his deep desire for contact.",17min,Kontakt
6,--,['François Duarté'],"['François Bodecot', 'François Duarté']",,--,Sans faire de mal
7,--,['Daisy Hill'],['Daisy Hill'],,--,Snapshot
8,--,"['Chelsey Raegen Knapp', 'Jonathan Mazzei']",DESCONOCIDO,"Lapsed documents the deteriorating relationship between two young artists in the suburbs of a bankrupt Detroit. The camera behaves as the third character, capturing their most tender moments and explosive arguments, a raw portrait of self-destructive behavior spiraling out of control.",15min,Lapsed
9,--,['Maryam Ebrahimi'],DESCONOCIDO,The Death Row is a short documentary about public reactions to the artistic act of 15 afghan women. who fight for women's educational rights in Afghanistan in the form of a performance.,6min,The Death Row
10,--,['Valon Jakupaj'],"['Valon Jakupaj', 'Naser Shillova']",,--,Edhe 5 Minuta
11,--,['Nthabiseng Mokoena'],"['Rafeeqah Galant', 'Minky Schlesinger']","In the aftermath of police shootings at a local platinum mine, a young widow leaves her home in the Eastern Cape and travels to Rustenburg to claim her husband's body, as well as the pension she believes to be her due.",24min,Lungelwa
12,--,DESCONOCIDO,DESCONOCIDO,,4min,MockingJay Scenes
