,Tipo,Título,Año de estreno,Mes de estreno,ID
0,Short,Kill Switch,2022,10.0,tt10001728
1,Short,Siempre Yo,2022,3.0,tt10003926
2,Short,Città d'Oro,2022,2.0,tt10135104
3,Short,The Wake,2022,4.0,tt10217222
4,Short,Toxicos,2022,11.0,tt10303920
5,Short,Price,2022,10.0,tt10343626
6,Short,Not Ready,2022,6.0,tt10369606
7,Short,Intolerance,2022,,tt10388220
8,Short,Cousins,2022,,tt10422498
9,Short,Scarecrow,2022,12.0,tt10597604
10,Short,Cynisca Reborn,2022,12.0,tt10601566
11,Short,Inside,2022,1.0,tt10628016
12,Short,Out,2022,4.0,tt10653498
13,Short,"I Love You, Guys",2022,5.0,tt10653054
14,Short,North Star,2022,1.0,tt10684644
15,Short,The Deal,2022,6.0,tt10696052
16,Short,True to Life,2022,11.0,tt10701764
17,Short,Elle,2022,,tt10767508
18,Short,Avalon Drive,2022,,tt10771320
19,Short,The Light,2022,,tt10783094
20,Short,Astroman,2022,2.0,tt10821268
21,Short,Belvedere,2022,8.0,tt10903882
22,Short,The Resonance Principle,2022,4.0,tt10934192
23,Short,Essence of Love,2022,1.0,tt11063938
24,Short,Enough,2022,,tt11073838
25,Short,Tonight,2022,1.0,tt11113048
26,Short,Come on Home,2022,,tt11198098
27,Short,Tapu,2022,1.0,tt11203784
28,Short,Transgressing,2022,,tt11202078
29,Short,Diné,2022,11.0,tt11247732
30,Short,Swings and Roundabouts,2022,4.0,tt11261312
31,Short,Alice,2022,1.0,tt11349582
32,Short,Life After You,2022,,tt11348008
33,Short,Jungle,2022,12.0,tt11501984
34,Short,Family Portrait,2022,9.0,tt11513472
35,Short,Storage Room,2022,,tt11526654
36,Short,Los Patines,2022,6.0,tt11530796
37,Short,Pulpo Circus,2022,,tt11560380
38,Short,The Lego Batman and Spider-Man Movie,2022,1.0,tt11579056
39,Short,The Lie,2022,,tt11638946
40,Short,Taxi Driver Uncut,2022,8.0,tt11650840
41,Short,Roque,2022,9.0,tt11661506
42,Short,Two Plus Two,2022,2.0,tt11669304
43,Short,Abandoned,2022,,tt11701940
44,Short,Vlihi,2022,5.0,tt11729844
45,Short,Rebound,2022,,tt11733110
46,Short,Encounter,2022,,tt11790062
47,Short,Ghost of the Lake,2022,,tt11885520
48,Short,The Mourning Of,2022,,tt11894084
49,Short,Pretty Boy,2022,9.0,tt11923182
50,Short,Hidden Fight,2022,,tt11940614
51,Short,El Gallo,2022,9.0,tt11958336
52,Short,Norm's Birthday,2022,9.0,tt11992906
53,Short,Vi lyser i mørket,2022,7.0,tt12058510
54,Short,Georgia,2022,2.0,tt12076714
55,Short,Happiness,2022,1.0,tt12076878
56,Short,Fin,2022,,tt12082846
57,Short,Together,2022,,tt12093178
58,Short,Scout's Honour,2022,,tt12105324
59,Short,A Snapshot,2022,,tt12126336
60,Short,La maison de l'hypocrisie,2022,8.0,tt12142898
61,Short,Faceless,2022,,tt12175390
62,Short,My Heart Is No Longer an Orphan,2022,10.0,tt12183014
63,Short,Road to El Kef,2022,1.0,tt12210112
64,Short,The Dealer,2022,4.0,tt12221296
65,Short,The Woman Inside Me,2022,,tt12275444
66,Short,One Life,2022,,tt12316990
67,Short,Dear Sweet Jacob,2022,12.0,tt12385496
68,Short,Rebel Nature,2022,,tt12408294
69,Short,The Pen,2022,,tt12455644
70,Short,Anti-Utopia,2022,,tt12464572
71,Short,Fermoirophobia,2022,2.0,tt12560934
72,Short,Great Seeing You,2022,9.0,tt12556986
73,Short,Post Comedy,2022,,tt12570042
74,Short,Mfinfini: Somewhere In-between,2022,9.0,tt12586958
75,Short,Incognito: Part I,2022,10.0,tt12606368
76,Short,Suppression,2022,,tt12619638
77,Short,Those Days,2022,,tt12667998
78,Short,Sob Influência,2022,9.0,tt12669938
79,Short,Choices and Decisions,2022,2.0,tt12677942
80,Short,An Apology,2022,11.0,tt12688292
81,Short,Just Like the Butterfly,2022,3.0,tt12717804
82,Short,Dillon,2022,10.0,tt12786974
83,Short,The Right Thing,2022,7.0,tt12798182
84,Short,Pripyat,2022,,tt12824634
85,Short,Olga,2022,1.0,tt12833000
86,Short,Hat,2022,4.0,tt12937600
87,Short,Wednesdays at 5,2022,,tt12960166
88,Short,A Gentle Presentation,2022,,tt13023112
89,Short,Sunday Roast,2022,,tt13041500
90,Short,Down the Street,2022,,tt13055126
91,Short,Babygirl,2022,7.0,tt13059934
92,Short,Stuck in the Cycle,2022,3.0,tt13067244
93,Short,There's Something Wrong with Paul,2022,,tt13066414
94,Short,Sand,2022,2.0,tt13080694
95,Short,A Walk in West LA,2022,2.0,tt13148552
96,Short,The Sound Eye,2022,3.0,tt13154644
97,Short,Suitcase,2022,1.0,tt13161958
98,Short,Folding,2022,,tt13207702
99,Short,Ilhas do Triângulo,2022,1.0,tt13238252
100,Short,The Playboy of Park Slope,2022,,tt13242374
101,Short,The Chair,2022,1.0,tt13242170
102,Short,The Wild One,2022,10.0,tt13255734
103,Short,"T, TT, Terri, or Teresa...",2022,7.0,tt13267262
104,Short,The Magical World of Miracles,2022,,tt13294446
105,Short,"Deep Pockets, Empty Hearts",2022,6.0,tt13340190
