,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,7.1,['Bejoy Nambiar'],DESCONOCIDO,A grief-stricken cop and an amputee grandmaster are brought together by a peculiar twist of fate as part of a wider conspiracy that has darkened their lives.,1h 43m,Wazir
1,6.1,['Ewan McGregor'],"['Philip Roth', 'John Romano']",An All-American college star and his beauty queen wife watch their seemingly perfect life fall apart as their daughter joins the turmoil of '60s America.,1h 48m,American Pastoral
2,6.3,['Radu Mihaileanu'],DESCONOCIDO,The story of a long-lost book that mysteriously reappears and connects an old man searching for his son with a girl seeking a cure for her mother's loneliness.,2h 14m,The History of Love
3,4.2,['David Safarian'],DESCONOCIDO,"A tale of a man and a woman suffering near-absurd circumstances. Their narratives, recollections, imagination, dreams.",1h 44m,"Hot Country, Cold Winter"
4,6.3,DESCONOCIDO,"['Joel Coen', 'Ethan Coen']",A Hollywood fixer in the 1950s works to keep the studio's stars in line.,1h 46m,"Hail, Caesar!"
5,7.2,['Martin Scorsese'],"['Jay Cocks', 'Martin Scorsese', 'Shûsaku Endô']","In the 17th century, two Portuguese Jesuit priests travel to Japan in an attempt to locate their mentor, who is rumored to have committed apostasy, and to propagate Catholicism.",2h 41m,Silence
6,5.4,['Cynthia Mort'],DESCONOCIDO,"The story of the late jazz musician and classical pianist Nina Simone, including her rise to fame and relationship with her manager Clifton Henderson.",1h 30m,Nina
7,7.9,['Scott Slone'],DESCONOCIDO,"Inspired by war films from the 1950's, Retreat! tells the story of nine U.S. Soldiers who were forced to retreat into unknown territories deep in the heart of Korea.",--,Retreat!
8,7.0,DESCONOCIDO,DESCONOCIDO,"An uncompromising portrait of the struggles of a resplendent teenager with an anarchic spirit, fighting to maintain her existence in the bleak urban landscape of London. Angel is a cool but troubled nymphet, disillusioned by the tedium and meaninglessness of her uninviting working class future, her eyes filled with ferocious pique. Neglected by her abusive uncle and a... Read all",--,Gangster Kittens
9,6.2,['David Yates'],DESCONOCIDO,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",1h 50m,The Legend of Tarzan
10,5.1,['Phil Donlon'],"['Phil Donlon', 'Christopher E. Ellis']","Racial family conflict results in a horrific car accident that leaves Marcus Wells a successful African American executive, proud husband and father--alone, in a secret world of guilt and despair, while he cares for his wife's incapacitated grandmother. Displaced from city to farm life, Marcus faces his darkest fears, his wife's vengeful grandmother, and the truth abo... Read all",--,The Man in the Silo
11,7.1,DESCONOCIDO,"['Jeff Zimbalist', 'Michael Zimbalist']",Pele's meteoric rise from the slums of Sao Paulo to leading Brazil to its first World Cup victory at the age of 17 is chronicled in this biographical drama.,1h 47m,Pele: Birth of a Legend
12,7.0,['Remedios Malvárez'],"['Arturo Andújar', 'Remedios Malvárez']",,--,Alalá
13,6.2,['Gianfrancesco Lazotti'],DESCONOCIDO,"A spacious ballroom, a place outside of time, and the interlacing stories of its customers on a Saturday night.",1h 30m,La notte è piccola per noi
14,7.7,['Sylvain Jouannet'],DESCONOCIDO,"On a spring morning, a young girl's body is found at Conleau Beach in Vannes. The police easily identify the victim as Lauren Coulon, a popular high school student who was declared MIA a few days ago. Alongside the police investigation, her family and friends decide to investigate on their own. What nobody knows at the moment is that the Lauren Coulon case will permit... Read all",1h 15m,Blood of Hatred
15,7.0,['K. MoorthyKannan'],DESCONOCIDO,,2h 5m,Saalaiyoram
16,--,['Sasha Yevtushenko'],DESCONOCIDO,It's an audio play boadcast on radio.,--,Waiting for the Boatman
17,--,['Boz Temple-Morris'],DESCONOCIDO,"The story behind the unmasking of Mark Kennedy, the undercover police officer who infiltrated environmental campaigning organizations over a period of seven years.",--,Deep Swimmer
18,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt1002563
19,--,['Giles Dearn'],DESCONOCIDO,,--,The 45
20,--,DESCONOCIDO,DESCONOCIDO,"Tuola, the child of nomad adopted an unattended colt. The colt grew up under the care of Tuola. Two years later, the colt became a tall black horse and became the winner of the race meeting. The black horse became a close friend to Tuola. An accident happened, Tuola lost the black horse. He and his peers searched the whole valley during the holidays. Disasters pile up... Read all",1h 21m,Wuzhumuqin de hai zi
21,--,['Bittu Sandhu'],DESCONOCIDO,,--,Jattan Diyan Dildariyan
22,--,DESCONOCIDO,DESCONOCIDO,,2h 2m,"Blizhe, chem kazhetsya"
23,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt10069972
24,5.4,DESCONOCIDO,DESCONOCIDO,"After a missed flight, an absent-minded scientist must catch a cab to make his marriage proposal but a stern driver veers him further off-course.",1h 35m,"Taxi, What's Your Name?"
25,6.7,['Zsigmond Burján'],DESCONOCIDO,,2h,Csak még egyszer elöre
26,4.2,['Tuan Vu Dinh'],DESCONOCIDO,A magical encounter leaves a young woman with a dog that must help her romance a pop star in order to transform back into a human.,1h 40m,Until You
27,--,['Moo-Yeon Choi'],DESCONOCIDO,,1h 30m,The Influence of Sex on Dieting
28,--,['Pierre Nicolas'],DESCONOCIDO,,--,Chasing a broken heart
29,--,['Peter Hiscock'],DESCONOCIDO,,--,Emerald City: Live
30,6.1,['Krishna Akella'],DESCONOCIDO,The movie is about an attempt by Sunil the protagonist to repay a kindness earns him the wrath of a ruthless gangster Kabir Duhan Singh the antagonist who's wish is to continue his all illegal proceedings.,--,Jakkanna
31,--,['Peter Hiscock'],DESCONOCIDO,,--,Liberty Equality Fraternity: Live
32,--,['Enzo Acri'],DESCONOCIDO,,--,Migranti 1950
33,--,['Bambang Drias'],DESCONOCIDO,,--,Romansa: Gending Cinta di Tanah Turki
34,--,DESCONOCIDO,"['Murlidhar Bhawsar', 'Rajendra Sali']","Aart is is based on the true story of a woman named Kunda who belongs to the adivasi tribal group, and about the many sacrifices she made for her family.",1h 38m,Aart
35,5.8,['Rosendo Ruíz'],DESCONOCIDO,,1h 15m,Maturità
36,8.4,DESCONOCIDO,DESCONOCIDO,The film is a love story about a dalit boy and a high caste girl who fall in love and are forced to elope as the girls father does not approve.,2h,Ye Kaisa Pal Do Pal Ka Pyar
37,--,['Juanjo Martínez'],DESCONOCIDO,A Man returns to his origin town after living the worst tragedy of his life and realizes that now things have changed too much.,1h 1m,Volviendo a Casa
38,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt10238510
39,8.8,['Jitendra Ghanghorkar'],DESCONOCIDO,,2h 23m,Lakhanwadicha Raja
40,--,['Jill Singson Urdaneta'],DESCONOCIDO,"Troy, a bothered young man suddenly transforms into a monster that feeds on his flawed beliefs. His high is a bitter sweet melody that drives him even more to deprive himself of sanity. Eric, facing a misconception of things between him and his friends becomes a victim to his screwed assumptions because of Carla's plainness and flawed signals. The 3 friends tangle in ... Read all",1h 3m,Partee
41,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt10280638
42,--,['Haribhai Maniya'],DESCONOCIDO,Koi Aane Parnavo is a struggle for finding A Bride for Bhurabhai.. A simple and very innocent Village boy. A Out and Out Fund Ride when Bhura Bhai makes mess of every meeting for his marriage due to his innocence.,2h 32m,Koi Aane Parnavo
43,--,['Bowen Liu'],"['Zhou Sirao', 'Wu Xiaolei']",,1h 27m,The Fraud Love Group
44,8.8,['Benni Setiawan'],DESCONOCIDO,"Itje (Velove Vexia), a village girl hopes her life will change drastically after marrying a French man, Clement (Nino Fernandez).",1h 46m,Wa'alaikumussalam Paris
45,6.4,['Guntur Soeharjanto'],"['Asma Nadia', 'Alim Sudio']","Rania Samudra (Bunga Citra Lestari) is a travel writer and nicknamed Jilbab Traveler by the readers. When her father was sick, Rania decided to go home. But her father does not want her to worry and keep asking to continue her journey.",1h 52m,Jilbab Traveler: Love Sparks in Korea
46,--,['Shekhar Das'],DESCONOCIDO,,--,Nayanchampar Dinratri
47,--,['Ali Mohammad Ghasemi'],DESCONOCIDO,"In the mountainous and forest heights in the north of Iran, in the fog, a big mistake disrupts a love story. The family falls apart, and the older generation cannot help the younger generation. The old generation is disappointed with life, confined at home, in pain, and the young generation, inexperienced and wild, seeks a new way of life. The cost of expiation is not... Read all",1h 16m,Dogs and Fools
48,--,['Antonio Morabito'],"['Antonio Morabito', 'Manrico Zedda']","There's always someone who ends more last than the others, but in the chart of those who end as last one, Manrico is certainly on top. Manrico is a 30 year old guy, suffering from muscular dystrophy, who can only move one hand and his head. Having lost both his parents, he lives with his grandmother, who's now unable to take care of him, and he's totally dependent on ... Read all",1h 16m,Che cos'è un manrico
49,--,['Eric Norcross'],DESCONOCIDO,,1h 58m,Ataraxia
50,6.1,['Hyun-Hoon Cho'],"['Hyun-Hoon Cho', 'So-mi Kim']","A runaway young girl gets abandoned by her lover and tried to commit suicide in the same motel where her boyfriend abandoned her! Then one transgender woman called ""Jane"" arrive at the door, and she claims that the same guy is her lover also. Both of them come close, and somehow a unique Mother and daughter relationship develops. The Young girl now decides to find the... Read all",1h 44m,Jane
51,--,['Philp Walker'],DESCONOCIDO,,--,Him
52,--,['Catharina Göldner'],DESCONOCIDO,"During the summer holidays, theatre inspector Miriam waits impatiently for her crush, a cosmonaut on a space mission, to return to Earth. She becomes impatient and finally consults an astrologer. The astrologer tells her that the cosmonaut is not the right partner, since her perfect match must have been born on 19 January 1985 .",1h 1m,Kosmonautensehnsucht
53,6.8,['Pawel Podlejski'],DESCONOCIDO,,1h 16m,Consolation
54,7.2,['Nishant Dave'],DESCONOCIDO,The film is about the lifestyle of 3 close college friends who live their life on their own terms. But accidentally they insulted one child who was regularly met them for the donation. This 3 Bindaas boys insulted him very roughly and after that they came to know that the boy was from NGO. This 3 Bindaas boys emotianally attached with NGO and try to help Harikaka. Now... Read all,2h 57m,Aapne to chhie bindaas
55,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt10583610
56,5.2,['Mario Savanco'],DESCONOCIDO,"Desperation and debt causes a man to kidnap a little girl for her ransom. It is a bold and dangerous move, but does he have what it takes to see it through to the end? Does he have it in him to do the unthinkable if necessary?",1h 19m,Stockholm
57,8.9,['Fadhel Jaziri'],"['Fadhel Jaziri', 'Nejma Zghidi']","Hind, a popular television show producer and star presenter, falls in love with Lassaad, a police commissioner who was investigating a murder of a building contractor. in the process, they discover a network of Jihadist smugglers to Syria.",--,Eclipses
58,--,DESCONOCIDO,DESCONOCIDO,"A young boy in a village, constantly discouraged from pursuing his talents due to belonging to a lower caste. He moves to Austria where he meets a woman who shows him unconditional love, and yet, leaves her.",--,Kya Fark Padta Hai
59,--,['Ugezu J. Ugezu'],"['Ugezu J. Ugezu', 'Vera C. Uzokwe']",,1h 59m,Echoes of Love
60,--,['L.T. Hewitt'],DESCONOCIDO,,1h,Nadsat
61,--,['Suvendu Raj Ghosh'],DESCONOCIDO,,--,Chetana
62,--,['Deeptanshu Sinha'],DESCONOCIDO,A man is on a journey to discover himself as an artist.,--,Circle
63,--,['Deeptanshu Sinha'],DESCONOCIDO,A boy tries to overcome the loss of his twin brother.,--,Twiin
64,--,DESCONOCIDO,"['Abhijit Mazumdar', 'Yang Zimik']",Four actors and a director explore a dilapidated theatre to understand the essence of space.,--,The Players
65,--,['Deeptanshu Sinha'],DESCONOCIDO,A girl buys a new cellphone and eager to unbox it.,--,Snakes & Ladders
66,--,['Deeptanshu Sinha'],DESCONOCIDO,An employee has a bad at the office as he tries hard to cope up to the mixed emotions.,--,Switch
67,--,['Judith Plank'],DESCONOCIDO,A mother grieves the loss of her young son (a freak accident) then the loss of her husband in Iraq.,--,Monotony's Lover
68,5.2,['Amruth Kumar'],DESCONOCIDO,The ghost of a young boy sees an actress who resembles the girl he was in love with. Will the girl realise his presence around her?,1h 51m,Riktha
69,6.7,['Tohru Kamei'],DESCONOCIDO,,1h 44m,Be My Slave
70,--,DESCONOCIDO,DESCONOCIDO,,1h 33m,Bai mao niu
71,4.4,['Khairil M. Bahar'],DESCONOCIDO,"The action-packed dance film is inspired from the reality series program, ""Showdown"", and revolves around the dance group ""Battle Crew"", who aspires to become champion in the largest dance competition in Malaysia.",1h 37m,Showdown The Movie
72,--,['Lucas Marques'],DESCONOCIDO,"Anita is an actress who lives with her boyfriend Charles. After doing an abortion, she leaves behind the main part on a play, just to after a short time discover that she was replaced by Irene, an aspiring actress.",1h 36m,Sobre Mariposas e Borboletas
73,--,['Liliya Trofimova'],DESCONOCIDO,,--,Printsip Taliona
74,5.2,DESCONOCIDO,DESCONOCIDO,"A compilation of short films exploring first love, revenge, new beginnings and more are unwrapped in the first of this exciting series of compilations, programmed by the New Queer Visions Film Festival strand.",1h 48m,New Queer Visions: Lust in Translation
75,--,['Mola Khezra'],DESCONOCIDO,"''Wolves'' are two young drug addicts trying to save their families, Nasser tries to save his daughter from his ex wife who is a crack addict..",--,The Wedding of Wolves
76,5.8,['Irish Braschi'],"['Giorgia Cecere', 'Giancarlo De Cataldo', 'Dacia Maraini']","Five women different from each other, by age and social background, but who share experiences of a possessive, morbid love, which suddenly leads to various forms of violence. Marina believes that love coincides with having to respect the strict rules imposed by a violent husband, whose violence is morbidly transmitted even to the couple's little son. Angela is a 50-ye... Read all",1h,L'amore rubato
77,6.0,['Tiziana Bosco'],DESCONOCIDO,"A mafia killer accepts to take the identity of his last victim in order to redeem his past. Two games of chess - one with his victim, the other with his boss - will stress the turning points of this change. The killer meet his victim on a ship that carries back together in Sicily 40 years after their departure. Only one will arrive in Sicily, but he'll chose to change... Read all",1h 27m,The Wait
78,--,['Robert Hatch'],DESCONOCIDO,,1h 1m,Infinite Gift
79,--,['Elena Borisova'],DESCONOCIDO,,--,Osenyu 41-go
80,--,['Arvind Choubey'],DESCONOCIDO,,2h 36m,Tridev
81,--,DESCONOCIDO,DESCONOCIDO,The simple and sincere ways of rural life are depicted as the current society is depicted through the interactions of contemporary youth and older citizens.,--,Tie Zhu into the city
82,--,['Rajkumar R. Pandey'],DESCONOCIDO,,2h 37m,Truck Driver 2
83,--,['Yan Hongbing'],DESCONOCIDO,"Tiangxing is a survivor, managing to stay alive despite trafficking in the lurid world of gangsters. When she is caught in the middle of two warring gangs, Tiangxing becomes embroiled in danger that even she might not survive. Little does she know she has a guardian angel in the form of her golden retriever, Jin Maofei.",--,My Boyfriend is A Dog
84,6.7,['Oscar Gonzalez Iñiguez'],DESCONOCIDO,,1h 45m,Las hijas del narco
85,--,['Jaydeep Yeole'],DESCONOCIDO,,2h 5m,Page 4
86,8.8,['Premashu Singh'],DESCONOCIDO,,2h 2m,Saajan Chale Sasural 2
87,--,['Neil Bahadur'],DESCONOCIDO,"There is a dead body sitting outside of a library which an unnamed young man is arrested for. He escapes, and wanders an unnamed city - spaces take on different meanings in handcuffs.",1h 8m,From Nine to Nine
88,--,['Mazhar Moin'],DESCONOCIDO,"Shakoor, is a man who run his household expenses by scrap dealing but Fareeda, Shakoor's spouse always be angry and make argue with Shakoor to become a scrap contractor as contractor takes a loin share, but Shakoor doesn't willing to quit inherent business at any cost. Dilruba, Shakoor's daughter surrendered in love with her childhood fiancée Ashiq. Ashiq is a son of ... Read all",--,Chhappar Phaar Kay
89,4.2,['Xiaoping Wang'],"['Xiaoping Wang', 'Yuan Zhang']","The film ""Lost sheep"" story took place in the northwest of the ordinary mountain village, the villagers are not rich but very content, leading a life without possessions, night, the shepherd Zhang Yonghong lost four goats to sell one night A poor family had four sheep stolen and then four more exploited by officials",--,Diu yang
90,--,DESCONOCIDO,DESCONOCIDO,,1h 46m,Please Stop... The Endless Gang Bang Hell of A Fallen Female TV Announcer Anri Kizuki
91,6.4,['Mateo Herrera'],"['Mateo Herrera', 'Antonella Frisone']","Agustín needs solitude to finish his graduate thesis. He spends his days writing, eating and taking strolls in a landscape of cliffs and hidden chasms. All changes when Lucía and her boyfriend Sebastian camp next to him.",1h 27m,Chuquiragua
92,--,['Parmanand Kori'],DESCONOCIDO,,--,Pyar Daa Sandesh
93,--,['Brittany Butler'],"['Brittany Butler', 'Carolyn Nelson Henry', 'Kimberly White']",,--,The City of Crosses
94,--,['Siamak Kashefazar'],DESCONOCIDO,,1h 22m,AvA
95,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt11238000
96,--,['Lalit Kumar Arya'],DESCONOCIDO,,2h 1m,Nayanvan Ke Baan
97,--,['Anand .D. Ghatraaj'],DESCONOCIDO,,1h 52m,Ye Mohabbatein
98,--,['Kuiyong Guo'],DESCONOCIDO,"Chaowei is a freelancer who can eat and live in the five-star hotel. After testing the last hotel, he can have the qualification of ""five-star"" test sleeper. Unexpectedly, he descended from the sky to his bed. The girl made him unreasonably involved in the ""pornographic door"", which is a big ""stain"" for a test sleeper. Li Chaowei thought that this was just a despicabl... Read all",--,Shi shui yuan 48 xiaoshi
99,6.9,['Gary Ross'],DESCONOCIDO,A disillusioned Confederate army deserter returns to Mississippi and leads a militia of fellow deserters and women in an uprising against the corrupt local Confederate government.,2h 19m,Free State of Jones
100,--,['Satish Jain'],DESCONOCIDO,,2h 48m,Ram Lakhan
101,--,['Ajay Shrivastav'],DESCONOCIDO,,1h 52m,Gharwali Baharwali
102,6.3,['Buta Singh'],DESCONOCIDO,,2h,Kacche Dhaagey
103,2.1,['Mehdi Boostanparvar'],DESCONOCIDO,,1h 33m,Payiz
104,7.2,['Swarup Ghosh'],DESCONOCIDO,An intense love saga of detestation transforming into endearment .,2h 20m,Tobu Aporichito
105,--,DESCONOCIDO,DESCONOCIDO,,--,Rambha Urvasi Menaka
106,--,['Alessandro Derviso'],DESCONOCIDO,,1h 26m,L'ultimo passo del perdono
107,7.6,DESCONOCIDO,DESCONOCIDO,"Antonio and his friend Bassanio borrow money from Shylock, a rich Jew, so that Bassanio may marry. When the payment is due, Bassanio can't pay and Shylock demands a pound of his flesh.",2h 30m,The Merchant of Venice
108,--,['Kris Limbach'],DESCONOCIDO,"A dysfunctional tourist couple tries to buy a huge property in the Spanish countryside and become a driving force towards a dystopian world. But there are other obscure figures distracting them from their enterprise. There is distrust, misunderstanding and hidden forces behind people's behaviour. But there is also a primitive state getting revealed, a pre - civilisati... Read all",--,The Lost Color
109,4.7,['Martin Guigui'],DESCONOCIDO,"Based on the tumultuous real-life experiences of legendary boxing champion Jake LaMotta, THE BRONX BULL chronicles his rise as a world-class boxer and his struggles with life outside of the ring, offering an unflinchingly honest look into the heart of a champion.",1h 34m,The Bronx Bull
110,--,['Ryutaro Kodama'],"['Ryutaro Kodama', 'Kazune Okada', 'Nozomu Ueda']",,1h 25m,Magic
111,--,['Rina Tanaka'],DESCONOCIDO,,1h,Snake Beneath the Flower Petals
112,--,['Tatsunari Ôta'],"['Kôtarô Kimura', 'Tatsunari Ôta']",,1h 5m,Bundesliga
113,--,['Szymon Nowak'],"['Tadeusz Dolega-Mostowicz', 'Miroslaw Miniszewski']",Jakub is coming back to his home town only to discover his former girlfriend has leukemia. He has to confront the past he wanted to escape from.,1h 27m,Wnyki
114,7.2,['Asep Kusdinar'],DESCONOCIDO,Fate unites 4 different people with different situations and brings a little bit of surprise into their lives.,1h 29m,London Love Story
115,--,['Ravi Sinha'],DESCONOCIDO,,--,Dil Dosti Dushmani
116,--,['Guntur Soeharjanto'],DESCONOCIDO,"Fatin wants to enter the Indonesia Dreams singing competition. He was supported by his friends. It made him excited for his dream of becoming a famous singer. All the events he poured in the diary that he gave the title, ""Dreams"".",1h 37m,Dreams
