,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,--,['David Pastor'],"['Sonia Gago', 'David Pastor']",,15min,Entre la multitud
1,"6,9",['Márta Mészáros'],DESCONOCIDO,,35min,Csodálatos mandarin
2,"7,0",['Faye Dunaway'],"['Faye Dunaway', 'Tennessee Williams']",A young girl escapes from the boredom of a small town existence in the 1950's.,30min,The Yellow Bird
3,"6,0",['Julio Díez'],['Julio Díez'],,15min,Una feliz navidad
4,--,['Gregory Horoupian'],"['Hadj Gill', 'Gregory Horoupian']","Roger is going to kill a man. His good friend Danny talks him out of doing it. But Roger has a plan, and Danny doesn't like his role.",--,A Perfect Execution
5,"8,2","['Arantxa Rípodas', 'Enrique Zerpa']","['Arantxa Rípodas', 'Enrique Zerpa']",,18min,El último baile
6,"5,8",['Katherine Brooks'],['Katherine Brooks'],"In this short film, a girl named Sara recalls her senior year of high school and the intense crush she had on another girl.",7min,Dear Emily
7,"6,7",['Brendan Donovan'],['Brendan Donovan'],,--,Here
8,"6,1",['John Regan'],"['Shane Bartlett', 'Richard Parron']",When a family moves across the street a young girl thinks she has met the man of her dreams. Prompted by an unsettling discovery she tries to uncover the truth behind her boyfriend's suddenly strange behavior.,14min,The Flock
9,--,['Jeremy Podeswa'],"['Jeremy Podeswa', 'R.M. Vaughan']",,23min,The Susan Smith Tapes
10,"7,4",['Frank Robak'],['Frank Robak'],"Set in 1877, this is a gritty tale of two outlaw brothers trying to escape something worse than the law.",29min,The Whirlwind
11,--,['Jeico Castro Ferrari'],"['Jeico Castro Ferrari', 'Edgar Soberón Torchia']",A Latino couple faces tragedy after years of economic struggle and personal crisis.,5min,A Design for a Life
12,"5,0",['Tara Johns'],['Tara Johns'],,12min,Killing Time
13,"4,7",['William Branden Blinn'],['William Branden Blinn'],"Casey abruptly calls off the wedding just as the invitations are about to be mailed, sending her fiance Clay into a tailspin. Clay's best friend Reggie breaches the sanctity of their friendship to bring Clay face to face with what his 'business as usual' approach toward Casey has fostered and what he must do to correct it.",24min,Confidences
14,"8,5",['Roberto Pérez Toledo'],['Roberto Pérez Toledo'],,23min,Lluvia
15,--,['Lasha Dardagany'],['Lasha Dardagany'],"George 'Gio' Baratelli travels back to his hometown of Tbilisi, only to find his Godfather Archil has been died. During this visit, George realizes that the death of his Godfather was not accidental, but a murder. With this knowledge, George sets out to find all those responsible. Unable to be helped by Natalie, his childhood friend and a granddaughter of his Godfathe... Leer todo",10min,El día del pago
16,"6,6",['Amir Rezazadeh'],"['Lotte Tarp', 'Amir Rezazadeh']","Elisabeth is a 70-year-old woman who has injured her leg. Karima is a young girl of immigrant parents who is hired to help Elisabeth. Their backgrounds are very different, and their relationship is characterized by skepticism and suspicion until they find each other in music, their mutual passion. When Karima must suddenly get married, it appears that their lives are ... Leer todo",22min,To kvinder
17,"6,9",['Alicia Duffy'],['Jim McRoberts'],,12min,Crow Stone
18,"6,5",['Anne Heeno'],['Anne Heeno'],"Jørgen and Tascha meet on a bridge. They share the same wish to commit suicide, but they are distracted by each other's presence. In spite of their very different backgrounds they keep on moving closer to one another. Will they succeed in taking the big step? Another Blue Day is a tragicomedy about an encounter between two quite different people, whose paths cross.",16min,Gråvejr
19,"5,4",['Paco Rañal'],['Paco Rañal'],,--,Inútil
20,--,['Semi Chellas'],"['Judith Wambera', 'Semi Chellas']",,19min,Three Stories from the End of Everything
21,"6,5",['David Ahearn'],"['David Ahearn', 'Steve Silberberg']",A has been actress plans her own kidnapping to get back on top.,20min,Burning the Grump
22,"5,7",['David Brooks'],['David Brooks'],"In a kaleidoscopic road tour through nocturnal Los Angeles, a young man plans the perfect insurance-scam car crash.",16min,Member
23,"4,0",['Lisa Munthe'],['Lisa Munthe'],,26min,Rymningen
24,"6,7",['Chris McCaleb'],"['Stuart Bousel', 'Amanda Karam', 'Chris McCaleb']","A journey through life, lust and death, amidst the dizzying world of dance culture.",6min,Insomnia
25,--,['Lionel Michaud'],['Lionel Michaud'],,26min,Sing Sinatra
26,"6,2","['Angela Pires', 'Liliana Sulzbach']",DESCONOCIDO,"Fred is a blind boy who lives alone with his mother. Out of his dull routine, in which nothing ever changes, he speculates continually about the color of things and claims to prefer the color white, which represents for him everything that is unattainable.",23min,O Branco
27,"8,9",['Mitchell Ness'],DESCONOCIDO,"This film is about a regular message board poster and her experiences on a popular international internet message board. It is a comedy filled with drama, a virtual dramedy. Set inside the den of Phenomenal Woman's home this movie highlights her daily interactions via computer with other message board posters. The humor, conflicts, jealousy, cliques, rivalry, and cama... Leer todo",--,Phenomenal Woman
28,"6,0",['Thiago Da Costa'],['Thiago Da Costa'],,35min,Antes Da Partida
29,"4,7",['Richard Van Den Bergh'],['Richard Van Den Bergh'],"Two friends go out one night to a strip club, but when one guy slips a pill in the other's drink, all hell breaks loose. You see into the mind of someone when they're stoned and hallucinating. Enjoy. :D",15min,Flipside
30,"8,2",['Jim Berry'],['Jim Berry'],"The tragic true story of Ignaz Semmelweis, the Hungarian doctor who discovered a method for preventing the lethal disease of childbed fever. The Vienna General Hospital, 1849; one in three new mothers die within days of giving birth. Director Klein deems it 'the price God has put on the great gift of bearing a child.' But Ignaz Semmelweis, assistant to the second ward... Leer todo",20min,Semmelweis
31,"9,6",['Tracie Dean Ponder'],['Tracie Dean Ponder'],The death of a loved one prompts a group of friends to share their individual secrets.,--,Our Journey
32,"3,6",['Tigran Khzmalyan'],"['Tigran Khzmalyan', 'Leonid Yengibarov']","Filmed as both a biopic and a parable, this film covers the life of Leonid Engibarov and famous clown/poet in Armenia in the 1960's and 1990's. It is also an allegory of the love affair of the director and is native homeland of Armenia. Much of the film is intensely surreal and is meant to represent many of the challenges that the countries faced after gaining Indepen... Leer todo",1h 40min,Pierlequin
33,"7,9",['Cedric T. Bradley'],"['Eric Bomba-Ire', 'Cedric T. Bradley', 'Dave R. Watkins']",,--,Invisible Kitchen
34,"6,1",['Emad Beshay'],['Emad Beshay'],"Haunted by images, ""deja vu"", Karen Gold wanders through her life, finally guided by Mark Blackhawk, her broker's advice as he places her into destiny hands.",58min,The Lost Face
35,"7,8",['Dil Kumar'],['Dil Kumar'],,--,Tamboo Mein Bamoo
36,"3,0",['Del Rangel'],DESCONOCIDO,,1h 24min,Os cristais Debaixo do Trono
37,"5,2",['Kôsuke Suzuki'],"['Hirotoshi Kobayashi', 'Shinichi Koga']","The fourth movie in the highly successful Eko Eko Azarak series. Following the events of the second movie, Misa (this time played by TOEI poster child and Battle Royale II starlet, Natsuki Kato) discovers, along with the rest of Japan, the strength of her newly acquired powers when she and her friends are attacked in the woods.",1h 29min,Eko eko azaraku
38,"6,8",['Itai Lev'],['Itai Lev'],,1h 33min,Hamesh Dakot BeHalicha
39,"6,1",['Matt Kurtz'],['Matt Kurtz'],"Mike, with his secure job, steady relationship with girlfriend, Sarah, and the feeling that his life could be more, spins into an out-of-control relationship with Amy, who his best-friend, Eddie is seeing. With his life with Sarah in ruins and Eddie's immanent discovery of betrayal, his life is definitely more.",1h 36min,Falling Hard
40,"4,9",['Ruben Kochar'],"['Ruben Kochar', 'Armen Vatyan']","In Ephesus, a city in Ionia, on the night of July 21st, 356 B.C., an unknown man by name Herostratus, sets fire to the Temple of Diana (Artemis) with intent to render his name immortal. The temple was regarded not only as a sanctuary, but as the most beautiful edifice on earth, built as a tribute to the goddess of hunting and of nature. The citizens of Ephesus (today ... Leer todo",1h 58min,Herostratus
41,--,['Jwngdao Bodosa'],['Jwngdao Bodosa'],,1h 24min,Gwdan Muga
42,"4,4",['Yukio Fuji'],['Yoshihiro Ishimatsu'],True story of a number of Imperial Japanese Army officers and soldiers who remained in Indonesia to fight off European colonists trying to retake the country after Japan's surrender.,2h 2min,Murudeka 17805
43,--,['K. Louise Middleton'],"['K. Louise Middleton', 'Louise Middleton']","An otherworldly vision prompts a young woman to pursue a homeless Mexican immigrant who she believes is a Nineteenth Century Peruvian Saint. The intensity of their relationship creates an inevitable, violent confrontation. What she learns about her lover destroys her fragile cocoon and brings her into the world for the first time.",1h 30min,Glass
44,--,['Rokuro Mochizuki'],['Shigenori Takechi'],,1h 46min,Shishi no ketsumyaku
45,"5,3",['Tony Tite'],['Tony Tite'],"Determined to rid their neighborhood of the influences of gang violence, RoRo and Samuel organize the law-abiding citizens to reclaim their turf.",1h 45min,Black & Blue
46,"6,6",['Hiroshi Sugawara'],['Masato Katô'],"New teacher Miwamoto is transferred to an elementary school in Yamaguchi Prefecture. Many natural and manufactured obstacles come at them when students and teacher begin to raise fireflies. With help and heart from the entire class, including a student who has lost his mother, the fireflies dance in the night.",1h 53min,Drug
47,"7,1",['Tom Hofbauer'],['Tom Hofbauer'],"Brian Nowicki is arrested for his participation in a hate crime and sentenced to 600 hours of community service in an AIDS hospice. Faced with the reality of people living their lives in the shadow of this devastating disease, Brian is forced to reexamine his own values and priorities.",1h 30min,In the Company of Strangers
48,"5,5",['Shun Nakahara'],DESCONOCIDO,"In her brother's apartment where he died, Yuki finds a vacuum cleaner with its cord still hooked up to the outlet. She discovers that the circumstances surrounding her brother's supposed suicide are sketchy at best, yet no one has any answers. When she starts having hallucinations involving his ghost, however, she seeks some psychological help, eventually uncovering s... Leer todo",1h 53min,Konsento
49,"5,4",['Toshiharu Ikeda'],"['Masaya Ozaki', 'Nanaeko Sasaya', 'Setsu Yamaguchi']",A two part horror film. The first segment deals with a teenage girl who leaves her body to torment the lovers of classmate Ryoji - whom she loves. The second segment deals with a girl's new haunted apartment.,1h 57min,Ikisudama
50,"5,5",['Mehmet Ezici'],['Mehmet Ezici'],,1h 20min,O Benim Karimdi
51,"6,2",['Gani Rüzgar Savata'],['Gani Rüzgar Savata'],"A story of return to the villages that have been evacuated due to terrorism in Southeast of Turkey. However, the settlements are not as they were left, they were burned and destroyed. Livestock was also paralyzed.",1h 43min,Dava
52,--,['Oguz Gözen'],['Oguz Gözen'],,1h 33min,Kirlangiç Dönüsü
53,--,['Oguz Gözen'],['Oguz Gözen'],,--,Buruk Sevinçler Sokagi
54,--,['Oguz Gözen'],['Nadire Zeybel'],,1h 30min,Kardes Ugruna
55,--,['André Delhaye'],['André Delhaye'],,1h 40min,Até Amanhã
56,"3,4",['Suren Babayan'],"['Suren Babayan', 'A. Hovsepyan', 'Pär Lagerkvist']","Set as a film within a film, or a film about a film being made, this psychological drama weaves in mystical themes with themes of the mystery of creating a work of art. The film that is being made is based on Pär Lagerkvist's novel ""Barabbas."" Barabbas was the criminal crucified along side of Jesus that was chosen by the Isrealites to be pardoned instead of Jesus. The... Leer todo",1h 20min,Khent hreshtak
57,--,['Stephen Ellis'],['Stephen Ellis'],"Three erstwhile friends rediscover themselves and their friendship in a weekend fueled by alcohol, sarcasm, betrayal and interference from girlfriends",1h 45min,Cincinnati to Cymru
58,"4,1",['Mehrdad Mir Fallah'],"['Tahmineh Milani', 'Ali Zhekan']",,--,Khakestari
59,--,['Jay Wright'],['Jay Wright'],"Is it a psychological adventure or complete breakdown? How do you know who you are? A darkly comic film about the limits of knowledge. Made on DV using early desktop tools in the style of Pi, Dead Man, Brazil, or Adult Swim animation. The film played at more than 20 fests and was shortlisted for Sundance American Spectrums. Also on DVD. Soundtrack: 1CHTHY5 at LastFM.",1h 21min,The Color of Fish
60,--,['Jonathan Ogilvie'],['Jonathan Ogilvie'],,50min,Jet Set
61,"7,3",['Grzegorz Lipiec'],['Grzegorz Lipiec'],"The action of the film takes place at Osiedle Piastowskie in Zielona Góra . A group of friends from the backyard finds a way to prevent provincial stagnation in amateur filmmaking. Their latest painting is at the threshold of going beyond the concrete block housing estate. Suddenly, a boy from the neighborhood appears with new ideas. In addition to colorful lasers of ... Leer todo",1h 27min,Ze zycie ma sens
62,"7,2",['Yu Suzuki'],['Yu Suzuki'],Follow Ryo Hazuki as he attempts to track down the man responsible for his father's death.,1h 28min,Shenmue: The Movie
63,"6,5",['Vijay Sadanah'],DESCONOCIDO,"Widower Hridaynath gets his eldest daughter, Geeta married to army major Pratap Singh while he lives with his youngest, unmarried daughter, Priya in Dehra Dun. Geeta along with Pratap and their new born baby, Munna visits and stays over for a few days where they gets informed that Hridaynath lives under constant threats from a loan stark for loan he had taken to use f... Leer todo",2h 37min,Pyaar Zindagi Hai
64,"7,8",['Erick Scott'],"['Kristen Regnerus', 'Erick Scott']",,1h 2min,Digging with Earnest
65,"6,0",['Hua-Tao Teng'],['Wei Li'],,1h 25min,Yibai ge
66,"7,8",['Mikho Borashvili'],"['Mikho Borashvili', 'Tamaz Mamulashvili']",,1h 37min,Tsarieli sivrtse
67,"9,1",['Eduardo Mendoza de Echave'],['Eduardo Mendoza de Echave'],,52min,TQ-1992
68,--,['Susan Evans'],['Susan Evans'],,1h 57min,Odessa Sleeps
69,--,['Rick Kleinsmith'],['Rick Kleinsmith'],"Jay has always fought to fit in. Being the only white kid in a black neighborhood he knows what prejudice is. But when he meets Amy, a private school transfer, life gets complicated.",--,The Darker the Berry...
70,"3,1",['Müjdat Saylav'],['Gani Rüzgar Savata'],,--,Kardakiler
71,"7,1",['A.R. Murugadoss'],DESCONOCIDO,"Dheena works for his brother Adhikesavan, a gangster, and is very close to him. However, things turn sour between them after a misunderstanding leads to the death of their sister.",2h 47min,Dheena
72,--,['D.J. Matrundola'],['D.J. Matrundola'],"Three stories that connect about love, friendship and the end of a relationship.",1h 15min,Three Steps Back to Nothing
73,"7,0",['Merab Tavadze'],['Merab Tavadze'],,1h 30min,Khveuli kibit
74,--,['Sathysm Babu'],DESCONOCIDO,,--,Athanu
