,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,"7,2",['Mu Sun'],['Mu Sun'],An unappreciated and disliked TV station worker has a reversal of fortune with the impulsive purchase a mystical watch.,22min,The Watch
1,--,['Irene Miracle'],"['Irene Miracle', 'F.X. Feeney']","A young Abenaki chief in 1774 loses his family in an attack and attempts to redress his loss by taking a young white girl prisoner. She, too, is without a family, for very different reasons. What they discover surprises both of them.",--,Changeling
2,"6,4",['D.C. Douglas'],"['Betty Malicoat', 'D.C. Douglas']",A day in the life of Sharon as she struggles with a recent divorce and a current perception problem.,18min,The Crooked Eye
3,"7,2",['Raúl Caballero'],['Raúl Caballero'],,10min,Julieta
4,"9,7","['Alex Justinger', 'Ben Robertson']",DESCONOCIDO,"In a tribute to the era of German Expressionism, ""Rougge The Vampyre"" is the tale of a vampyre longing for his lost mortal feelings of love only to find jealousy.",28min,Rougge the Vampyre
5,"8,3",['Abigail Steinberg'],DESCONOCIDO,"Chrissy, the gum chewing hit woman has a dirty laundering job to finish. When things fall apart, and we find out she isn't who we thought, everyone must look for a sign from God, so that murder doesn't spoil the whites. When the sign happens everyone scrambles to determine if it's a sign from GOD or life on it's own terms.",--,Laundry
6,"5,1",['Daisy Gili'],['Ian Beck'],"A young girl flees to France to forget her boyfriend; first his letters pursue her, then he himself follows her there. During a party to celebrate the moon landing she takes her own small step...",12min,The Summer House
7,"8,2",['Mervyn Cumming'],"['Bill Rutledge', 'Frank Williams']","When a man is found murdered along a cliff-top, a local family begin to suspect one another when they provide false alibis to the police.",15min,Murder by Appointment
8,"6,7",['Hassan Said'],['Hassan Said'],"Oliver, a retired single parent, comes home from the store to find his autistic daughter, Ana, brutally abused. Taking matters into his own hands, the father sets off on a hunt to reap his revenge.",19min,Mute
9,--,['Veronique Doumbe'],['Sherry McGuinn'],A father on his second tour in Iraq. A mother trying to keep her children safe. A son on the brink of manhood. A daughter anticipating her tenth birthday. A party that will change their lives forever.,7min,The Birthday Party
