,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,--,['Kaethe Niemeyer'],"[""Stefan Enzmann 'Enzo'"", 'Jörg Vincent Malotki']",Paul checks his answering machine and gets a message from Sandra. Great! But which Sandra?,15min,Die Sandra Situation
1,"8,4",['Frelle Petersen'],['Frelle Petersen'],"The competition among the many hairdressers is rough in a well-known Ghetto Street in Copenhagen. You must know a few ways to survive. Ways to make sure you keep your customers and ways how to steal customers from the competing hairdressers. At the same time three hairdressers: Tonni, Homo Phillip and the French-Serbian Jacques compete to win the election and become t... Leer todo",29min,De kaldte os frisører
2,"6,0",['Kevin Castro'],"['Beverly Brandt', 'Janus Cercone']",A disinherited heiress winds up taking a hotel job so she can pay off her huge debts.,17min,Room Service
3,"8,2",['Curtis Pollock'],"['Chris Halleron', 'Curtis Pollock']",30 is a story about searching for the end of the road but finding the beginning.,--,30
4,"5,7",['Danilo Beckovic'],"['Danilo Beckovic', 'Dimitrije Vojnov']","The Age of Innocence is a gender-reversed political teenage comedy that threads in the cult of initiation. KOSTA, GAVRILO and SVETA are seventeen year old Belgrade schoolboys who take a vow of chastity after a drunken spree in a rock club. Kosta vows virginity because he wants to wait for the love of his life to return from the student exchange in the US; Gavrilo vows... Leer todo",8min,Decak koji je bio suvise nevin
5,"7,0",['Mary Kerr'],['Mary Kerr'],"When her boyfriend abruptly stops calling, a young woman in New York City, considering him missing, decides to hunt him down. Hitting the pavement, canvassing the town with Missing Person flyers, she soon finds him. Only he hasn't disappeared -- he's just moved on and is now dating someone new...",9min,Gone
6,"5,3",['Gabriel Grieco'],['Gabriel Grieco'],,8min,Una y otra vez
7,"5,9",['John Conroy'],"['John Conroy', 'Tony Herbert']","Four couples try to spice up their love life by having a wife swapping club. The difference is they decide who goes with who and who does what by playing poker. Everything goes fine until the Girls get bored with their men and their Bravado stories. What the boys thought was a win win situation turns out to be more than they bargained for, as the Girls get a taste for... Leer todo",26min,Poker Nights
8,"8,1",['Alexander Sobolla'],DESCONOCIDO,,23min,Rundweltmädchen gesucht!
9,"7,8",['Thom Harp'],"['Thom Harp', 'Mike Standish']","A fortune cookie writer accidentally sends a love letter to his ex-girlfriend out into the world as fortunes, leading the city's lonely hearts to converge on his romantic rendezvous.",20min,Fortune Hunters
10,"5,5",['Patrik Forsberg'],['Henrik Schyffert'],"A film about making a film. Following a production team and their movie director trying to make a BIG action movie about the people of Norrland (a place in northern Sweden). The project fails, but everyone learns something about themselves in the process.",26min,Bakom Snart är det lördag igen
11,"6,7",['Ben Gregor'],['Tim Plester'],The heroes and villains from the Golden Age of British wrestling must grapple against the odds to make it home safely from a night out on the tiles on-board a red double-decker bus.,--,World of Wrestling
12,--,['Gem Silver'],['Gem Silver'],She was a singer with cheesy music down on her luck. Her dog Buster hadn't eaten and was pissed. Then a little a bit of luck came knocking and changed everything.,15min,The Singer Downstairs
13,"5,2",['Mihály Schwechtje'],['Mihály Schwechtje'],,23min,Az alma
14,"7,0",['Jeremy Torrie'],DESCONOCIDO,"Schneider will play a father who is trying to save his troubled fishing lodge as well as his relationship with his 12-year-old daughter, who uncovers an ancient secret in the waters near the lodge.",30min,Juliana and the Medicine Fish
15,"6,5",['Frans Wiklund'],['Andreas Jakobsson'],,26min,Berusningsstudie 2:3
16,"8,4",['James Roberts'],['Gina Torrecilla'],"J. Castro decided to take his acting career in his own hands. After initial success selling monologues for a few bucks apiece, his luck has turned for the worse. Facing foreclosure, Castro is physically persuaded by his business partner, Janet, to audition other actors with enough money to bail them out of their $20,000 debt, however what all the potential partners la... Leer todo",18min,Alls Well That Ends Well
17,"8,3",['Patrick Whittaker'],['Patrick Whittaker'],Young rock star Des Gilroy suffers a stroke on stage and spends the next forty years in NHS nursing homes as a cripple. He is eventually expelled for a series of misdemeanours and is forced to move in with his brother. An argument with the squatters next door escalates into a full-blown war with neither side preparing to take prisoners.,18min,Raspberry Ripple
18,"6,4",['Tanisha White'],['Tanisha White'],A terrible dancer wins a rhythm-less dance competition.,12min,Dance to the Offbeat
19,--,['Sven Wegner'],['Sven Wegner'],The macho gives his hotel key to a beautiful lady. The lady gives the key to a computer nerd. Some kind of confusion follows.,2min,Coole Nummer
