,name,link
0,Liam Neeson,"('Liam Neeson', 'https://www.imdb.com/name/nm0000553/?ref_=tt_cl_t_1')"
1,Dan Stevens,"('Dan Stevens', 'https://www.imdb.com/name/nm1405398/?ref_=tt_cl_t_2')"
2,David Harbour,"('David Harbour', 'https://www.imdb.com/name/nm1092086/?ref_=tt_cl_t_3')"
3,Boyd Holbrook,"('Boyd Holbrook', 'https://www.imdb.com/name/nm2933542/?ref_=tt_cl_t_4')"
4,Maurice Compte,"('Maurice Compte', 'https://www.imdb.com/name/nm0173997/?ref_=tt_cl_t_5')"
5,Patrick McDade,"('Patrick McDade', 'https://www.imdb.com/name/nm0567370/?ref_=tt_cl_t_6')"
6,Luciano Acuna Jr.,"('Luciano Acuna Jr.', 'https://www.imdb.com/name/nm5729373/?ref_=tt_cl_t_7')"
7,Hans Marrero,"('Hans Marrero', 'https://www.imdb.com/name/nm3450086/?ref_=tt_cl_t_8')"
8,Laura Birn,"('Laura Birn', 'https://www.imdb.com/name/nm1285342/?ref_=tt_cl_t_9')"
9,Adam David Thompson,"('Adam David Thompson', 'https://www.imdb.com/name/nm4311436/?ref_=tt_cl_t_10')"
10,Michael Madsen,"('Michael Madsen', 'https://www.imdb.com/name/nm0000514/?ref_=tt_cl_t_1')"
11,Jean-Hugues Anglade,"('Jean-Hugues Anglade', 'https://www.imdb.com/name/nm0000767/?ref_=tt_cl_t_2')"
12,Megan Maczko,"('Megan Maczko', 'https://www.imdb.com/name/nm2756650/?ref_=tt_cl_t_3')"
13,Sabina Akhmedova,"('Sabina Akhmedova', 'https://www.imdb.com/name/nm2906828/?ref_=tt_cl_t_4')"
14,Leo Gregory,"('Leo Gregory', 'https://www.imdb.com/name/nm0339877/?ref_=tt_cl_t_5')"
15,Wendy Thomas,"('Wendy Thomas', 'https://www.imdb.com/name/nm1688961/?ref_=tt_cl_t_6')"
16,Elana Krausz,"('Elana Krausz', 'https://www.imdb.com/name/nm0701504/?ref_=tt_cl_t_7')"
17,Julia Verdin,"('Julia Verdin', 'https://www.imdb.com/name/nm0893845/?ref_=tt_cl_t_8')"
18,Meredith Ostrom,"('Meredith Ostrom', 'https://www.imdb.com/name/nm1285494/?ref_=tt_cl_t_9')"
19,David Birkin,"('David Birkin', 'https://www.imdb.com/name/nm0083605/?ref_=tt_cl_t_10')"
20,Brenton Thwaites,"('Brenton Thwaites', 'https://www.imdb.com/name/nm4154798/?ref_=tt_cl_t_1')"
21,Jeff Bridges,"('Jeff Bridges', 'https://www.imdb.com/name/nm0000313/?ref_=tt_cl_t_2')"
22,Meryl Streep,"('Meryl Streep', 'https://www.imdb.com/name/nm0000658/?ref_=tt_cl_t_3')"
23,Taylor Swift,"('Taylor Swift', 'https://www.imdb.com/name/nm2357847/?ref_=tt_cl_t_4')"
24,Alexander Skarsgård,"('Alexander Skarsgård', 'https://www.imdb.com/name/nm0002907/?ref_=tt_cl_t_5')"
25,Katie Holmes,"('Katie Holmes', 'https://www.imdb.com/name/nm0005017/?ref_=tt_cl_t_6')"
26,Odeya Rush,"('Odeya Rush', 'https://www.imdb.com/name/nm3843467/?ref_=tt_cl_t_7')"
27,Cameron Monaghan,"('Cameron Monaghan', 'https://www.imdb.com/name/nm1185747/?ref_=tt_cl_t_8')"
28,Emma Tremblay,"('Emma Tremblay', 'https://www.imdb.com/name/nm4590173/?ref_=tt_cl_t_9')"
29,Alexander Jillings,"('Alexander Jillings', 'https://www.imdb.com/name/nm6673560/?ref_=tt_cl_t_10')"
30,Chris Evans,"('Chris Evans', 'https://www.imdb.com/name/nm0262635/?ref_=tt_cl_t_1')"
31,Alice Eve,"('Alice Eve', 'https://www.imdb.com/name/nm1404408/?ref_=tt_cl_t_2')"
32,Emma Fitzpatrick,"('Emma Fitzpatrick', 'https://www.imdb.com/name/nm3500747/?ref_=tt_cl_t_3')"
33,John Cullum,"('John Cullum', 'https://www.imdb.com/name/nm0191633/?ref_=tt_cl_t_4')"
34,Mark Kassen,"('Mark Kassen', 'https://www.imdb.com/name/nm0440860/?ref_=tt_cl_t_5')"
