,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,7.5,['John Paizs'],['John Paizs'],"Super spy Nick must stop evil multimillionaire Quentin Frosst from selling a top secret formula on a stolen microchip, to one of two enemy government villains, all while trying to win the heart of Frosst's sister, Carmel.",--,The International Style
1,7.4,['John Paizs'],['John Paizs'],"Away at college, Nick and his roommate, Brock, get involved in campus politics and a campaign to save an old clubhouse. However, the sequence of events may be more than they can handle, with dire consequences.",--,"Oak, Ivy, and Other Dead Elms"
2,--,['Jacob Michael Hanania'],['Jordan Driediger'],"Miguel, a typecast downcast actor, is only seen for his size and intimidation while he's on auditions. While reflecting on his plight, he discovers his problem: he doesn't have a name for himself. Through song and dance, he and a group of typecast auditionees dream of what life would be like if he only had a name.",--,If I Only Had a Name
3,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt10024902
4,--,['Abhijeet Kamble'],"['Abhijeet Kamble', 'Nayan Pachori']","Lallan, a migrant from U. P., loses his employer's important parcel on his very first day in Mumbai; little does he know it's pursuit is going to put him into some hilarious situations encountering some bizarre people.",--,Welcome to Mumbai
5,--,['Justin Warfield'],['Justin Warfield'],,--,The Nod
6,6.6,['Ella Jones'],"[""Molly O'Shea""]","If luck is a lady, grief is a bitch. A young woman loses her mother and finds herself.",--,Miss Fortunate
7,7.4,['Tom Oxenham'],"['Hugo Nicholson', 'Tom Oxenham']",Horror-comedy short based on an improbable pub tale from the North East of England. A man walking home from his local one night is tormented by a terrifying sound: The Nicky Nack. Starring Alun Armstrong.,--,The Nicky Nack
8,--,['Jeffrey Gee Chin'],['Diana Cha'],"A 30-year-old Korean-American woman, still reeling from her relationship gone sour and quarter-ish life crisis, is whisked away by her best friend and partner-in-crime, for a night of fun and forgetting, revelations and acceptance.",--,2Cha
9,--,['Grant James'],['Dan C. Johnson'],,--,You Too
10,4.9,['Ryan Simpkins'],['Ryan Simpkins'],"Beth wakes up after a night she can't remember to discover her guitar missing. She'll go through hell to get it back. But, like, after some aspirin.",--,Nineteen on Fire
11,--,['Brett Puglisi'],['Brett Puglisi'],"When Edward, a determined father struggling with anger issues and a coke addiction, searches for his daughter at his druggie brother's crazy party, he must keep her from making the same mistakes he made and reconnect with them both.",--,Playboy Eddy
12,--,['Grace Kim'],['Grace Kim'],"A portrait of a woman's humdrum existence told from the perspective of a voyeuristic, unlikely love interest.",--,An Interloper's Kiss
13,--,['Karisa Bruin'],['Nora Heidenreich'],"Young sisters Rose and Julia decide they must kill their dying mother's psychotic cat. A dark comedy about what it means to grieve appropriately, and what it likes to ""deal with"" death and loss.",--,Kill Cat Oakland
14,--,['Julie Pacino'],['Julie Pacino'],,--,Harmony in Gold
15,--,['Joel Ström'],['Joel Ström'],,--,The Simplicity of Life
16,--,['James Allodi'],DESCONOCIDO,"In the age of precarious employment, some paydays come harder than others. Bella used to eat light bulbs on stage for a living. Then she meets Buddy, who used to throw himself at moving cars. Buddy hasn't told Bella about his latest job, and their unexpected chemistry brings trouble.",--,Bella Wild
17,--,['Jordan Buck'],"['Catherine McKernan Doris', 'Darren Marshall']","""In this age of Internet dating, two dear old friends meet at a café to discuss the pros and cons of doing things in a more old-fashioned, conventional manner. What could possibly go wrong? Everything!""",--,Destined to Fail
18,7.4,['Terry Loane'],['Gerard McCarthy'],Johnny wants to wear a dress for his upcoming First Holy Communion.,--,Just Johnny
19,--,['Randal Kamradt'],['Randal Kamradt'],Lawrence Dunn starts a sit-in protest to block corporate construction. Few are interested.,--,Change Will Come
20,--,['Jacob Byrd'],['Jordan Jacobo'],A sexually deprived teacher and her out going friend look for sex in unconventional ways resulting in a comical disaster.,--,The Ouiji Spot
21,--,['Troy Price'],['Tammy Barr'],A veterinarian and her team of specialists discover they need to have nine lives in this dog eat dog world of saving the pampered pets of Beverly Hills from their first world problems.,--,Beverly Hills Vet Spa
22,9.8,['Blake Bynum'],['Blake Bynum'],The peaks and valleys of a young man's journey to make his first film.,--,The Zeke Sanders Story
23,--,['Anthony De Las Alas'],['Anthony De Las Alas'],,--,The Start of the End
24,--,['Jeremy Vella'],['Jeremy Vella'],The uphill bilingual battle George needs to face as being both an English and Maltese speaker.,--,Orrajt
25,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt10469060
26,9.5,['Derrick Scocchera'],['Derrick Scocchera'],"Through a series of vignettes, the often inexplicable behaviors of contemporary humans are observed and commented upon by a droll narrator. No matter how outlandish or senseless the action, one thing is certain: ""It's Always Something.""",--,It's Always Something
27,4.8,DESCONOCIDO,['Mark Atkinson'],The lives of two roommates and a mysterious man intertwine in a tale of conflict and clashing within close quarters.,--,Pulp Friction
28,--,['Emiliano PérezGrovas Zapiain Zapiain'],['Emiliano PérezGrovas Zapiain Zapiain'],,--,Contra la pared
