,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,9.2,['Stefan Chapovskiy'],['Stefan Chapovskiy'],"1984, a team of rangers on a punitive expedition in Colombia jungle gets abducted by aliens. During the experiment, conducted on the space station, humans are forced to pass deadly tests, competing with warriors from other worlds.",--,War Gene
1,--,['Donny Callahan'],"['Donny Callahan', 'James R Compton Jr.', 'Kevin Eaton']",,--,Evade short film
2,--,['André Mileti'],['André Mileti'],The hero of a terrible action film realizes he's fictional and tries to escape with the help of a mysterious filmmaker.,--,Vanity Project
3,--,['Danny Zanelotti'],['Danny Zanelotti'],"He's a guy in a bad situation, and he's just trying to get out alive.",--,Gambler
4,6.4,['Chela Drake'],['Chela Drake'],"When a dangerous assassin decides he wants out of his guild after discovering the identity of a former target, things get ugly and his only purpose becomes living long enough to bring one last piece of the life he stole home.",--,Repentance
5,--,['Daniel Norris Webb'],"['Kevin Fernandez', 'Daniel Norris Webb']","When James brings his fathers pistol to the gang's after school hideout, a typical day turns into something much darker.",--,Ready.Fire.Aim
6,--,['Aileen Sheedy'],"['Maren Curtis', 'Kevin Swanson']","After a failed attempt to reconnect, a gamer's frustrated wife decides to build him a game of her own with real-life stakes.",--,The Legend of Stella
7,--,['Ryan Rosenblum'],['Ryan Rosenblum'],"Pursued by the FBI, a team of the world's most dangerous women model their vigilante crimes on the seven deadly sins.",--,Satan's Seven
8,--,['Tony Cruz Serrano'],['Tony Cruz Serrano'],,--,Ricky Rodrigo
9,--,['Kris Atkins'],['Kris Atkins'],A young couple search for a reasonably sized flat at an affordable price. within a difficult Auckland renting market.,--,Renters
10,7.8,['Michael Risley'],['Michael Risley'],An Albanian boy accidentally releases a turkey and must get it back in time for New Year's Eve dinner.,--,The Last Supper
11,--,DESCONOCIDO,['Kaylyn Love Wilson'],"Four starry eyed high school seniors make a fatal decision when they choose to drink at a roaring house party. Little do they know, the implications of that night would mean the sacrifice of college dreams and tragedy for an innocent mother and her son.",--,Memorial Shattered Dreams
12,--,['Ian Altenbaugh'],['Ian Altenbaugh'],,--,Pit viper
13,--,['Albert Poquet'],['Isaac Israel'],,--,No Hay Precio
