,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,--,['Joseph Guinan'],['Joseph Guinan'],"Elvis being Stalked again for real, based on True Events... A beautiful Japan girl in CHINA falls in LOVE with Elvis on the internet. Not having enough money to travel to USA - Hollywood, California, Miss Igetu Soun sneaks into someones suitcase at the airport and arrives at LAX. Miss Igetu Soun Stalks ELVIS College at LOS ANGELES CITY COLLEGE and hounds down students... Read all",--,Stalking Elvis
1,--,['Camilla Meoli'],"['Craig Jackson', 'Camilla Meoli']",,--,Find Your Horn & Let It Kill You
2,--,['Mayla Warshavsky'],['Juanjo Martínez'],A group of people live different toxic situations in their lives.,--,Toxicos
3,8.5,['Matt Florio'],['Matt Florio'],"Two brothers travel to Miami to spread their father's ashes, only to be mistaken for notorious hitmen.",--,Unhired Guns
4,--,DESCONOCIDO,DESCONOCIDO,"Picking up the day after Saturday the 14th (2020), the unstable Tabatha returns to her family home where her path of terror continues, meanwhile a police officer is on hot pursuit.",--,Saturday the 14th: Part II
5,--,DESCONOCIDO,['Robert Leckington'],A couple has a discussion before bedtime about an unfortunate situation.,--,True to Life
6,--,['Kristin Mothersbaugh'],['Kristin Mothersbaugh'],,--,The Life of Ingrid
7,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt10771320
8,--,['Imogen Ross'],DESCONOCIDO,,--,The Eagle Flyer
9,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt11209612
10,--,['Anthony Souter'],['Daniel Cotard'],"A middle-aged woman and man find themselves seated next to each other, in the front row of a concert. Could this be the beginning of a new life?",--,Le Concert
11,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt11306234
12,--,['Kalle Carmback'],DESCONOCIDO,"Sam is a man who is on the brink of misery, worried and unhappy. As he takes on the role of Santa Claus to entertain his kids and save his marriage on Christmas Eve, he makes a series of decisions which turn him into a deceiver, deceived, wanted, hunted and hopelessly pitiful.",--,Räven Raskar Över Isen
13,--,DESCONOCIDO,DESCONOCIDO,,--,The Lego Batman and Spider-Man Movie
14,--,['Anthony Raus'],DESCONOCIDO,The story of a man's internal struggle with his piano.,--,Espressivo
15,--,['Brian Adam Kline'],['Robyne Parrish'],,--,What If I Were You
16,--,['Felix Niklas Malms'],['Johnny Rome'],"A lonely scout leader, who's tricked a group of misfits into going on a pioneering mission for two years to escape his recent trauma, finds his perfect world threatened by the resurgence of someone from one of his troop member's past.",--,Scout's Honour
17,--,['Jason Lynch'],"['Jeffrey Louis Salkilld', 'Sebastian Senior']",,--,Mi Casa Su Casa
18,--,['Stephen Jones'],"['Curtis Mah', 'Sean Mahaffey']","While digging up memories in his basement, Curtis remembers why he never goes down there. Trying to hide his fear from his best friend, Daniel, proves futile. After learning of his friends fear of what lies below the main floor of his family's home, Daniel helps Curtis face his fear. The two mount an assault to face fears and take back the basement from the one thing ... Read all",--,Takes Me Back
19,--,['Bronny Lane'],['Bronny Lane'],Australia's number one publicist gets canceled after her biggest star accidentally dies on stage and she gets the blame. A documentary crew follows her on the trail back to the top.,--,I Wanna Be Famous
20,--,['Rob G. Smith'],['Rob G. Smith'],,--,Untitled Rob G. Smith Project
21,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt12724072
22,--,['Nathaniel Nose'],['DJ Perry'],,--,Smoke and Mirrors
23,--,['Mico Saad'],['Mico Saad'],,--,Peaches the Cat
24,--,['Riccardo Romano'],['Riccardo Romano'],"Confronted with his own mortality, the heir to the mosquito repellent empire reveals a devastating plan to bring about the end of the world. This prompts a competition as his sister sets a reward, with three assassins vying for the prize.",--,"Carro, ferro, farro"
25,--,['Travis Donald Wallace Thompson'],['Thomas Lobrichon'],"In this short dramedy, a corrupt lawyer, an insurance firm, and a cocky pair of co-workers become entangled in a cat-and-mouse game of corruption and betrayal. Excitement ensues when lovers, self professed adept employees, and lost lust take hold of an already sticky situation.",--,You've Earned It
