,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,--,DESCONOCIDO,DESCONOCIDO,Three kids get separated in a forest after one of them disappears from the trail.,--,Astray
1,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt12941822
2,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt12942176
3,--,['Christopher Siaens'],DESCONOCIDO,"A domestic violence awareness story. An abused girl fights within herself to break free of a controlled, manipulative relationship.",--,In Control of Me
4,--,DESCONOCIDO,DESCONOCIDO,A grieving teen's sleepwalking disorder spirals into a nightmare.,--,Bury a Dream
5,--,['Lillian Lamour'],DESCONOCIDO,"A broken young woman videotapes herself, reciting a poem of how her husband and his friends sexually abuse her.",--,Pieces of My Husband & His Friends
6,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt15061326
7,--,['Tim Eickhoff'],"['Tim Eickhoff', 'Timo Martens']",2030. In a new world. Pregnancies are forbidden. Emily must make a life changing decision.,--,2030
8,--,['Christopher Baiza'],DESCONOCIDO,"In the shadows of uncertainty, between logic and wonder, shadow and light, Harold Johnson finds himself in the twilight zone.",--,Xmas
9,--,['Bradley Cope'],DESCONOCIDO,R.A.T follows the story of seventeen year-old Kyle Williams who is categorized as being on the Autism spectrum. This short film is made to raise awareness for those with Autism and Anxiety.,--,R.A.T
10,--,['Linglin Yuan'],DESCONOCIDO,"This film focuses on Zhou Shan as the main line and Yue Xiaoyu as the auxiliary line. In the most severe moment of the Wuhan epidemic, Zhou Shan and Yue Xiaoyu met each other, and they both had a common wish, hoping that the Wuhan epidemic will be eradicated. Zhou Shan is the representative of thousands of medical workers, and Yue Xiaoyu is the epitome of millions of ... Read all",--,First Mission
11,--,['Jason J. Tavares'],DESCONOCIDO,"Silent proclivities are barely kept hidden, draining one's soul like a person bedridden, seeping to the surface in a spiteful, malicious manner - leaving you vulnerable to mocking and banter.",--,Silent Proclivities
12,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt15770114
13,--,['Joe Milici'],DESCONOCIDO,,--,The Pendant of Persia
14,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt17003510
15,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt17350036
16,8.1,['Emy-Mirel Ivasca'],DESCONOCIDO,A boy sees from the window of his apartment a child playing alone with a ball every day.,--,Zidane Roulette
17,--,['Dustin Nowlin'],DESCONOCIDO,Members of a broken family go to a motel to work out their differences.,--,Incidental
18,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt18160884
19,--,['Hunter Logan'],DESCONOCIDO,"After their friend survives a suicide attempt, a group of straight-A students mount a protest against the stress of high school that jeopardizes their friendships, their futures, and their school's funding.",--,Shadows Fall Behind You
20,--,['Jesse Vega'],DESCONOCIDO,A young man struggles to deal with letting go of his past by reaching out to an ex-lover to rekindle the love they once had.,--,Tell Me(Lies)
21,--,['Nyle Manzano'],DESCONOCIDO,"An aging father dreams of a fantasy world and yearns to connect with his son Lee, a young spirited man with a bright future ahead of him.",--,The Heroic
