,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,--,DESCONOCIDO,['Laurence E. Gibbs'],Two Social Media influencers are dieing to try the new RED NIGHT challenge. Will they be successful or will they end up a victim of social insecurity?,--,PT: Urban Legend
1,8.0,['Michael Shumway'],['Lex Hogan'],"A farmer wakes up one morning to an unexpected apocalypse. As the last man alive, he decides to throw caution to the wind and start living his very best life.",--,The Last Queen on Earth
2,--,['Stanislav Shelestov'],['Stanislav Shelestov'],Two guys decide to become bloggers. In order to get views and likes they take some experimental military pills which deprive them of any sense of pain. But it goes too far.,--,Like.Share.Repost.
3,--,['Horace Chan'],['Robin Dillon'],,--,Daily Bus
4,--,['Christopher Logan'],['Christopher Logan'],"Moonboy is a catalyst in other people's lives to grab onto joy. Through a series of vignettes, his unabashed joy sparks positive changes in the lives of the people he encounters.",--,Moonboy
5,--,['Jenna Harder'],['Jenna Harder'],A darkly comedic look at a day in the life of a struggling actor and the unique ways she deals with the pressures of the industry.,--,Whenever You're Ready
6,--,DESCONOCIDO,"['Sara Muñoz Bautista', 'Rebeca Lasheras']",,--,1 Euro/9 Minutos
7,9.7,['Patrick Neff'],['Patrick Neff'],Jayne and her team are assigned to rework the all-important Wellington Proposal by 6:00am. Setbacks and complications result in a hilarious race to the finish line.,--,Pajama Party Work Night
8,--,['Elena Altman'],['John Romanos'],"Money Bags, Guns, Baseball Bats... A Robbery Gone Bad but Who's Fault Is It?",--,Dropped
9,8.6,['Caitlin Carleton'],['Caroline Newton'],The story of three horse girls as they prepare for the annual Calypso Township Model Horse Competition.,--,Fantasy Pony
10,--,['Marlon Morales'],['Marlon Morales'],,--,Días Negros
11,--,['Brendan Gallogly'],['Brendan Gallogly'],,--,Break and Run
12,--,['Malte Wirtz'],['Malte Wirtz'],"By accident Bastian meets Isabell in the elevator, he writes secretly his telephone number on one of her cigarettes. In the morning she smokes the cigarette and accidentally destroys the chance to contact him again. She goes to a radio station of which she knows he is listening to, but in the very second she talks on the radio to him he gets a phone call and doesn't h... Read all",--,Nur ein Augenblick
13,--,['Ben McCullough'],['Ben McCullough'],Slippy the Soap yearns for a life outside his bathtub. But when his dreams slip down the drain he's forced to journey through a wild and treacherous labyrinth.,--,Pipe Dream
14,--,['Millicent Malcolm'],['Millicent Malcolm'],"In the face of a demeaning request from her misogynistic boss, a hardworking young lawyer must decide whether to stick up for herself or keep living in her imagination.",--,Bossy
15,--,['André Mileti'],['André Mileti'],The hero of a terrible action film realizes he's fictional and tries to escape with the help of a mysterious filmmaker.,--,Vanity Project
16,--,['Dusty Mitchell'],['Dusty Mitchell'],"In an effort to get a quick fix to low confidence issues, Mr. Adler seeks the help of a counselor with questionable methods. It's all business as usual for Mr. Psychiatrist.",--,Mr. Psychiatrist
17,--,['Abhishek Samariya'],['Abhishek Samariya'],"A surreal dark comedy, set at a funeral, narrated by a cat.",--,John Mortonson's Funeral
18,--,['Calyx Passailaigue'],"['Calyx Passailaigue', 'Richard Walters']","Chad is a pretentious white Jamaican film director. With his ragtag Caribbean cast and crew, he aims to shoot a highbrow social drama called ""Brothers in Babylon.""",--,Zeen?
19,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt10131078
20,--,['Anastasi Soldatenkova'],['Anastasi Soldatenkova'],Two students rent an apartment in the city. Their meeting was happenstance. Freedom unfolds in a rather different way through the perspective of a roommate.,--,On the mind
21,--,['Gia Milani'],['Gia Milani'],"A surrealist, stylized, comedic short film about a disliked dead man as seen through the eyes of his equally disliked daughter-in-law. And shoes. A lot of shoes.",--,At the Back
22,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt10151804
23,--,['Frances Wilkerson'],['Frances Wilkerson'],"Red, a once famous clown, lost his 6-year old son 2 years ago. He continues to blame himself for the loss. He is currently a small-time party clown, but the majority of the time he is too bitter and intoxicated to be effective.",--,Red
24,--,['Aileen Sheedy'],"['Maren Curtis', 'Kevin Swanson']","After a failed attempt to reconnect, a gamer's frustrated wife decides to build him a game of her own with real-life stakes.",--,The Legend of Stella
25,--,['Cole Ryan Brewer'],['Jacob Douglas Wolfe'],Three men stranded in the desert attempt to recreate Burning Man.,--,Rebirth
26,--,['Kasey Quinn'],['Kasey Quinn'],Shelly's special night goes awry when an unexpected visitor arrives.,--,Fantasy
27,6.7,['Joel Junior'],['Joel Junior'],"Tyler is a hyper-intelligent 9-year-old boy, who has no shame on being himself. On an ordinary lunch, he talks about his new crush, causing an unexpected reaction on his older brother, Daniel.",--,Tyler
28,--,['Milda Baginskaite'],['Milda Baginskaite'],"When no one shows up at her birthday party, eighteen-year-old Agnès makes all the wrong choices.",--,Pink Pool
29,--,['Marc Muñoz'],"['Marc Muñoz', 'Iván Serra']",,--,Huida del Nido
30,9.4,['Yan Fisher-Romanovsky'],['Omri Rose'],"Two Jews in the holy land attempting to flee the chaos of the 3rd Crusade come across an unconscious Crusader on a lonely desert road, and a comedic encounter ensues as they debate whether to help him, kill him, or ignore him all together.",--,Achan and Ezra
31,--,['Brandon Colby Cook'],"['Ray James', 'Violetta Pioro']","Stuck in the friend zone, a young woman secretly attempts to win her BFF's heart by helping him hatch a scheme that will end his cheating fiancée's steamy affair.",--,The Love Prank
32,--,['Jovan Atanackovic'],['Jovan Atanackovic'],"A 15 year old girl who wants to be a famous instagram model, a 35 year old guy with a fetish and how their worlds collide.",--,#shootme
33,--,['Robin Flemgård'],['Robin Flemgård'],A young man discovers that his bathtub can be used as a teleporter.,--,Dive Under
34,--,['Dan Whitehead'],['Dan Whitehead'],"Tom is a 20 something guy who just finds himself lost. He graduated from college where he followed his passion for four years, and now can't seem to convince anyone he's right for them. Through his struggles, Tom learns about the challenges of life, and the uncertainty of what's to come.",--,Life Undefined
35,--,['Dale Nicholls'],['Dale Nicholls'],"Absurdist dark comedy. A fevered fairy tale in five parts. Sam (Vivian Bang) is having a bad day. Violent haircut, fascist parents, Irish fentanyl dealer, nightmare first date. Sam needs a win.",--,Bad Day Sam
36,--,['Brooke Trantor'],"['Kate Morgan Chadwick', 'Brooke Trantor']",Jane is on the hunt for a rockin' one-night stand before an impending arrival.,--,"Oh, Baby!"
37,6.0,['Julian Acosta'],"['Julian Acosta', 'Antonio Macia']",An argument between two families in a thrift store erupts into a full-scale brawl.,--,What Bitch?
38,--,['Andreas Mortensen'],['Andreas Mortensen'],Benjamin has traveled to the underworld for a chance to see his dead girlfriend again.,--,Ett hett rum
