,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,--,['Rachel Pearl'],['Rachel Pearl'],"When Lubuvitcher Chasid Avram Liebelson learns of his infertility, he thinks his vow of celibacy pleases G-d, but it certainly doesn't please his wife Shoshe.",--,The Shabbos Goy
1,8.1,['Brandon Webster'],['Brandon Webster'],"EARTH!!! What a name for a planet. God decides that he can no longer stand it, and that he wants to restart it with a new name. But before he does, he decides to give an unsuspecting girl (Debbie) his powers for the remaining minutes of Earth. Debbie decides that she is going to spend her last minutes with her true love. The only problem is the he doesn't know that sh... Read all",--,Six Minutes and Something
2,6.5,['Ken Russell'],['Ken Russell'],"In the Maryland Medical Institute there's a hybrid, the ""Elephant Man"", with an original deformity.",--,Revenge of the Elephant Man
3,6.9,['Andelko Jurin'],['Shaun Angus Hall'],,--,Book Em
4,8.0,['Hervé Pichard'],['Hervé Pichard'],"How charming this young lady is, the two friends think when they first meet her. And her being Japanese makes her even more exotic and attractive to them. Unfortunately this is her last day in Paris before returning to Tokyo. But tomorrow is another day and the two friends decide to accompany her across the city of lights. Will they see her again once her plane has ta... Read all",--,Dernier jour à Paris
5,6.9,['Pola Beck'],"['Pola Beck', 'Sanna Lenken']","A film about 6 people working in a big kitchen - about hierarchy, time pressure, love, jealousy and passion. They all have ""delicious"" fantasies about the beautiful dishwasher Fernanda as an unexpected event turns the ""kitchen fairy"" into a place of war...",--,Five to Six
6,8.2,['Gregory Lemkin'],"['Gregory Lemkin', 'Masi Oka']","When six-year-old Chester looses his first tooth, a communications mix-up leads to a showdown between the Tooth Fairy and the Sandman in Chester's bedroom.",--,Chester's Big Night
7,--,['Ole Landsjöaasen'],"['Christian Fürst', 'Ole Landsjöaasen', 'Annette Pisacane']",,--,Superwelly
8,8.3,['Bill Dempster'],['Bill Dempster'],"Dossers materialize out of a mysterious sleeping bag in a North London house. They speak only three sentences: ""How long you've been in London for?, ""Where is the nearest Internet Cafe?"", ""Can I use your washing machine?""",--,"I, Dosser"
9,6.7,['Stephen Lynch'],['Stephen Lynch'],"In his new job as a company collector, a man dressed as a clown ensures that a woman pays her phone bill. He can use any means necessary to make her pay him, and his mission is to follow it; to humiliate and to ridicule anyone to obtain money. He does not like this job but must do it to support his family. When talking to the debtor, she tells him that her financial a... Read all",--,Clown
10,--,['Jason Michael Ellis'],"['Jason Michael Ellis', 'Julie Permenter']",,--,Table Manners
11,--,['Nate Conway'],['Leigh Medeiros'],"City slicker and fast talking carpet salesman Eddy McCarthy becomes ""Island Bound"" when his car breaks down on a remote island in the off-season. With the help of the eccentric locals, including a divorced waitress and a bartender with a clam fixation, Eddy finds his way home and discovers the real meaning of the phrase ""local flavor.""",--,Island Bound
12,--,['Tang Tang'],['Tang Tang'],,--,American Love Forever
13,--,['Kartik Singh'],"['Ian R. Hardy', 'Kartik Singh']",Bruno is used to ranking his one-night stands on a scale from 1 to 10. But is Cassandra the kind of girl who can stand for this?,--,Chute d'organes
14,--,['Alex Ryan'],DESCONOCIDO,"The smell of oil and burning rubber are rarely associated with supermarket trolleys, but when a mighty clash of adrenaline junkies takes place along the pathways of a sprawling city park, the race is on.",--,Fester! Fester!
15,--,['Jim Bruce'],DESCONOCIDO,"Griffin is supposed to be on a flight to London in a few hours when he wakes up disheveled and shaky at his front gate, having passed out after a night of revelry. He enters his house, empties his pockets and heads upstairs to the bathroom where he starts passing, well, ping-pong balls. The first has a message on it, ""Call me."" Subsequent balls contain clues. Can he g... Read all",--,This Too Shall Pass
16,--,DESCONOCIDO,DESCONOCIDO,"""So, what's the plan this time, Brainiac?"" After losing three superheroes to sinister accidents, Super Sidekick Brainiac is in search of a new superhero companion, so naturally he placed a newspaper ad. He's finally down to eight applicants, but there can only be one Next Top Superhero. Let the competition begin and may the best superhero win! Made as part of the 2004... Read all",--,America's Next Top Superhero
17,--,['Michael Guerraz'],"['Michael Guerraz', 'Nathalie Lao']",,--,Gare à l'amour
18,7.8,['Evan Falbaum'],['Hunter Carter'],A depressed businessman is contacted by God (or at least someone purporting to be God) and is convinced that the speed bumps in day-to-day life are necessary if we are to fully enjoy their absence.,--,"Hey, God"
19,--,['Frank Slaten'],['Frank Slaten'],"Two out of work Model/Actress's who haven't booked lately, decide to pose as food critics to get a free meal.",--,Meal Ticket
20,7.2,['Jonti Picking'],['Jonti Picking'],A spoof advertisement promoting Kenya as a holiday destination.,--,Kenya
21,7.9,['Jonti Picking'],['Jonti Picking'],A magician performs a magic trick to impress a crowd of cows.,--,Magical Trevor
22,8.7,['Nick Palmer'],"['Alex D. Palmer', 'Nick Palmer']","The assistant manager of a pizza parlor, who spends his life focusing on the little things meets an ironic end.",--,The Sins of Pluto Patterson
23,6.3,['Richard Fenwick'],['Richard Fenwick'],Airline safety card characters come to life and try to cope with the demands of an emergency situation.,--,Safety Procedures
24,--,DESCONOCIDO,DESCONOCIDO,,--,Where in the White House Is Miss Beazley?
25,--,['Brad McWaters'],['Brad McWaters'],,--,Von Cristo - Zee Movie!
26,--,['Gökhan Sayim'],['Gökhan Sayim'],,--,Sein Kampf
27,--,['Matt Kenchington'],['Todd McCullough'],,--,Holiday Dinners
28,--,['Karl Göran Stenborg'],DESCONOCIDO,,--,Projektorrum
29,--,DESCONOCIDO,"['Jon Etheridge', 'Kasey Kiser']",,--,Takin' Out the Trash
