,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
0,"6,7",['Ágnes Kocsis'],"['Ágnes Kocsis', 'Andrea Roberti']","Una enfermera obesa y solitaria, que trabaja en la sala de terminales de un hospital, se acuerda de su amiga de la infancia Adrienn Pal y quiere localizarla.",2h 16min,Pál Adrienn
1,"4,6",['Miklós Jancsó'],['Miklós Jancsó'],Un noble humanista del siglo XV es nombrado Rey de Hungría e impulsa una era de prosperidad.,1h 40min,So Much for Justice!
2,"6,9",['Bence Miklauzic'],"['Balázs Maruszki', 'Bence Miklauzic', 'Gábor Németh']","Un agente inmobiliario establece vínculos con un guardia que vive en un almacén que le han encargado vender. El jefe del guardia quiere bloquear la venta, pero le hace promesas para hacer realidad las ambiciones futbolísticas del guardia.",1h 29min,Los hijos del dragón verde
3,"8,9",['R.J. Adams'],DESCONOCIDO,"Fotos de archivo y películas muestran las líneas de ferrocarril que conducían a los campos de concentración nazis de Dachau, Sachsenhausen y otros, contrastando el pasado y el presente de los lugares donde perecieron millones de personas.",2h,The Final Journey
4,"5,5",['Allen Wolf'],['Allen Wolf'],A sleepwalking sexaholic masseur wakes up covered in blood next to a bloody knife with cops ringing his doorbell.,1h 44min,Mientras duermo
5,"7,7",['Frankie J. Mosca'],DESCONOCIDO,"Awakening from a near fatal overdose, Chris embraces a second chance at life. Required to enroll into a 12-Step Program, and mandated to state psychiatrist appointments, Chris is forced to revisit his chaotic past; a history that revolves around his friend Ande and her autistic brother Frankie. Follow Chris as his past and present converge revealing a deranged cocktai... Leer todo",1h 39min,This Wretched Life
6,"7,2",['Douglas A. Raine'],"['Jimmy Lifton', 'Paulette Victor Lifton', 'Virginia Perfili']",,--,Blind Sided
7,"5,8",['Jerome Elston Scott'],['Jerome Elston Scott'],"Nick Anderson, Kevin Daniels, and Tracey Green do everything together. They are the best of friends, and yet they couldn't be more different. Neighbors from adolescence, they finish each other's thoughts and sentences, joys and pains, happiness and tears. Using Nick's house as their own members only clubhouse, they escape into their own world of contentment. Yet the i... Leer todo",1h 38min,Anderson's Cross
8,"6,9",['Carsten Brandt'],['Carsten Brandt'],An original story about a broken desperate film director.,4h 40min,Den milde smerte
9,--,DESCONOCIDO,DESCONOCIDO,,--,Capture the Flag
10,"4,3",['Nikita Mikhalkov'],DESCONOCIDO,"A look at the horrors of the Eastern Front of World War II from the points of view of repressed soldier of penal battalion and his young daughter, who stayed behind enemy lines.",3h 1min,Utomlennye solntsem 2
11,"4,8",['Dwight H. Little'],['Alan B. McElroy'],Jin Kazama es testigo de la muerte de su madre Jun por parte de Tekken.,1h 31min,Tekken
12,"4,4",['Robin Christian'],['Robin Christian'],"A distraught college student finds a phone that enables her to talk to her deceased mother in the past. Instead of a heart attack, she learns that her mother was murdered. She tries to use the phone to stop the murder from occurring before the killer finds and kills her too.",1h 52min,Disconnect
13,"4,0",['Satish Kaushik'],DESCONOCIDO,"Con la esperanza de que el destino los vuelva a unir, una pareja, a punto de casarse, intenta encontrar a cada uno.",1h 49min,Milenge Milenge
14,"6,5",['Daniel Grou'],DESCONOCIDO,"A doctor seeks revenge by kidnapping, torturing and killing the man who raped and murdered his young daughter.",1h 45min,Les 7 jours du talion
15,"6,0",['Enrique Gabriel'],DESCONOCIDO,Closely observed relationships: how the 2008 financial crisis affects the personal lives of various individuals who develop different surviving strategies when thrown together in a caravan site on outskirts of Madrid.,1h 55min,Vidas pequeñas
16,"5,8",['Lonette McKee'],['Lonette McKee'],"Una músico dotada reconstruye su vida tras perderlo todo en un accidente, descubriendo una fuerza interior.",--,Dream Street
17,"6,0",['Cory Cataldo'],['Cory Cataldo'],"Will is a misfit who can't catch a break: he's terrorized by his psychotic father at home and taunted by his peers at school. His only solace comes from three classmates who face similar abuse. Without guidance or a sense of purpose, the four friends spend their days getting high and commiserating until they reach a breaking point. With nothing to lose and no escape f... Leer todo",1h 38min,Mad World
18,"6,5",['Laura Casabe'],"['Laura Casabe', 'Tomas Wortley']","In a popular auction that matches the sinister and colorful of a circus of phenomena, a couple adopts children in exchange for their belongings. The children there acquired, usually mutilated, are in their new home in order to prepare for access to the Peronist education program taught in only 10 state institutes.",1h 25min,El hada buena - Una fábula peronista
19,"7,0",['Miguel Coyula'],"['Miguel Coyula', 'Edmundo Desnoes']","An intellectual leaves the Cuban revolution and 'underdevelopment' behind only to find himself at odds with the ambiguities of his new life in the 'developed' world. A portrait of alienation, of an outsider with no clear-cut politics or ideology. A stranger in a strange land struggling with old age, sexual desire and ultimately the impossibility for the individual to ... Leer todo",1h 53min,Memorias del desarrollo
20,"4,7",['Bob Meyer'],"['Randy Buescher', 'Bob Meyer']","Drunkboat tells the story of a young teenager, Abe, who manipulates his unsuspecting alcoholic uncle (Malkovich) into buying a boat from a conman (Goodman).",1h 38min,El poder de un sueño
21,"3,3",['Erik de Castro'],DESCONOCIDO,"A dangerous drug lord operates in Brasilia, the federal capital of Brazil. To capture him, the police will do whatever is necessary. Caught in the middle is a frightened population. ""Federals"" exposes the reality of a country that today is an important route for international drug-trafficking.",1h 31min,Federal
22,"7,8",['Ron Althoff'],"['Ron Althoff', 'Michael Su']","When a San Francisco detective goes hunting for the cruel Asian crime figure who killed his partner, he finds himself thrown into the center of a violent plot to steal a terrorist weapon. Ty Nelson is a detective haunted by the violent death of his partner at the hands of Choy Muk, the leader of the Triad Dragons-- a violent, fanatical Asian gang operating in San Fran... Leer todo",1h 30min,Taken by Force
23,--,['Michael Mandell'],['Michael Mandell'],A married couple's problems get out of control.,1h 39min,Sensual
24,"3,8",['Nestor Miranda'],['Nestor Miranda'],Friends from Queens decide to move into a run down Harlem brownstone ultimately converting it into an illegal youth hostel in order to make ends meet.,1h 21min,Harlem Hostel
25,"7,5","['Alejandro Alcondez', 'Rodrigo Patino']",['Alejandro Alcondez'],"Death itself is not traumatic rather the life that dies inside of you while you remain with breath this is the life of Pablo Pastor. Corrupt and deceitful people have stolen a precious stone known by the indigenous tribe as the Cielito Lindo, which is believed to bring much needed rain back to the desert-like village of the Tahuromara Tribe. Pablo is forced to abandon... Leer todo",1h 31min,Cielito lindo
26,--,['Mark L. Feinsod'],['Mark L. Feinsod'],"Photographer Barnard Jacobs is dying. What seems as bad to him is that Ashley, the woman he's in love with, can't bring herself to admit her own feelings for him. She's too wrapped up in her own cocaine addiction and a desire to find a wealthy husband. During a typical New York City evening, shallow fashionista Madeleine begs Barnard to call Ashley for drugs. When Ash... Leer todo",1h 32min,The Deafening Silence of a Very Bright Light
27,"6,6",['Sky Christopherson'],"['Sky Christopherson', 'J. Elizabeth Martin', 'Bilge Sayim']","Freediver Max Avery (Justin Flint Williford) journeys to his inner-most depths as he pursues competitive freediving as a relief from a chronic lung disease. Yet his passion for the extreme sport is widening a rift between him and his father (Mark Brunetti), a physician, who hears his son's risky descents will cost him his life. As Max trains for one last world record ... Leer todo",1h,The Greater Meaning of Water
28,"5,8","[""Chris D'Arienzo""]","[""Chris D'Arienzo"", 'Frank Turner Hollon']","Barry Munday wakes up after being attacked to realize that he's missing his family jewels. To make matters worse, he learns he's facing a paternity lawsuit filed by a woman he can't remember having sex with.",1h 35min,Barry Munday
29,"6,6",['Takeshi Kobayashi'],DESCONOCIDO,Four boys have their friendship and musical talents tested in the ever changing worlds of the music industry and real life in 1990s Japan.,1h 59min,Bandeiji
30,--,['Arthur J. Mangano'],['Arthur J. Mangano'],A female doctor falls for a married city mayor.,1h 42min,A Woman Is a Woman
31,"7,0",['Rudy Luna'],['Rudy Luna'],"Primemates is a disturbing and honest conversation among four men in an exclusive cigar shop. They talk about love, relationships, and sex. While exploring men's fascination with younger women, Primemates delves into many political taboos usually associated with the intellectual.",1h 22min,PrimeMates
32,"6,5",['Elizabeth Allen Rosenbaum'],"['Laurie Craig', 'Nick Pustay', 'Beverly Cleary']","Tratando de desmentir su imagen de molesta y conflictiva, Ramona diseña varias estrategias para ganar dinero y así aliviar los problemas económicos de su familia.",1h 44min,Ramona y su hermana
33,"6,7",['Suri Krishnamma'],"['Joanna Lancaster', 'Michael Singh']",An Indian Taxi driver in New York City goes back to his village and builds a school for girls.,1h 40min,Good Sharma
34,"6,5",['José Farinha'],"['Maria José Morgado', 'José Vegar', 'Vicente Alves do Ó']",,1h 25min,O Inimigo Sem Rosto
